ssd,Km,Km_cit,kcat,kcat_cit,Keq,Keq_cit
0,0.00002,0.00007,0.41211435266581287,6.020288008989064,0.00016,0.00016
7.3743373102626615e-9,0.0012820683983511838,0.004484509708102274,0.00002138960557087525,2.462699136134401e-8,1.5171559653384416e-6,2.1101056760729725e-6
7.374359141458211e-9,0.0012799604822383388,0.004485219846624231,7.280835389712633e-7,4.222171653183792e-9,1.0546013864162587e-6,5.512561232685376e-7
7.375090846801814e-9,0.0012808526885876943,0.0044855014851566365,0.00002664459488821347,2.914325108127588e-10,5.606623225038429e-7,4.468735765542769e-8
7.3753577927696215e-9,0.0012803558096587692,0.004486020381586522,3.981000664040432e-6,1.0415680501863302e-11,9.192967161163536e-9,2.2428908976932465e-7
7.375480824324355e-9,0.001284518272608501,0.004484946350101648,2.6748244768399445e-7,1.2493416971834148e-8,5.574387692164772e-7,1.030193844049924e-6
7.3755172655699215e-9,0.0012793114044145149,0.0044864199972104715,0.000013303395531686825,2.1754904345676526e-8,8.615334702968042e-6,7.734971043120603e-8
7.37569273600627e-9,0.0012841902220673963,0.004484919868192535,6.463908451668104e-6,9.292232810337963e-10,0.000040149229935408554,1.1338101308787805e-6
7.376228943405218e-9,0.001280649023394938,0.004486241925754701,7.051697890822038e-6,8.0372760876602e-9,0.00004865463221320731,0.000013915655059466497
7.376380484897368e-9,0.001281591276431872,0.004486608214591451,1.044302824088261e-7,2.0753494202467635e-8,5.360591324673514e-7,1.3214707377407623e-6
7.377757507908643e-9,0.0012831169500758248,0.004485833702049521,7.5229803241787875e-6,1.7015474655558134e-9,1.0804735334516908e-8,0.00009144123939690424
7.378281029010482e-9,0.0012821186283875142,0.0044881571278476,1.8321860623604105e-7,3.3315232727282134e-8,2.7619333923601434e-6,0.000014919121185441626
7.382462943862032e-9,0.0012789743061215775,0.004486509279013528,0.000012954505522503014,2.607410706211918e-8,0.00018329525892154128,1.1649340685344377e-7
7.388439241939456e-9,0.0012701388046857285,0.004500014532592865,9.277961819768065e-7,2.6002539829662323e-8,0.000016972105771701154,0.00006687493939015351
7.390370992225713e-9,0.0012816472144368868,0.004481300626029159,3.385421938664906e-7,5.367416295357118e-7,2.644271232505419e-6,0.00030858712529114517
7.4099637261880856e-9,0.0012753182811386311,0.004488127738069538,0.000040237757279525994,1.7641595732752295e-9,0.0004020795766884602,2.6846390778836876e-7
7.415670846379903e-9,0.001282599185669172,0.004481300658245452,2.1722797664817757e-7,5.527635721973358e-7,0.0004546756907810428,0.00009495163898578291
7.439087799754879e-9,0.001281752085450561,0.004483260865125234,5.1553733988365036e-6,2.8590151891067587e-7,0.00024087680321430047,0.000511411113381533
7.456195884028418e-9,0.0012806545759161357,0.004484600195731755,0.000010417874846931977,1.2127257117001506e-7,0.0006296765049105319,7.629828284336181e-6
7.522871305859919e-9,0.0012812219175169452,0.0044851661653352165,0.000016490703091421858,1.0266481779909523e-6,0.000544932177469682,0.0006457422890878533
7.524582369344866e-9,0.001280651188563617,0.0044869146230196565,9.894995201362185e-6,4.6127965547249895e-8,0.0006218917435936465,0.0005720789200160374
7.633872320831887e-9,0.0012812860904101544,0.004486060520299808,3.6850220656521646e-7,4.637148002651867e-8,6.451787617611087e-7,0.0011155315356547295
7.643229159867848e-9,0.0012817058265079753,0.00448207499566937,7.430603327633632e-7,4.4133325848421746e-7,6.161930435843141e-6,0.0011444553612187714
7.75966254221579e-9,0.001280615199336475,0.004482373943663706,0.000010161374495944588,3.7401221570867344e-7,0.00009053263819969419,0.001364833936904323
7.851797399116743e-9,0.0012806496150135703,0.004486917536077287,9.65440057833499e-6,1.7759899274361914e-7,0.001513639350086271,4.823207652905223e-6
8.28889225930791e-9,0.0012806623386173435,0.004485266919216986,7.1968076341814495e-6,7.72672652473085e-8,0.002099171787204478,2.0606437969817795e-7
1.1630503005524286e-8,0.0012814971896383943,0.004484221269357039,2.4943682388151934e-6,1.7615165574651604e-7,0.000052885282755149053,0.004529380493019737
1.1781252415888011e-8,0.001279830843320601,0.004486193356885506,1.634165406589601e-6,2.2359441654351954e-8,0.001294787457369132,0.004422703697699549
1.3267479257446925e-8,0.001280676083946139,0.0044813007252336575,8.833115688502011e-6,5.537384120281031e-7,0.0008364812084807943,0.005265222071119452
3.196618860750366e-8,0.001281389416825368,0.0044847595336260405,3.2795582226341945e-6,2.4407742762088636e-7,1.659593855841013e-6,0.010886583442469159
4.0676100888242965e-8,0.0012815699334716496,0.004481344721073615,9.782630589475546e-7,5.182146271948585e-7,0.00001762447409829658,0.012669199016736177
5.5574772059220196e-8,0.0012816303880426863,0.004484513587842305,5.161287050000619e-6,2.762737566079103e-7,5.468465375077675e-7,0.01524097429657001
9.310053069585249e-8,0.00128514554053672,0.004487616673006192,1.0466740550341229e-9,1.1500563619972398e-8,2.78436839828023e-8,0.020324562779413025
1.689191002211741e-7,0.0012794167248977523,0.004488219447227013,0.000021616982682674587,1.6203759724662214e-9,1.4713345491512533e-6,0.027899785774444488
2.2162073999821732e-7,0.0012806502785452998,0.004481325222684941,7.3336076166331276e-6,4.392708062139633e-7,0.032137282917698795,0.0004403943331090695
2.518086724822575e-7,0.001281507138921274,0.004486267569652979,1.9100752742492234e-6,2.1949350052496016e-9,4.328687507450332e-7,0.03432997799036663
2.9851071880507364e-7,0.0012803629483508047,0.004485801957771556,1.890733955385889e-6,8.180528577282145e-9,2.3177991542386047e-6,0.0374669505998533
9.00073004171835e-7,0.0012808156031982746,0.004486153598611018,4.569506200392587e-6,3.915468220434095e-8,5.696578327324744e-6,0.06557360175454807
1.5459228830395558e-6,0.0012782512553519293,0.0044862115006603686,0.00002759561422234488,4.348251547757338e-8,0.0005393878359335101,0.08607545917888904
1.76577882395252e-6,0.0012808900685074105,0.004486158079676679,4.943007240348008e-6,3.748264091584423e-8,0.0007420966881567492,0.09201625943156065
2.064571885732663e-6,0.0012805640436964211,0.0044859238807007425,1.0718572712144433e-8,3.549298038439481e-10,0.0021001100005041177,0.0996040120350193
4.5352432269869205e-6,0.001283916854651995,0.004481419670517742,3.753232105169309e-6,5.473812471683652e-7,0.0018183841731956984,0.1476089792080039
5.33817062248959e-6,0.001280955146946603,0.004484933636921221,4.580996689327263e-6,1.346377038837948e-7,5.395860421344468e-6,0.1601649056096941
