ssd,Km_fdp,kcat_f,Kic_dhap,Kincc_g3p,Kincu_g3p,Keq
0,0.00017,10.5,0.00013,0.00003,0.00023,0.00016
3.104073206311306e-8,0.008493927971553194,7.883574851131839e-8,0.005673973775609904,0.02330041100801423,0.04108685375765018,8.425716247211118e-8
3.119824323928052e-8,0.008372067078451152,2.242310802644386e-6,0.0058946247584882455,0.015802261085017085,0.04287339905335028,5.570503707288432e-8
3.122468789406631e-8,0.00829077847406738,5.108913757653898e-7,0.006040893486683237,0.01051937660112022,0.043218824340856644,2.626679662621686e-8
3.1224691290696964e-8,0.008295746299471005,2.3392949291941733e-6,0.006031888725186819,0.01051119410103257,0.04320721500845413,1.843812849253688e-8
3.1224691646684185e-8,0.008295176319082545,1.959097045436292e-6,0.006032690597673332,0.010508718667719828,0.04319366812977926,1.057474894867842e-8
3.122469390807519e-8,0.008297338885301755,2.9614382480672027e-6,0.006028754715354152,0.01050984156602782,0.04321190002620756,5.739173378075182e-9
3.122471371106333e-8,0.008290454533607165,2.4400053786978655e-6,0.006041137054348439,0.010518228040785832,0.04319369314127453,7.412602161856878e-8
3.122471559800867e-8,0.008294431267435278,1.7083047103889319e-6,0.006032030251746754,0.010172988450424924,0.04311299440732855,1.8053983804364006e-7
3.122471701701914e-8,0.008282525097068873,9.004775761024489e-10,0.00605815600342815,0.010526928163769165,0.043208972728164596,4.12764237394704e-9
3.1224733075694055e-8,0.008297296687850264,2.8583692872936287e-6,0.006028817412263782,0.010504622039897701,0.043199219912629504,1.0574460957476354e-8
3.1235713314922264e-8,0.008263205502699421,2.3998495973522777e-6,0.006092855746632154,0.008118928553060588,0.04457163794208562,7.734952408395764e-8
3.123879401519407e-8,0.008287200938265439,2.534505363255015e-6,0.006049166208612971,0.010032775149035623,0.04332460044354653,8.195462198961298e-8
3.1249218572992246e-8,0.008286589625953649,2.2320001508411396e-6,0.006051680392615353,0.011052458881774469,0.0480490274193989,5.969295289185229e-9
3.125610555109307e-8,0.008225075686825711,4.537569219835512e-7,0.006168556419909453,0.008554323478649655,0.04315852670161455,6.065180096440774e-7
3.127151724215994e-8,0.008080826681325313,0.00004336181059930563,0.0064067225421208535,0.009999297954088243,0.04273654951185986,2.3129295957061576e-6
3.1310901221218066e-8,0.008292495045718976,1.3433017322822272e-6,0.006048377800937488,0.010704044954105974,0.03450160831775055,2.856894747355932e-8
