Priority	3pg[c]	3php[c]	nad[c]	nadh[c]	ser__L[c]	param_PGCD_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	3.200000000000002e-6	0	1	0.0000125	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.2500000000000001
1	0	0.00001011928851253882	0	1	0.0000125	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.379873463323979
1	0	0.00003200000000000002	0	1	0.0000125	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.45454545454545464
1	0	3.200000000000002e-7	0	1	0.000025	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.030303030303030325
1	0	1.011928851253882e-6	0	1	0.000025	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.08008435778401408
1	0	3.200000000000002e-6	0	1	0.000025	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.1666666666666667
1	0	0.00001011928851253882	0	1	0.000025	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.25324897554931936
1	0	0.00003200000000000002	0	1	0.000025	1	8.8	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/relRateRev_3php.txt"	0.30303030303030304
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
3	0	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_PGCD_attempt_3_typeII/input/customRatio_1.txt"	2.515370211e-6
