"Priority"	"Fitting Equation"	"Log10 residual"	"Log10 residual^2"	"Euclidean residual"	"Relative error"	"True value"	"Predicted Value"
""	""
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"haldaneRatio_1"	1.7025958420902043e-10	2.898832601502852e-20	1.8504149323916863e-9	3.920370619473912e-8	4.72	4.719999998149585
1	"relRateFor_r5p"	0.0002255663564822985	5.088018117669937e-8	0.00004720462477250664	0.05192508724975729	0.09090909090909093	0.09086188628431842
1	"relRateFor_r5p"	0.00018347601579593587	3.366344837235051e-8	0.00005778448148341386	0.04223799113728107	0.13680688860321008	0.13674910412172667
1	"relRateFor_r5p"	0.00012482133106228588	1.5580364688160772e-8	0.00005769249157283607	0.02873704373952686	0.20076000891310175	0.20070231642152891
1	"relRateFor_r5p"	0.00004778029343111001	2.2829564403629743e-9	0.00003132565410629562	0.01100121396140619	0.2847472489508015	0.2847159232966952
1	"relRateFor_r5p"	0.00004590850714059069	2.1075910278776667e-9	0.00004089678900665028	0.010571383149680882	0.3868631798468569	0.38690407663586357
1	"relRateFor_r5p"	0.00014973230292575357	2.241976253944963e-8	0.00017241540456791604	0.0344830809135832	0.5000000000000001	0.500172415404568
1	"relRateFor_r5p"	0.00025358092508726005	6.430328556811059e-8	0.00035811001303431844	0.058406215589021926	0.6131368201531432	0.6134949301661775
1	"relRateFor_r5p"	0.00034733476682183295	1.2064144024317708e-7	0.0005722649685244718	0.08000877559506354	0.7152527510491987	0.7158250160177232
1	"relRateFor_r5p"	0.0004244596148848534	1.8016596466819806e-7	0.0007815225574454576	0.09778321482420488	0.7992399910868982	0.8000215136443437
1	"relRateFor_r5p"	0.0004831964688760265	2.3347882753426087e-7	0.000960923970392269	0.11132201563070102	0.86319311139679	0.8641540353671823
1	"relRateFor_r5p"	0.0005253555598580747	2.7599846427379114e-7	0.001100370757846414	0.12104078336310552	0.9090909090909092	0.9101912798487556
