Priority	3dhsk[c]	nadp[c]	nadph[c]	skm[c]	param_SHK3Dr_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	0	0	0	1	7.5	25	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/haldaneRatio_1.txt"	110000000000000
1	0	1	0	2.900000000000003e-7	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.09090909090909098
1	0	1	0	4.596190258137236e-7	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.13680688860321016
1	0	1	0	7.284470651377796e-7	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.20076000891310203
1	0	1	0	1.1545107946051446e-6	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.28474724895080183
1	0	1	0	1.8297762989925615e-6	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.3868631798468571
1	0	1	0	2.9000000000000027e-6	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.5000000000000002
1	0	1	0	4.596190258137236e-6	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.6131368201531433
1	0	1	0	7.284470651377796e-6	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.7152527510491989
1	0	1	0	0.000011545107946051446	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.7992399910868986
1	0	1	0	0.000018297762989925615	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.86319311139679
1	0	1	0	0.00002900000000000003	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.9090909090909092
1	0	5.600000000000003e-6	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.09090909090909095
1	0	8.875401877782245e-6	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.13680688860321014
1	0	0.00001406656401645367	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.200760008913102
1	0	0.00002229400155099584	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.28474724895080133
1	0	0.000035333611290890826	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.38686317984685703
1	0	0.00005600000000000003	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.5000000000000001
1	0	0.00008875401877782245	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.6131368201531433
1	0	0.0001406656401645367	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.7152527510491988
1	0	0.00022294001550995864	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.7992399910868984
1	0	0.0003533361129089083	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.86319311139679
1	0	0.0005600000000000004	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.9090909090909093
1	0	1	0	6.500000000000002e-6	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.09090909090909094
1	0	1	0	0.000010301805750997245	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.13680688860321008
1	0	1	0	0.000016327261804812287	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.20076000891310192
1	0	1	0	0.000025876966085977307	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.28474724895080133
1	0	1	0	0.000041012227391212555	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.386863179846857
1	0	1	0	0.00006500000000000002	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.5000000000000001
1	0	1	0	0.00010301805750997245	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.6131368201531432
1	0	1	0	0.00016327261804812288	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.7152527510491987
1	0	1	0	0.0002587696608597733	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.7992399910868984
1	0	1	0	0.0004101222739121255	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.8631931113967899
1	0	1	0	0.0006500000000000002	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.9090909090909092
1	0	0.00001	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.09090909090909091
1	0	0.00001584893192461114	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.13680688860321005
1	0	0.000025118864315095822	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.20076000891310186
1	0	0.000039810717055349695	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.2847472489508013
1	0	0.00006309573444801929	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.3868631798468568
1	0	0.0001	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.5
1	0	0.00015848931924611142	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.6131368201531432
1	0	0.0002511886431509582	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.7152527510491988
1	0	0.00039810717055349735	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.7992399910868982
1	0	0.000630957344480193	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.8631931113967899
1	0	0.001	0	1	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_nadp.txt"	0.9090909090909091
1	0	1	0	0.000012000000000000007	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.09090909090909095
1	0	1	0	0.00001901871830953338	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.13680688860321014
1	0	1	0	0.000030142637178115006	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.20076000891310197
1	0	1	0	0.00004777286046641966	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.28474724895080133
1	0	1	0	0.0000757148813376232	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.386863179846857
1	0	1	0	0.00012000000000000008	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.5000000000000002
1	0	1	0	0.00019018718309533382	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.6131368201531432
1	0	1	0	0.00030142637178115007	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.7152527510491989
1	0	1	0	0.0004777286046641971	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.7992399910868982
1	0	1	0	0.0007571488133762321	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.86319311139679
1	0	1	0	0.0012000000000000008	1	9	20	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/relRateRev_skm.txt"	0.9090909090909091
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
1	0	1	0	1	1	9	37	"/home/kevin/Desktop/MASSef/examples/fit_DHQTi_Final_typeII/input/absRateRev.txt"	0.43205536973028774
