t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1
0.	5.540282067083003e-7	0.	5.540260256661621e-7	0.	5.540219422984175e-7	0.	5.540260949750815e-7	0.	5.540210892703321e-7	0.	5.540247280607443e-7	0.	5.540155533176628e-7	0.	5.540234717815487e-7	0.	5.54026053194194e-7	0.	5.539739266068559e-7	0.	5.540236973457227e-7	0.	5.540232073731689e-7	0.	5.540227095631741e-7	0.	5.54022488377652e-7	0.	5.540129662772235e-7	0.	5.540229861880865e-7	0.	5.540224914445685e-7	0.	5.540221713325299e-7	0.	5.540220781921972e-7	0.	5.540222981500125e-7	0.	5.540218798313695e-7	0.	5.54021937029235e-7	0.	5.54021916644918e-7	0.	5.540217413222317e-7	0.	5.540216904694242e-7	0.	5.540216363220775e-7	0.	5.540216199794672e-7	0.	5.540217269611993e-7	0.	5.540214563809384e-7	0.	5.540218223608023e-7	0.	5.54021426946833e-7	0.	5.540213087452233e-7	0.	5.540221122915875e-7	0.	5.540213038819151e-7	0.	5.540209510041854e-7	0.	5.540213121179427e-7	0.	5.540214258734766e-7	0.	5.540212914643199e-7	0.	5.540217392468593e-7	0.	5.540212335204998e-7	0.	5.54021426427147e-7	0.	5.540212208140588e-7	0.	5.539503309509455e-7	0.	5.540223333630053e-7	0.	5.540214085154488e-7	0.	5.540211582338296e-7	0.	5.540213547417146e-7	0.	5.540211194732664e-7	0.	5.540210950384533e-7	0.	5.54021060781817e-7	0.	5.540213817698282e-7	0.	5.540210601681372e-7	0.	5.540213871193161e-7	0.	5.540209939515159e-7	0.	5.540211085103744e-7	0.	5.54021104006309e-7	0.	5.54021004505638e-7	0.	5.540213913116778e-7	0.	5.540212234826957e-7	0.	5.540211737182808e-7	0.	5.540210215615046e-7	0.	5.540211717234014e-7	0.	5.540212786400969e-7	0.	5.540212289438679e-7	0.	5.540211181473564e-7	0.	5.540210948892646e-7	0.	5.540211387532966e-7	0.	5.540207441550431e-7	0.	5.540210221414577e-7	0.	5.540213081004369e-7	0.	5.540210099757062e-7	0.	5.54021129899401e-7	0.	5.540214264921795e-7	0.	5.540210829076179e-7	0.	5.54021264654126e-7	0.	5.540210961859187e-7	0.	5.540210957281639e-7	0.	5.540210858815337e-7	0.	5.540211533626189e-7	0.	5.540212409158538e-7	0.	5.540200157176531e-7	0.	5.540209444107404e-7	0.	5.539997541412664e-7	0.	5.540197667306145e-7	0.	5.540208175663302e-7	0.	5.54020887551868e-7	0.	5.540198792125737e-7	0.	5.540215011883172e-7	0.	5.540191789776225e-7
1.e-6	5.540282067082994e-7	1.e-6	5.540260256661612e-7	1.e-6	5.540219422984166e-7	1.e-6	5.540260949750804e-7	1.e-6	5.540210892703313e-7	1.e-6	5.540247280607434e-7	1.e-6	5.540155533176619e-7	1.e-6	5.540234717815479e-7	1.e-6	5.54026053194193e-7	1.e-6	5.539739266068549e-7	1.e-6	5.540236973457218e-7	1.e-6	5.54023207373168e-7	1.e-6	5.540227095631732e-7	1.e-6	5.540224883776511e-7	1.e-6	5.540129662772226e-7	1.e-6	5.540229861880856e-7	1.e-6	5.540224914445675e-7	1.e-6	5.54022171332529e-7	1.e-6	5.540220781921964e-7	1.e-6	5.540222981500116e-7	1.e-6	5.540218798313685e-7	1.e-6	5.540219370292341e-7	1.e-6	5.540219166449171e-7	1.e-6	5.540217413222309e-7	1.e-6	5.540216904694232e-7	1.e-6	5.540216363220767e-7	1.e-6	5.540216199794663e-7	1.e-6	5.540217269611984e-7	1.e-6	5.540214563809375e-7	1.e-6	5.540218223608015e-7	1.e-6	5.54021426946832e-7	1.e-6	5.540213087452225e-7	1.e-6	5.540221122915865e-7	1.e-6	5.540213038819142e-7	1.e-6	5.540209510041844e-7	1.e-6	5.540213121179417e-7	1.e-6	5.540214258734756e-7	1.e-6	5.54021291464319e-7	1.e-6	5.540217392468584e-7	1.e-6	5.540212335204989e-7	1.e-6	5.540214264271459e-7	1.e-6	5.540212208140578e-7	1.e-6	5.539503309509447e-7	1.e-6	5.540223333630043e-7	1.e-6	5.54021408515448e-7	1.e-6	5.540211582338286e-7	1.e-6	5.540213547417136e-7	1.e-6	5.540211194732655e-7	1.e-6	5.540210950384523e-7	1.e-6	5.540210607818161e-7	1.e-6	5.540213817698272e-7	1.e-6	5.540210601681363e-7	1.e-6	5.540213871193152e-7	1.e-6	5.540209939515149e-7	1.e-6	5.540211085103736e-7	1.e-6	5.540211040063081e-7	1.e-6	5.54021004505637e-7	1.e-6	5.54021391311677e-7	1.e-6	5.540212234826948e-7	1.e-6	5.540211737182798e-7	1.e-6	5.540210215615037e-7	1.e-6	5.540211717234006e-7	1.e-6	5.540212786400958e-7	1.e-6	5.540212289438671e-7	1.e-6	5.540211181473553e-7	1.e-6	5.540210948892637e-7	1.e-6	5.540211387532955e-7	1.e-6	5.540207441550422e-7	1.e-6	5.540210221414568e-7	1.e-6	5.54021308100436e-7	1.e-6	5.540210099757052e-7	1.e-6	5.540211298994e-7	1.e-6	5.540214264921786e-7	1.e-6	5.540210829076169e-7	1.e-6	5.540212646541251e-7	1.e-6	5.540210961859178e-7	1.e-6	5.54021095728163e-7	1.e-6	5.540210858815328e-7	1.e-6	5.54021153362618e-7	1.e-6	5.540212409158529e-7	1.e-6	5.540200157176521e-7	1.e-6	5.540209444107395e-7	1.e-6	5.539997541412657e-7	1.e-6	5.540197667306136e-7	1.e-6	5.540208175663292e-7	1.e-6	5.540208875518671e-7	1.e-6	5.540198792125729e-7	1.e-6	5.540215011883163e-7	1.e-6	5.540191789776216e-7
1.2589254117941661e-6	5.540282067082992e-7	1.2589254117941661e-6	5.540260256661609e-7	1.2589254117941661e-6	5.540219422984165e-7	1.2589254117941661e-6	5.540260949750802e-7	1.2589254117941661e-6	5.540210892703311e-7	1.2589254117941661e-6	5.540247280607431e-7	1.2589254117941661e-6	5.540155533176617e-7	1.2589254117941661e-6	5.540234717815477e-7	1.2589254117941661e-6	5.540260531941928e-7	1.2589254117941661e-6	5.539739266068546e-7	1.2589254117941661e-6	5.540236973457216e-7	1.2589254117941661e-6	5.540232073731677e-7	1.2589254117941661e-6	5.540227095631728e-7	1.2589254117941661e-6	5.540224883776508e-7	1.2589254117941661e-6	5.540129662772223e-7	1.2589254117941661e-6	5.540229861880854e-7	1.2589254117941661e-6	5.540224914445672e-7	1.2589254117941661e-6	5.540221713325286e-7	1.2589254117941661e-6	5.540220781921962e-7	1.2589254117941661e-6	5.540222981500113e-7	1.2589254117941661e-6	5.540218798313682e-7	1.2589254117941661e-6	5.540219370292338e-7	1.2589254117941661e-6	5.540219166449168e-7	1.2589254117941661e-6	5.540217413222306e-7	1.2589254117941661e-6	5.54021690469423e-7	1.2589254117941661e-6	5.540216363220764e-7	1.2589254117941661e-6	5.540216199794661e-7	1.2589254117941661e-6	5.540217269611982e-7	1.2589254117941661e-6	5.540214563809373e-7	1.2589254117941661e-6	5.540218223608012e-7	1.2589254117941661e-6	5.540214269468319e-7	1.2589254117941661e-6	5.540213087452224e-7	1.2589254117941661e-6	5.540221122915862e-7	1.2589254117941661e-6	5.54021303881914e-7	1.2589254117941661e-6	5.540209510041842e-7	1.2589254117941661e-6	5.540213121179415e-7	1.2589254117941661e-6	5.540214258734753e-7	1.2589254117941661e-6	5.540212914643187e-7	1.2589254117941661e-6	5.540217392468582e-7	1.2589254117941661e-6	5.540212335204986e-7	1.2589254117941661e-6	5.540214264271457e-7	1.2589254117941661e-6	5.540212208140576e-7	1.2589254117941661e-6	5.539503309509444e-7	1.2589254117941661e-6	5.540223333630041e-7	1.2589254117941661e-6	5.540214085154477e-7	1.2589254117941661e-6	5.540211582338284e-7	1.2589254117941661e-6	5.540213547417135e-7	1.2589254117941661e-6	5.540211194732651e-7	1.2589254117941661e-6	5.540210950384521e-7	1.2589254117941661e-6	5.540210607818158e-7	1.2589254117941661e-6	5.54021381769827e-7	1.2589254117941661e-6	5.540210601681361e-7	1.2589254117941661e-6	5.54021387119315e-7	1.2589254117941661e-6	5.540209939515147e-7	1.2589254117941661e-6	5.540211085103735e-7	1.2589254117941661e-6	5.54021104006308e-7	1.2589254117941661e-6	5.540210045056368e-7	1.2589254117941661e-6	5.540213913116768e-7	1.2589254117941661e-6	5.540212234826945e-7	1.2589254117941661e-6	5.540211737182797e-7	1.2589254117941661e-6	5.540210215615035e-7	1.2589254117941661e-6	5.540211717234003e-7	1.2589254117941661e-6	5.540212786400956e-7	1.2589254117941661e-6	5.540212289438667e-7	1.2589254117941661e-6	5.540211181473551e-7	1.2589254117941661e-6	5.540210948892634e-7	1.2589254117941661e-6	5.540211387532953e-7	1.2589254117941661e-6	5.540207441550421e-7	1.2589254117941661e-6	5.540210221414565e-7	1.2589254117941661e-6	5.540213081004358e-7	1.2589254117941661e-6	5.54021009975705e-7	1.2589254117941661e-6	5.540211298993998e-7	1.2589254117941661e-6	5.540214264921783e-7	1.2589254117941661e-6	5.540210829076166e-7	1.2589254117941661e-6	5.540212646541248e-7	1.2589254117941661e-6	5.540210961859176e-7	1.2589254117941661e-6	5.540210957281629e-7	1.2589254117941661e-6	5.540210858815325e-7	1.2589254117941661e-6	5.540211533626178e-7	1.2589254117941661e-6	5.540212409158526e-7	1.2589254117941661e-6	5.540200157176519e-7	1.2589254117941661e-6	5.540209444107393e-7	1.2589254117941661e-6	5.539997541412654e-7	1.2589254117941661e-6	5.540197667306134e-7	1.2589254117941661e-6	5.540208175663289e-7	1.2589254117941661e-6	5.540208875518668e-7	1.2589254117941661e-6	5.540198792125727e-7	1.2589254117941661e-6	5.54021501188316e-7	1.2589254117941661e-6	5.540191789776212e-7
1.584893192461114e-6	5.540282067082988e-7	1.584893192461114e-6	5.540260256661608e-7	1.584893192461114e-6	5.54021942298416e-7	1.584893192461114e-6	5.540260949750799e-7	1.584893192461114e-6	5.540210892703306e-7	1.584893192461114e-6	5.540247280607428e-7	1.584893192461114e-6	5.540155533176614e-7	1.584893192461114e-6	5.540234717815474e-7	1.584893192461114e-6	5.540260531941924e-7	1.584893192461114e-6	5.539739266068543e-7	1.584893192461114e-6	5.540236973457213e-7	1.584893192461114e-6	5.540232073731674e-7	1.584893192461114e-6	5.540227095631726e-7	1.584893192461114e-6	5.540224883776505e-7	1.584893192461114e-6	5.540129662772221e-7	1.584893192461114e-6	5.54022986188085e-7	1.584893192461114e-6	5.54022491444567e-7	1.584893192461114e-6	5.540221713325284e-7	1.584893192461114e-6	5.540220781921957e-7	1.584893192461114e-6	5.540222981500109e-7	1.584893192461114e-6	5.54021879831368e-7	1.584893192461114e-6	5.540219370292336e-7	1.584893192461114e-6	5.540219166449166e-7	1.584893192461114e-6	5.540217413222303e-7	1.584893192461114e-6	5.540216904694228e-7	1.584893192461114e-6	5.540216363220762e-7	1.584893192461114e-6	5.540216199794658e-7	1.584893192461114e-6	5.540217269611979e-7	1.584893192461114e-6	5.540214563809369e-7	1.584893192461114e-6	5.540218223608009e-7	1.584893192461114e-6	5.540214269468314e-7	1.584893192461114e-6	5.540213087452218e-7	1.584893192461114e-6	5.54022112291586e-7	1.584893192461114e-6	5.540213038819137e-7	1.584893192461114e-6	5.540209510041839e-7	1.584893192461114e-6	5.540213121179412e-7	1.584893192461114e-6	5.540214258734752e-7	1.584893192461114e-6	5.540212914643184e-7	1.584893192461114e-6	5.540217392468578e-7	1.584893192461114e-6	5.540212335204983e-7	1.584893192461114e-6	5.540214264271453e-7	1.584893192461114e-6	5.540212208140573e-7	1.584893192461114e-6	5.539503309509441e-7	1.584893192461114e-6	5.540223333630038e-7	1.584893192461114e-6	5.540214085154475e-7	1.584893192461114e-6	5.540211582338282e-7	1.584893192461114e-6	5.54021354741713e-7	1.584893192461114e-6	5.54021119473265e-7	1.584893192461114e-6	5.540210950384518e-7	1.584893192461114e-6	5.540210607818155e-7	1.584893192461114e-6	5.540213817698268e-7	1.584893192461114e-6	5.540210601681356e-7	1.584893192461114e-6	5.540213871193147e-7	1.584893192461114e-6	5.540209939515145e-7	1.584893192461114e-6	5.540211085103732e-7	1.584893192461114e-6	5.540211040063076e-7	1.584893192461114e-6	5.540210045056365e-7	1.584893192461114e-6	5.540213913116764e-7	1.584893192461114e-6	5.540212234826942e-7	1.584893192461114e-6	5.540211737182793e-7	1.584893192461114e-6	5.540210215615031e-7	1.584893192461114e-6	5.540211717234001e-7	1.584893192461114e-6	5.540212786400953e-7	1.584893192461114e-6	5.540212289438665e-7	1.584893192461114e-6	5.540211181473548e-7	1.584893192461114e-6	5.540210948892631e-7	1.584893192461114e-6	5.54021138753295e-7	1.584893192461114e-6	5.540207441550417e-7	1.584893192461114e-6	5.540210221414562e-7	1.584893192461114e-6	5.540213081004355e-7	1.584893192461114e-6	5.540210099757047e-7	1.584893192461114e-6	5.540211298993995e-7	1.584893192461114e-6	5.540214264921779e-7	1.584893192461114e-6	5.540210829076164e-7	1.584893192461114e-6	5.540212646541244e-7	1.584893192461114e-6	5.540210961859173e-7	1.584893192461114e-6	5.540210957281625e-7	1.584893192461114e-6	5.540210858815321e-7	1.584893192461114e-6	5.540211533626174e-7	1.584893192461114e-6	5.540212409158523e-7	1.584893192461114e-6	5.540200157176517e-7	1.584893192461114e-6	5.540209444107388e-7	1.584893192461114e-6	5.539997541412652e-7	1.584893192461114e-6	5.540197667306132e-7	1.584893192461114e-6	5.540208175663286e-7	1.584893192461114e-6	5.540208875518666e-7	1.584893192461114e-6	5.540198792125724e-7	1.584893192461114e-6	5.540215011883157e-7	1.584893192461114e-6	5.54019178977621e-7
1.9952623149688787e-6	5.540282067082984e-7	1.9952623149688787e-6	5.540260256661604e-7	1.9952623149688787e-6	5.540219422984157e-7	1.9952623149688787e-6	5.540260949750796e-7	1.9952623149688787e-6	5.540210892703303e-7	1.9952623149688787e-6	5.540247280607424e-7	1.9952623149688787e-6	5.54015553317661e-7	1.9952623149688787e-6	5.54023471781547e-7	1.9952623149688787e-6	5.540260531941921e-7	1.9952623149688787e-6	5.539739266068539e-7	1.9952623149688787e-6	5.540236973457208e-7	1.9952623149688787e-6	5.540232073731671e-7	1.9952623149688787e-6	5.540227095631723e-7	1.9952623149688787e-6	5.540224883776502e-7	1.9952623149688787e-6	5.540129662772216e-7	1.9952623149688787e-6	5.540229861880847e-7	1.9952623149688787e-6	5.540224914445666e-7	1.9952623149688787e-6	5.540221713325281e-7	1.9952623149688787e-6	5.540220781921954e-7	1.9952623149688787e-6	5.540222981500106e-7	1.9952623149688787e-6	5.540218798313676e-7	1.9952623149688787e-6	5.540219370292333e-7	1.9952623149688787e-6	5.540219166449161e-7	1.9952623149688787e-6	5.540217413222299e-7	1.9952623149688787e-6	5.540216904694223e-7	1.9952623149688787e-6	5.540216363220757e-7	1.9952623149688787e-6	5.540216199794654e-7	1.9952623149688787e-6	5.540217269611975e-7	1.9952623149688787e-6	5.540214563809365e-7	1.9952623149688787e-6	5.540218223608004e-7	1.9952623149688787e-6	5.540214269468311e-7	1.9952623149688787e-6	5.540213087452216e-7	1.9952623149688787e-6	5.540221122915856e-7	1.9952623149688787e-6	5.540213038819133e-7	1.9952623149688787e-6	5.540209510041835e-7	1.9952623149688787e-6	5.540213121179409e-7	1.9952623149688787e-6	5.540214258734747e-7	1.9952623149688787e-6	5.54021291464318e-7	1.9952623149688787e-6	5.540217392468575e-7	1.9952623149688787e-6	5.54021233520498e-7	1.9952623149688787e-6	5.54021426427145e-7	1.9952623149688787e-6	5.540212208140569e-7	1.9952623149688787e-6	5.539503309509436e-7	1.9952623149688787e-6	5.540223333630034e-7	1.9952623149688787e-6	5.54021408515447e-7	1.9952623149688787e-6	5.540211582338278e-7	1.9952623149688787e-6	5.540213547417126e-7	1.9952623149688787e-6	5.540211194732646e-7	1.9952623149688787e-6	5.540210950384515e-7	1.9952623149688787e-6	5.540210607818152e-7	1.9952623149688787e-6	5.540213817698263e-7	1.9952623149688787e-6	5.540210601681355e-7	1.9952623149688787e-6	5.540213871193143e-7	1.9952623149688787e-6	5.540209939515141e-7	1.9952623149688787e-6	5.540211085103727e-7	1.9952623149688787e-6	5.540211040063071e-7	1.9952623149688787e-6	5.54021004505636e-7	1.9952623149688787e-6	5.54021391311676e-7	1.9952623149688787e-6	5.540212234826938e-7	1.9952623149688787e-6	5.540211737182789e-7	1.9952623149688787e-6	5.540210215615027e-7	1.9952623149688787e-6	5.540211717233996e-7	1.9952623149688787e-6	5.540212786400949e-7	1.9952623149688787e-6	5.540212289438661e-7	1.9952623149688787e-6	5.540211181473544e-7	1.9952623149688787e-6	5.540210948892627e-7	1.9952623149688787e-6	5.540211387532947e-7	1.9952623149688787e-6	5.540207441550413e-7	1.9952623149688787e-6	5.540210221414558e-7	1.9952623149688787e-6	5.540213081004351e-7	1.9952623149688787e-6	5.540210099757043e-7	1.9952623149688787e-6	5.540211298993991e-7	1.9952623149688787e-6	5.540214264921776e-7	1.9952623149688787e-6	5.54021082907616e-7	1.9952623149688787e-6	5.540212646541241e-7	1.9952623149688787e-6	5.540210961859168e-7	1.9952623149688787e-6	5.540210957281621e-7	1.9952623149688787e-6	5.540210858815318e-7	1.9952623149688787e-6	5.540211533626171e-7	1.9952623149688787e-6	5.540212409158519e-7	1.9952623149688787e-6	5.540200157176512e-7	1.9952623149688787e-6	5.540209444107386e-7	1.9952623149688787e-6	5.539997541412647e-7	1.9952623149688787e-6	5.540197667306129e-7	1.9952623149688787e-6	5.540208175663283e-7	1.9952623149688787e-6	5.540208875518661e-7	1.9952623149688787e-6	5.540198792125719e-7	1.9952623149688787e-6	5.540215011883154e-7	1.9952623149688787e-6	5.540191789776206e-7
2.5118864315095823e-6	5.540282067082981e-7	2.5118864315095823e-6	5.540260256661598e-7	2.5118864315095823e-6	5.540219422984153e-7	2.5118864315095823e-6	5.54026094975079e-7	2.5118864315095823e-6	5.540210892703299e-7	2.5118864315095823e-6	5.540247280607419e-7	2.5118864315095823e-6	5.540155533176604e-7	2.5118864315095823e-6	5.540234717815464e-7	2.5118864315095823e-6	5.540260531941916e-7	2.5118864315095823e-6	5.539739266068535e-7	2.5118864315095823e-6	5.540236973457203e-7	2.5118864315095823e-6	5.540232073731665e-7	2.5118864315095823e-6	5.540227095631718e-7	2.5118864315095823e-6	5.540224883776497e-7	2.5118864315095823e-6	5.540129662772211e-7	2.5118864315095823e-6	5.540229861880842e-7	2.5118864315095823e-6	5.540224914445661e-7	2.5118864315095823e-6	5.540221713325276e-7	2.5118864315095823e-6	5.540220781921949e-7	2.5118864315095823e-6	5.540222981500101e-7	2.5118864315095823e-6	5.540218798313671e-7	2.5118864315095823e-6	5.540219370292328e-7	2.5118864315095823e-6	5.540219166449156e-7	2.5118864315095823e-6	5.540217413222293e-7	2.5118864315095823e-6	5.540216904694219e-7	2.5118864315095823e-6	5.540216363220752e-7	2.5118864315095823e-6	5.540216199794649e-7	2.5118864315095823e-6	5.54021726961197e-7	2.5118864315095823e-6	5.54021456380936e-7	2.5118864315095823e-6	5.540218223608e-7	2.5118864315095823e-6	5.540214269468307e-7	2.5118864315095823e-6	5.54021308745221e-7	2.5118864315095823e-6	5.540221122915851e-7	2.5118864315095823e-6	5.540213038819127e-7	2.5118864315095823e-6	5.540209510041831e-7	2.5118864315095823e-6	5.540213121179405e-7	2.5118864315095823e-6	5.540214258734743e-7	2.5118864315095823e-6	5.540212914643177e-7	2.5118864315095823e-6	5.54021739246857e-7	2.5118864315095823e-6	5.540212335204975e-7	2.5118864315095823e-6	5.540214264271445e-7	2.5118864315095823e-6	5.540212208140564e-7	2.5118864315095823e-6	5.539503309509433e-7	2.5118864315095823e-6	5.540223333630029e-7	2.5118864315095823e-6	5.540214085154465e-7	2.5118864315095823e-6	5.540211582338274e-7	2.5118864315095823e-6	5.540213547417122e-7	2.5118864315095823e-6	5.540211194732641e-7	2.5118864315095823e-6	5.540210950384509e-7	2.5118864315095823e-6	5.540210607818148e-7	2.5118864315095823e-6	5.540213817698259e-7	2.5118864315095823e-6	5.540210601681347e-7	2.5118864315095823e-6	5.540213871193139e-7	2.5118864315095823e-6	5.540209939515135e-7	2.5118864315095823e-6	5.540211085103722e-7	2.5118864315095823e-6	5.540211040063067e-7	2.5118864315095823e-6	5.540210045056355e-7	2.5118864315095823e-6	5.540213913116755e-7	2.5118864315095823e-6	5.540212234826933e-7	2.5118864315095823e-6	5.540211737182785e-7	2.5118864315095823e-6	5.540210215615023e-7	2.5118864315095823e-6	5.540211717233991e-7	2.5118864315095823e-6	5.540212786400944e-7	2.5118864315095823e-6	5.540212289438657e-7	2.5118864315095823e-6	5.540211181473539e-7	2.5118864315095823e-6	5.540210948892622e-7	2.5118864315095823e-6	5.540211387532942e-7	2.5118864315095823e-6	5.540207441550407e-7	2.5118864315095823e-6	5.540210221414553e-7	2.5118864315095823e-6	5.540213081004347e-7	2.5118864315095823e-6	5.540210099757038e-7	2.5118864315095823e-6	5.540211298993986e-7	2.5118864315095823e-6	5.540214264921771e-7	2.5118864315095823e-6	5.540210829076154e-7	2.5118864315095823e-6	5.540212646541236e-7	2.5118864315095823e-6	5.540210961859163e-7	2.5118864315095823e-6	5.540210957281617e-7	2.5118864315095823e-6	5.540210858815314e-7	2.5118864315095823e-6	5.540211533626165e-7	2.5118864315095823e-6	5.540212409158515e-7	2.5118864315095823e-6	5.540200157176508e-7	2.5118864315095823e-6	5.54020944410738e-7	2.5118864315095823e-6	5.539997541412641e-7	2.5118864315095823e-6	5.540197667306122e-7	2.5118864315095823e-6	5.540208175663277e-7	2.5118864315095823e-6	5.540208875518658e-7	2.5118864315095823e-6	5.540198792125714e-7	2.5118864315095823e-6	5.54021501188315e-7	2.5118864315095823e-6	5.5401917897762e-7
3.162277660168379e-6	5.540282067082974e-7	3.162277660168379e-6	5.540260256661591e-7	3.162277660168379e-6	5.540219422984146e-7	3.162277660168379e-6	5.540260949750784e-7	3.162277660168379e-6	5.540210892703293e-7	3.162277660168379e-6	5.540247280607414e-7	3.162277660168379e-6	5.540155533176599e-7	3.162277660168379e-6	5.540234717815459e-7	3.162277660168379e-6	5.540260531941911e-7	3.162277660168379e-6	5.539739266068528e-7	3.162277660168379e-6	5.540236973457197e-7	3.162277660168379e-6	5.54023207373166e-7	3.162277660168379e-6	5.540227095631712e-7	3.162277660168379e-6	5.540224883776491e-7	3.162277660168379e-6	5.540129662772205e-7	3.162277660168379e-6	5.540229861880836e-7	3.162277660168379e-6	5.540224914445654e-7	3.162277660168379e-6	5.540221713325269e-7	3.162277660168379e-6	5.540220781921945e-7	3.162277660168379e-6	5.540222981500095e-7	3.162277660168379e-6	5.540218798313665e-7	3.162277660168379e-6	5.540219370292321e-7	3.162277660168379e-6	5.540219166449151e-7	3.162277660168379e-6	5.540217413222288e-7	3.162277660168379e-6	5.540216904694213e-7	3.162277660168379e-6	5.540216363220747e-7	3.162277660168379e-6	5.540216199794643e-7	3.162277660168379e-6	5.540217269611964e-7	3.162277660168379e-6	5.540214563809355e-7	3.162277660168379e-6	5.540218223607994e-7	3.162277660168379e-6	5.540214269468301e-7	3.162277660168379e-6	5.540213087452204e-7	3.162277660168379e-6	5.540221122915844e-7	3.162277660168379e-6	5.540213038819121e-7	3.162277660168379e-6	5.540209510041825e-7	3.162277660168379e-6	5.540213121179398e-7	3.162277660168379e-6	5.540214258734736e-7	3.162277660168379e-6	5.540212914643169e-7	3.162277660168379e-6	5.540217392468563e-7	3.162277660168379e-6	5.540212335204968e-7	3.162277660168379e-6	5.540214264271439e-7	3.162277660168379e-6	5.540212208140557e-7	3.162277660168379e-6	5.539503309509426e-7	3.162277660168379e-6	5.540223333630023e-7	3.162277660168379e-6	5.540214085154459e-7	3.162277660168379e-6	5.540211582338267e-7	3.162277660168379e-6	5.540213547417116e-7	3.162277660168379e-6	5.540211194732634e-7	3.162277660168379e-6	5.540210950384503e-7	3.162277660168379e-6	5.540210607818141e-7	3.162277660168379e-6	5.540213817698252e-7	3.162277660168379e-6	5.540210601681342e-7	3.162277660168379e-6	5.540213871193131e-7	3.162277660168379e-6	5.540209939515129e-7	3.162277660168379e-6	5.540211085103716e-7	3.162277660168379e-6	5.540211040063061e-7	3.162277660168379e-6	5.540210045056349e-7	3.162277660168379e-6	5.54021391311675e-7	3.162277660168379e-6	5.540212234826927e-7	3.162277660168379e-6	5.54021173718278e-7	3.162277660168379e-6	5.540210215615017e-7	3.162277660168379e-6	5.540211717233986e-7	3.162277660168379e-6	5.540212786400939e-7	3.162277660168379e-6	5.540212289438651e-7	3.162277660168379e-6	5.540211181473533e-7	3.162277660168379e-6	5.540210948892616e-7	3.162277660168379e-6	5.540211387532935e-7	3.162277660168379e-6	5.540207441550401e-7	3.162277660168379e-6	5.540210221414546e-7	3.162277660168379e-6	5.540213081004341e-7	3.162277660168379e-6	5.540210099757032e-7	3.162277660168379e-6	5.54021129899398e-7	3.162277660168379e-6	5.540214264921766e-7	3.162277660168379e-6	5.540210829076149e-7	3.162277660168379e-6	5.54021264654123e-7	3.162277660168379e-6	5.540210961859157e-7	3.162277660168379e-6	5.540210957281611e-7	3.162277660168379e-6	5.540210858815307e-7	3.162277660168379e-6	5.54021153362616e-7	3.162277660168379e-6	5.540212409158508e-7	3.162277660168379e-6	5.540200157176501e-7	3.162277660168379e-6	5.540209444107374e-7	3.162277660168379e-6	5.539997541412637e-7	3.162277660168379e-6	5.540197667306117e-7	3.162277660168379e-6	5.540208175663271e-7	3.162277660168379e-6	5.54020887551865e-7	3.162277660168379e-6	5.540198792125708e-7	3.162277660168379e-6	5.540215011883143e-7	3.162277660168379e-6	5.540191789776195e-7
