Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	haldaneRatio_1	0.0004910502607884393	2.411303586203942e-7	0.005989243942878808	0.11300460269582657	5.3	5.294010756057121
1	relRateRev_3pg	0.4107897152238027	0.16874819013365291	0.05560560424010213	61.166164664112344	0.09090909090909091	0.03530348666898878
1	relRateRev_3pg	0.3971666823527109	0.15774137357105916	0.08198660429973653	59.92871056188377	0.13680688860321008	0.054820284303473556
1	relRateRev_3pg	0.377442556904627	0.1424628837627026	0.1165750218705514	58.06685430115238	0.2007600089131019	0.0841849870425505
1	relRateRev_3pg	0.3500994058333955	0.12256959396489656	0.15758443461187288	55.341863773054534	0.2847472489508013	0.1271628143389284
1	relRateRev_3pg	0.31435383299576297	0.09881833231912804	0.1992758229632086	51.510671819968415	0.38686317984685686	0.18758735688364828
1	relRateRev_3pg	0.2709792929241009	0.07342977719364567	0.23208889759892587	46.41777951978517	0.5	0.26791110240107413
1	relRateRev_3pg	0.22278718858269628	0.049634131396581876	0.2460488025319424	40.12951015900281	0.6131368201531432	0.3670880176212008
1	relRateRev_3pg	0.17416096349151672	0.03033204120429342	0.23629349187278093	33.036362534245946	0.7152527510491988	0.4789592591764179
1	relRateRev_3pg	0.1296361043477503	0.016805519550460803	0.20625854897031892	25.806835402445877	0.7992399910868982	0.5929814421165793
1	relRateRev_3pg	0.09237990622740935	0.008534047074584945	0.1653977797480054	19.161156126508505	0.8631931113967899	0.6977953316487845
1	relRateRev_3pg	0.06352377646010743	0.004035270175753699	0.12370421655530128	13.607463821083144	0.9090909090909091	0.7853866925356078
1	relRateFor_2pg	0.39234350747426483	0.1539334278572085	0.13345369413080088	146.79906354388103	0.09090909090909087	0.22436278503989177
