ssd,S05_fdp,n_fdp,kcat_f,Keq
0,0.00007,2.05,5.7,41.5
0.005159114093696588,0.5496885948465748,2.448802532106797,0.1897953963225356,1.428265552281252
0.005160711132268021,0.003472972388596533,2.4453108988134504,0.0005378390194964386,3.4953024421255065e-6
0.005160726615249568,0.0005045708126219083,2.4453120758442703,0.00006914398522745183,7.121225787367545e-6
0.005160740170980197,0.0005102586891813182,2.4453161718275735,0.00006956129316224853,6.09657606112278e-6
0.0051607423828169815,0.0005166935497699544,2.445312909366367,0.00007018690352498325,0.00001370312357935236
0.005160772585644541,0.000525660895059207,2.445316093607368,0.00006844864210713715,7.3238535707283325e-6
0.005160773787462001,0.0005204736854060441,2.44531303129015,0.000056550794067016086,1.8280446115349183e-6
0.00516078016332379,0.000527904486385385,2.4453303146038894,0.0000570373646481134,4.1492794699446545e-6
0.005160783623154583,0.0005365212813489532,2.4453214013511846,0.0000534922847381736,1.1970925241706917e-6
0.005160876933525925,0.0005346403631033616,2.4453682251034636,0.00006431893852608613,1.4013748448150982e-6
0.0051610531364875405,0.0005618491651666817,2.4454632406713976,0.00005126245015998265,7.987455216651318e-7
0.005161177970090016,0.0005765211332729676,2.445426396027065,0.00005798373700091668,1.1162719348599733e-6
0.005161301066352652,0.0005338506516151945,2.4455969098536574,0.000060063807915648665,2.1833324674307405e-6
0.005161516911146395,0.0006376768803324537,2.445499936693326,0.000059292754238601656,1.3967696546902757e-6
0.0051615255423669345,0.0005802375910436833,2.4454177826298173,0.00005493429701773852,2.3645459994287492e-7
0.005161540058472838,0.0006009655002950403,2.4456046175921586,0.00006449328908736493,1.1151631457619535e-6
0.005161585948499595,0.000530571032084446,2.445520379625822,0.00009652166922255116,2.4916088469548284e-7
0.0051615951691298565,0.000594891808146704,2.445751407286943,0.0000542042158993707,3.606060371325784e-7
0.005161601315021849,0.0006689559279973042,2.4457548927494956,0.00004592108398021697,9.269537469597446e-7
0.005161618745191978,0.0006931494415945078,2.4453547204748722,0.000047894719878203413,1.4077789408102365e-6
0.005161623060832221,0.0006439474654539456,2.445331779004718,0.00005403126242716401,7.773318353122386e-7
0.005161623510584034,0.0007567719802865306,2.4453787834886,0.00004738977995986571,4.773465991958626e-7
0.005161634009054754,0.0006087038958584853,2.445683774557997,0.00005164340677516408,4.639494443244437e-7
0.005161691528360038,0.0008470549373525349,2.445823254699732,0.000035429690869224475,2.5468753745876e-7
0.005161697116630169,0.0008103883929083827,2.4453677123725437,0.000043443443026216804,1.2093391134555302e-6
0.005161749971559105,0.0005423417614680372,2.44531168655555,0.00007331847888268652,3.725711145219625e-8
0.0051617697089544915,0.0006582849026701391,2.4458340892909614,0.000059538975106857155,1.638037745069377e-6
