ssd,Km_3pg,Km_2pg,kcat_f,kcat_r,Keq
0,0.0002,0.00019,626.7176791692085,417.8117861128057,0.189
0.891893083338483,0.00033195558273424827,0.00007637783310811814,512.7885091649504,510.64256833356785,0.23099235489627473
0.8918930838084496,0.0003319583555264743,0.00007637696080675104,512.7955502564196,510.6412267656223,0.23099156505648852
0.8918930841977089,0.00033195895070501247,0.00007638053643822194,512.7830424806884,510.64698419267677,0.2309937266974971
0.8918930846009537,0.0003319488432895928,0.00007637810731942253,512.7845685616237,510.64858671837146,0.23099337799545447
0.891893084648929,0.0003319475297991702,0.00007637763557758812,512.7848431191995,510.6460041463895,0.23099415741651858
0.8918930846664815,0.00033196552669953336,0.00007638137468183005,512.785556486465,510.6437422555308,0.23099428354745466
0.8918930846815498,0.00033195990529242213,0.00007638125129449666,512.7813686023457,510.64686238657293,0.23099452535268247
0.8918930848474371,0.00033195991415127394,0.00007638110500291931,512.7838693112158,510.65140466817047,0.2309931485151186
0.8918930850850006,0.0003319693871143311,0.00007637850816297012,512.7900732849587,510.63363744317286,0.2309895323989321
0.8918930854386705,0.0003319543239206424,0.00007637568498602392,512.802236180641,510.64524145686204,0.23099170813696313
0.8918930868445291,0.0003319706584462764,0.00007637679696450039,512.7953083835874,510.6297316680407,0.23098759690504175
0.8918930877289347,0.00033196817093678873,0.00007638428016763934,512.7790463752908,510.6485878469186,0.23099610576792923
0.8918930877690288,0.0003319755307871236,0.00007638143908906563,512.7812268750041,510.6298575000302,0.23099184553706356
0.8918930888531387,0.00033195933250855286,0.00007638411946729972,512.7750855605697,510.6529977688865,0.23099799287238348
0.8918930894428864,0.00033194070328981947,0.0000763745313631971,512.7987552929502,510.6572313920126,0.23099070853812956
0.8918930900039255,0.0003319539225865479,0.00007637170387226306,512.8100005793419,510.6383938852369,0.23098654077066463
0.8918930904423964,0.0003319646936057082,0.00007637268959505435,512.8039392615444,510.62732210575257,0.2309843031726757
0.8918930906334079,0.0003319633993031333,0.00007637314990763703,512.7929453678319,510.6150549007708,0.23098719347774474
0.891893091058017,0.00033195313986127573,0.00007637080165988346,512.8092364348485,510.6359446036644,0.2309851203732493
0.8918930917895972,0.0003319689281233785,0.00007637313246886115,512.803549032587,510.6236326749094,0.23098418849815175
0.8918930920596667,0.00033198455250648014,0.00007638302220607724,512.7807401592366,510.6293154711389,0.23099038004657416
0.8918930924784183,0.0003319529722042151,0.00007637062804875108,512.813803121538,510.63819624726574,0.2309857503869819
0.8918930932682761,0.0003319626141149183,0.0000763711759818878,512.8113425585728,510.6283997026502,0.23098401958455822
0.8918930936399836,0.0003319794146304632,0.00007637601572622275,512.7978667608838,510.6199447820626,0.23098471909368082
0.8918930949866358,0.0003319806722536229,0.00007638811678358911,512.7764981617423,510.6508403490118,0.23099684032264453
0.8918930954887018,0.00033197852702841003,0.00007637463200183552,512.802368881312,510.61867150639995,0.23098375561709333
0.8918930959335694,0.00033198645925994457,0.00007638490682811988,512.7739266728772,510.6252226707777,0.23099353477833837
0.8918930969446527,0.00033198494427939335,0.00007638657234249186,512.7685750520354,510.6300527981691,0.2309950303988907
0.8918930970328364,0.00033198952610393546,0.00007638510312190841,512.7741516180199,510.6272761781563,0.23099116623895144
0.891893098734353,0.0003319622876796852,0.00007636905537265313,512.8145440240514,510.62308267159773,0.2309816796714371
0.8918930992332122,0.0003319607052275296,0.00007636856457357483,512.8143904338364,510.62243978641146,0.230981518189686
0.8918930998784471,0.0003319799574625882,0.00007637431475812508,512.7973896455621,510.60625632305573,0.23098517387334458
0.8918931009521998,0.0003319608869693218,0.00007636820944291505,512.8184227926034,510.62340930944833,0.2309816951696914
0.8918931027083048,0.00033196330960660647,0.00007636803892882578,512.8171749203199,510.6199849799227,0.23098048009693478
0.8918931042337608,0.0003319700665762197,0.00007636918282914879,512.818421737234,510.6210273643837,0.23097932718250264
0.891893107993914,0.00033196331643446495,0.00007636704327572599,512.8236741338347,510.625913173646,0.23097770939223522
0.8918931093398424,0.00033196293782189717,0.0000763664198803355,512.8256974088881,510.6195670615274,0.23097986919102015
0.891893112377099,0.00033200333899984516,0.00007638926183301962,512.7666971855552,510.6236765545448,0.2309923995475679
0.89189311266016,0.00033197315031463704,0.00007636761189170473,512.8211169017411,510.61191384653006,0.2309777656083457
0.8918931128123622,0.000331967904466389,0.00007636664748967064,512.8286757932252,510.61665641926436,0.23097975887987165
0.8918931133022572,0.00033193505332795555,0.00007636273004224482,512.8266653148827,510.63466878977823,0.230981721741169
0.891893113712034,0.00033198871010457586,0.0000763945713746556,512.7660591125242,510.6611582289999,0.23100139502570133
0.8918931148229938,0.00033200456890344416,0.00007638994256703991,512.7645744454275,510.623486888013,0.2309927317066514
0.8918931158947554,0.00033196744110769254,0.00007636562130998574,512.8247768977286,510.61400200857867,0.23097642200980492
0.8918931162093986,0.00033196605239964045,0.0000763652819637919,512.8265131595084,510.61379362109915,0.2309772383740916
0.8918931162402197,0.000332004133993429,0.00007639209152972143,512.7628313073599,510.63130712665566,0.23099521008059257
0.8918931165157484,0.00033195894835343943,0.00007636389398808727,512.8120330781385,510.60814002751016,0.23097402000717454
0.8918931171184005,0.0003319663639819811,0.00007636517057889704,512.826214319221,510.6148931287968,0.23097605262395618
0.8918931175016054,0.0003319759913341399,0.00007636717745694238,512.8211825834777,510.60748979448954,0.23097650501985473
0.8918931176443143,0.00033197382839208605,0.00007636663779274007,512.8245461900142,510.60982084197417,0.2309768385601502
0.8918931179002012,0.00033197108954869357,0.00007636592778412156,512.8243270116687,510.6102060494212,0.23097632418264855
