ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
1.275713359082527e-6,0.06594875911546742,1.8613052733491026e-10,2.3605749559460175e-8
1.2757133694910382e-6,0.06593072243359882,4.563408459285063e-11,5.184853141004096e-9
1.275713399514979e-6,0.06601711986518664,5.3172458448896756e-12,1.4395215857122218e-8
1.2757134093484018e-6,0.0659464247556222,3.0483299280386507e-10,2.1303059138469073e-8
1.2757134823000474e-6,0.06602468078789778,2.6197195287948853e-10,1.2092829411633048e-8
1.275713607699596e-6,0.06592194533288998,5.158401538637275e-10,1.9000349719009102e-8
1.2757136137008233e-6,0.0658828496236822,2.094860249067674e-10,1.7097100206175287e-7
1.2757136241804407e-6,0.065875136791131,3.0961178337332286e-12,1.6697792287300094e-8
1.275713640822606e-6,0.06597865632675007,6.311772738612331e-10,1.4394797890807065e-8
1.275713650121264e-6,0.06587235317447364,9.579119349932893e-11,2.7051368869237155e-8
1.275713678747113e-6,0.06602560533367938,5.555108462811702e-10,1.2093019396321752e-8
1.2757136815754717e-6,0.06593479812206914,6.34959922171142e-10,3.5118479722598594e-8
1.2757136820944935e-6,0.06586800011188788,1.0769105508637317e-10,1.6697773288831226e-8
1.2757136940651367e-6,0.06586698510067701,9.480851262166579e-11,2.676793641169747e-7
1.2757137136124374e-6,0.06586722349772436,2.0978217530825495e-10,4.0253195904253205e-9
1.2757137274739796e-6,0.06586998119563406,2.9212544830367306e-10,1.2092810413164174e-8
1.2757137365542456e-6,0.06605918913261984,4.0561835898282456e-10,8.63066243546978e-9
1.2757137434303354e-6,0.06587335470484101,3.6480344910508915e-10,7.656483646733153e-8
1.2757137581000651e-6,0.06586292331881534,2.4591252428973316e-10,1.323562531113683e-8
1.2757137824584311e-6,0.06605892316511124,4.678503274408624e-10,2.0204780451222858e-7
1.275713785103912e-6,0.06586273208750984,3.0380992778054456e-10,1.784119613780774e-8
1.2757137914704583e-6,0.06585324437284472,9.133547609513025e-11,4.5472037306066786e-8
1.2757138011999761e-6,0.06590124398921587,6.353906863914875e-10,2.8210712435127222e-8
1.2757138065880546e-6,0.06589747981828216,6.22588912218095e-10,3.281605528017168e-8
1.275713812871184e-6,0.06606385942082452,4.708387542195093e-10,1.7223061954634194e-9
1.2757138358149416e-6,0.06605120060183502,5.901873660189824e-10,2.474856445743283e-8
1.2757138383615591e-6,0.06586763654664707,4.4077948846852546e-10,2.688227869659512e-7
1.2757138746613655e-6,0.06591712500605187,7.600565440358502e-10,2.1303135132344556e-8
1.2757138751148964e-6,0.06586635767618504,4.812847865628875e-10,2.1816602950816243e-7
1.2757138897353567e-6,0.06603025728495165,7.397029346245256e-10,1.2092430443786763e-8
1.275713902645194e-6,0.06586795019627248,5.338245600631518e-10,7.886729890669618e-8
1.2757140501315174e-6,0.06605130834146804,7.838158830642814e-10,9.789987002890981e-9
1.2757140591613638e-6,0.06586729038668267,6.88980447678844e-10,1.0933314859523141e-8
1.2757140866824188e-6,0.06586363565012679,6.899496671746214e-10,6.328086005291904e-9
1.27571413166674e-6,0.06610481472098827,4.52921654929514e-10,1.7227051633097017e-9
1.2757141899603999e-6,0.06592665425246015,1.004542161845689e-9,1.2092810413164174e-8
1.2757141900803882e-6,0.06608968742861847,6.689499114327786e-10,2.59079080233229e-8
1.2757141958434037e-6,0.06611041341172376,4.659657339768509e-10,1.0933371854929753e-8
1.275714196676206e-6,0.06586685501247935,7.998887730359225e-10,1.3527282205850593e-7
1.2757142145599244e-6,0.06587170394023391,8.400979207287972e-10,6.965744914923756e-8
1.2757142241577576e-6,0.06607057289840211,8.220865917656012e-10,2.3605426585489375e-8
1.2757142297907323e-6,0.06605745071649863,8.892185032300691e-10,1.0649859603820812e-7
1.2757142305758745e-6,0.06606226740624896,8.687437413817724e-10,6.32827598998061e-9
1.2757142884528923e-6,0.06604699708039177,9.702021766550216e-10,1.7231231296248546e-9
1.2757145396473981e-6,0.06588773658602792,1.1113043815819421e-9,6.389262974902093e-8
1.275715108374506e-6,0.06604144715801735,1.4136604801188207e-9,2.8824856939837945e-9
1.2757153609423252e-6,0.06618471923622536,7.122686383412722e-10,2.8822577123573476e-9
1.2757154797829518e-6,0.06621682564865443,5.979545833670871e-11,1.0649871002902133e-7
1.2757156520799889e-6,0.06621697173999194,4.617657828284824e-10,1.582985293648781e-7
1.2757158374223735e-6,0.06586768828176423,1.640619378713352e-9,5.797762745238229e-10
1.275716599838856e-6,0.06624939692857534,8.045194884046365e-10,3.6261921570043984e-8
1.2757165999207016e-6,0.06623472506326489,9.987672290166821e-10,1.4395272852528828e-8
1.2757166586450607e-6,0.06626807285591853,4.978422862824173e-10,5.801182469634935e-10
1.2757190412894407e-6,0.06556613028578846,2.2834542092876854e-10,6.505229628888181e-8
1.2757190798097476e-6,0.0659300586136399,2.6659862983363684e-9,1.9000349719009102e-8
1.2757193862320463e-6,0.06636382870150456,8.606803736321802e-10,5.1849671318173195e-9
1.2757894027684766e-6,0.06744168063540318,1.5150785312464125e-10,1.6697773288831226e-8
1.277372787362607e-6,0.059090432269397634,9.141759052463361e-10,3.2815846297014106e-8
0.0006544157534302479,4.447715884457361,6.353880210378742e-7,0.009145044449757368
0.007539061258322797,9.720365154492942,0.0000753052143622751,0.006651612992662099
0.015082459985371308,20.74813606774117,0.00005741472677043874,0.023578827821646678
0.04041386882340707,31.151047227138843,0.00013561633342608839,0.0006920585552328529
0.04375726627188055,29.71387060950662,1.2880602679577648e-7,0.03600703416548517
0.8461962272076426,403.20339570287865,0.00008353630713405462,0.004300077428487132
1.0235840026566434,500.9990117969006,0.000019713210821643887,0.32094189272046914
1.3897904154046898,764.1656222115396,0.00003239660116047678,0.0021007113115795797
2.2957461009269973,1993.915997626327,0.000011696152918015215,0.06396926953881761
2.3505042823845406,2101.554887191617,0.00010522740908067437,0.034214499107496
2.514173245980869,2572.262095241469,0.000050102671320437014,0.017168988774010643
2.601174309693515,2870.9698849181673,0.0000443437938412213,0.0024859011848748732
2.6870647551844473,3220.4256474263348,0.0000212801914876534,0.00011541656485200959
2.7446728414903476,3468.528851536886,0.00007130361550485354,0.024895815759854615
2.854509098943055,4099.661100744909,1.5251091453447952e-6,0.000029360837848928935
3.015537250432584,5344.9998720805925,0.000036087458191899856,0.020522527754467817
3.076614087732664,5968.033026256766,0.00006238801367184787,0.00030321373552192563
3.089495859961616,6157.914662944481,4.270048831105955e-6,0.000609182149155136
3.0956488763232404,6216.125567930145,0.00003902221962360007,0.046278999373126746
3.160955457644677,7078.6750905551,0.00007373257524477403,0.0003629287784620794
3.233888862679265,8451.45577451631,0.00003718283882216007,0.0002620620509378994
3.242216478046441,8613.70824112445,0.00004793960819928481,0.00037417456269699166
3.3196395361188484,10698.856393827602,0.00001361459187681522,0.017013480339132765
3.3229536791423437,10809.510560197767,8.829436806385951e-6,0.001517990164246691
3.332645214665104,11131.899327307128,1.8698260857779377e-6,0.03466170226113932
3.3412509814377036,11438.741437083429,6.198750572457727e-7,0.01020135621694922
3.3516596483170122,11807.806873545269,0.000024322313753280943,0.00944569795163329
3.3535671409866397,11899.874332455136,6.455701160666176e-7,7.447139613240455e-6
3.366225792778657,12393.910011817114,0.000020647621216533242,0.020518349161975
3.3748493151783467,12780.449889964164,3.0950490000114967e-6,0.00002282380054649283
3.3833627042847265,13163.660907628122,8.944595118847867e-6,0.012239976022251181
3.4103878535291727,14527.756103436679,0.000021854803900216697,0.011163981568491382
3.508178768200889,22971.46705962911,3.091421790278223e-6,0.000020029610293580514
3.5092977881980563,23118.324655994456,4.713157434791124e-6,0.007208554816876717
962.5417358236041,940.2819073145898,0.00016814254630398957,99.9628478837297
