ssd,Km_g3p,kcat_f,Keq,Km_dhap,kcat_r
0,0.00103,27025.299764582207,9.35,1,1
1.2757133215335874e-6,0.0010306794866091415,27025.29976460184,9.349999999299923,0.00558375984311666,15730.623983967667
1.2757133583802963e-6,0.0010306797261194216,27025.29976453884,9.349999998869324,0.060302564968414595,179777.38960201334
1.2757134238802006e-6,0.0010306799175839895,27025.299764519965,9.349999998654068,0.0784572832212679,238509.14740891088
1.2757134358814757e-6,0.0010306794886490755,27025.299764686028,9.34999999886934,0.0651482636472431,195230.43982818443
1.2757134882150616e-6,0.0010306801930443895,27025.299764592735,9.349999992841152,0.2062026629823993,727732.48491281
1.2757135012191065e-6,0.0010306787775655084,27025.299764626918,9.350000001883426,0.015193233732644949,43220.21485521444
1.275713530876888e-6,0.0010306789994402577,27025.29976447019,9.349999998008133,0.00589056654813616,16600.092368554946
1.2757135310543592e-6,0.001030680199720845,27025.299764520823,9.349999999515179,0.00005507163792061817,154.29044718104274
1.2757136155030112e-6,0.0010306785366074472,27025.29976455988,9.350000003821071,0.0012409664103200852,3480.8646283637145
1.2757136835732654e-6,0.001030679989965265,27025.29976474157,9.34999999585522,0.023643883179477805,67841.86347938029
1.2757137028694195e-6,0.0010306783987153818,27025.299764591182,9.35000000274459,0.0002919231052655456,818.0562277289658
1.2757137314703223e-6,0.00103067840784005,27025.299764535965,9.350000033746616,0.000163466428591565,458.02317545542354
1.2757137488903456e-6,0.0010306784505895368,27025.29976466747,9.349999983153083,0.002800758785036927,7868.313087151399
1.275713767888569e-6,0.0010306785817266624,27025.299764711937,9.35000000511281,0.000027133441288735882,76.01590509537455
1.275713768170721e-6,0.0010306783973041825,27025.299764505184,9.349999999299925,0.002711135269081986,7615.84512309053
1.275713819546825e-6,0.0010306784388741275,27025.29976452885,9.350000101994068,0.000040926838454634946,114.66050134858399
1.2757138895696036e-6,0.0010306787636248968,27025.299764773787,9.349999996501113,0.000057138561365626964,160.081759676308
1.2757138963115492e-6,0.0010306786294704618,27025.299764406056,9.349999998223463,0.01109349540437429,31426.857997283554
1.2757139419894907e-6,0.0010306803974934435,27025.299764405096,9.34999999908463,0.000027841846251601187,78.00046032125921
