ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
1.2757133427823597e-6,0.06595337202421947,4.2497582613460014e-11,4.058348998510909e-7
1.275713356014053e-6,0.06599593239454239,1.2377740643990018e-10,6.735487271905968e-8
1.275713381286622e-6,0.06593218401597936,1.4365986748522183e-10,8.577533217273174e-8
1.275713390650273e-6,0.06600918748769546,1.4046951997828802e-10,2.360555957477147e-8
1.2757134282395432e-6,0.06592419756595745,1.9719578324503507e-10,3.2754637030006836e-7
1.2757134306975148e-6,0.0659797454745055,3.6791302832070815e-10,6.505187832256666e-8
1.2757134998155617e-6,0.06603960148594361,8.827974240705441e-11,1.66983052459596e-8
1.2757135137568459e-6,0.06590701599590018,2.2878964653099984e-10,4.6800450146283133e-7
1.2757135500166422e-6,0.06604763972876646,1.1004679691638759e-10,2.1702228368521513e-7
1.2757135528314344e-6,0.06589431529087551,3.5066899812500265e-11,6.499085334070743e-7
1.2757135734244066e-6,0.06594808465870625,5.479186268975809e-10,2.8210712435127222e-8
1.275713639790217e-6,0.0659632550634807,6.263446377642323e-10,2.561670709186203e-7
1.2757136413915843e-6,0.06603653468157349,4.498389984776666e-10,4.6631380871956856e-8
1.2757136440437252e-6,0.06595276490643419,6.241369711349616e-10,2.2623304536917954e-7
1.2757136597315726e-6,0.06587836157375758,2.617969549149732e-10,1.168519636369876e-7
1.2757136645378684e-6,0.06587258205656273,1.3038694494582633e-10,3.1833663453342297e-7
1.2757136745760889e-6,0.06605929171458734,2.894735560721711e-10,1.5255020063564114e-7
1.2757136846312204e-6,0.06592272277892076,6.037025934323222e-10,6.965722116761111e-8
1.2757136940269524e-6,0.06586672839705493,1.132102216595498e-10,1.4218017137966217e-7
1.2757137522724063e-6,0.06586734902092561,3.039849257450599e-10,8.347256575786516e-8
1.275713757118776e-6,0.06586742383182288,6.536847043742851e-11,8.939827749140615e-7
1.2757137585207716e-6,0.06587911751980666,4.4594865911267133e-10,4.0866960439586513e-8
1.275713763877784e-6,0.06601050999083183,6.923996386778363e-10,3.972342359979677e-8
1.2757137640620006e-6,0.06586077164261517,1.0591415267744803e-10,5.532001713518524e-7
1.2757138142706828e-6,0.06597491320055945,7.851350984890894e-10,6.505206830725535e-8
1.2757138182581e-6,0.0658675632967904,4.1691245838500793e-10,1.6981173448973828e-7
1.275713834976098e-6,0.06586738950234003,4.421390880389909e-10,9.382631332602203e-8
1.2757139139585079e-6,0.06585776411187255,4.104375336979398e-10,5.578054951984281e-7
1.2757139415306083e-6,0.0660475805016649,7.105725042236619e-10,6.849768761703233e-8
1.27571400304406e-6,0.06585151622594965,4.206951066949168e-10,8.041819521646845e-7
1.275714025469893e-6,0.06605842441086995,7.271703880888491e-10,1.0764182890249593e-7
1.275714032048263e-6,0.06591162792059665,8.542996786183125e-10,3.8511121801929934e-7
1.2757140567170258e-6,0.06588304953485766,7.747832958189119e-10,1.0933352856460881e-8
1.2757140614127198e-6,0.06586697770231296,6.107967416861371e-10,9.21613711074665e-7
1.2757141570661072e-6,0.06586767484418356,7.707314198712871e-10,2.22771505342489e-7
1.2757141855759117e-6,0.06587193664911456,8.197173885537011e-10,5.0077000181733836e-8
1.2757142273578036e-6,0.06605859129251043,8.811955196261343e-10,1.7441667836693646e-7
1.2757142333353613e-6,0.06604722996059742,9.333179902879389e-10,9.790309976861781e-9
1.2757142754098137e-6,0.06588398484666157,9.37746784928366e-10,2.8210807427471576e-8
1.2757142820046922e-6,0.06591220373493893,1.0295399480076134e-9,1.157087307726998e-7
1.2757144708929916e-6,0.06605748905986636,8.472324531282693e-10,1.7678056475600665e-6
1.2757145361823619e-6,0.0658848724707908,1.0992833675579257e-9,1.3412991216818892e-7
1.2757145682405985e-6,0.06587973905131246,1.0519127647018073e-9,9.377319170721299e-7
1.2757146146729348e-6,0.06585519640214109,1.025528456205646e-9,9.26831754540786e-8
1.2757146414943005e-6,0.06586803290875097,9.018183566751749e-10,1.811554732722728e-6
1.2757146500293735e-6,0.06603256028661744,1.2168819997122452e-9,3.05132888653051e-8
1.2757146649613872e-6,0.06586420419060932,1.08085473575627e-9,5.232665637687268e-7
1.2757147057284043e-6,0.06606626010201136,1.1457924419733532e-9,4.025490576645156e-9
1.275714711563349e-6,0.06603196459604938,1.2493104686751296e-9,1.6697792287300094e-8
1.2757147287971154e-6,0.06606170219677235,1.058360766625104e-9,1.4719316437126289e-6
