ssd,Km_g3p,kcat_f,Keq,Km_dhap,kcat_r
0,0.00103,27025.299764582207,9.35,1,1
1.4687465599841214e-6,0.001030673166704956,27025.299764557214,9.34999996636029,0.028110553087327912,81029.39919246522
1.4752783307742032e-6,0.0010306773705588503,27025.299764345327,9.349999997146988,0.012656753885916583,35912.24005277141
1.476776086313603e-6,0.0010306783324426968,27025.299764527077,9.349999991118848,0.000027211893678618196,76.23571855541235
1.4768451498911532e-6,0.0010306783767779191,27025.299764115134,9.350000001237543,0.0021726945390613426,6100.018946457669
1.4768522049087247e-6,0.0010306783813067812,27025.299764737658,9.350000000376387,0.001326804134323736,3721.9566958135924
1.4768659606277837e-6,0.001030678390136999,27025.29976470987,9.350000024273767,0.000045515937922511955,127.51790023644782
1.4768963239010386e-6,0.0010306784096279031,27025.299764699128,9.349999972603731,0.0001721637772615426,482.396825855281
1.4769067496288654e-6,0.0010306784163203618,27025.299764529733,9.35000001114097,0.0007124378169962398,1997.3048680443935
1.476935319315671e-6,0.001030678434659511,27025.299764476495,9.349999961408589,0.0003306540416845578,926.6278168173989
1.4769368560192658e-6,0.0010306784356459515,27025.299764264342,9.350000000376413,0.00002950494813031972,82.66002647594182
1.4769391211204563e-6,0.0010306784370999209,27025.299764728225,9.3500000238432,0.000027795724456674433,77.87139205171304
1.4769430039906432e-6,0.0010306784395923555,27025.299764949716,9.350000004682265,0.000027900930948129123,78.16614255382258
1.4769448362013613e-6,0.0010306784407684462,27025.299764247018,9.350000025565484,0.00003118911799858035,87.37848412563812
1.4769449341767022e-6,0.0010306784408313445,27025.29976446797,9.349999987243606,0.000041026135951707855,114.93870550821764
1.4769513166187775e-6,0.0010306784449281294,27025.299764458716,9.349999914259733,0.0008776588214205002,2460.905419492581
1.4769607949754165e-6,0.0010306784510123756,27025.299764835767,9.350000016953844,0.0006274987784441446,1759.030431163765
1.4770073749722848e-6,0.0010306784809115425,27025.299764329662,9.350000000376353,0.0029448249280036136,8274.24050454129
1.4771096935497692e-6,0.0010306785465860442,27025.299764924013,9.34999999800817,0.01304544970168491,37029.66003402025
1.4771578660583685e-6,0.001030678577504949,27025.299764723386,9.349999996931697,0.014674467099699263,41722.50860282437
1.4772392035170344e-6,0.0010306786297085444,27025.299764566418,9.349999994563486,0.000027133751797372822,76.01677156973078
1.4773068039147835e-6,0.0010306786730937645,27025.299764539257,9.349999998008157,0.014831021296456557,42174.321154248915
1.4773319215867421e-6,0.001030678689213621,27025.29976434412,9.349999996716415,0.0000273058402959597,76.49889615543907
