ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
1.2757133542350566e-6,0.06598186983106355,1.9587656782022704e-10,2.590832598963805e-8
1.2757134031496154e-6,0.06596878632439891,3.269635046241148e-10,2.8822387138884772e-9
1.2757134391286775e-6,0.06595255245849216,3.744821826809769e-10,2.5908117006480477e-8
1.2757135315763693e-6,0.06592680151355708,4.35973775135296e-10,2.82109214182848e-8
1.2757135961643014e-6,0.06605734599065292,1.4632522109860953e-11,1.8248373222489129e-7
1.275713634266375e-6,0.06605914846701738,1.902900943376214e-10,1.0533923347384918e-7
1.275713661077134e-6,0.0660140561388349,5.814778519388719e-10,1.9000159734320396e-8
1.275713678140932e-6,0.06604213544599827,4.6241192915900064e-10,5.184834142535225e-9
1.2757136848346614e-6,0.06586729073779575,7.978561043711672e-11,1.421807983291349e-7
1.2757136903114322e-6,0.06586743676203904,1.2994271934359502e-10,8.630681433938652e-9
1.2757137030209725e-6,0.06586753589689626,1.5347321487996758e-10,2.8954627881305406e-7
1.2757137123937353e-6,0.0658677254916249,2.1662055730623966e-10,5.1849671318173195e-9
1.2757137161015985e-6,0.06586381657431171,1.2796389620638292e-10,2.13031731292823e-8
1.2757137222341258e-6,0.06586919459580011,2.6812380440129763e-10,3.395858520111128e-8
1.2757137223805485e-6,0.06586322536364597,1.3674071719592233e-10,3.165640773877969e-8
1.2757137532620802e-6,0.06590797591961971,6.177966602667514e-10,3.281548532610557e-8
1.2757137755574794e-6,0.06586614081082441,2.408510447006736e-10,6.68329201843904e-7
1.275713776526818e-6,0.06586390130403781,3.039983871269457e-10,2.8824856939837945e-9
1.2757137951025868e-6,0.06595190008587662,7.631392004876977e-10,2.5907927021791768e-8
1.275713834192474e-6,0.06600540699836116,7.645930297313638e-10,9.789835015140016e-9
1.275713863664042e-6,0.06601886367320314,7.551566010294203e-10,1.2092810413164174e-8
1.27571396583945e-6,0.06586934143384766,6.129505627878646e-10,8.231331718431944e-8
1.275713996660971e-6,0.06588591539058664,7.385856399280046e-10,9.612890875466879e-8
1.2757140233274825e-6,0.06605437068376728,7.467566987326833e-10,8.577533217273174e-8
1.2757140338573806e-6,0.06605831858452746,7.355568290037004e-10,5.6985166437051495e-8
1.2757141024286032e-6,0.0660575157005874,7.952580576672085e-10,7.080028304567909e-8
1.2757141297191829e-6,0.06585900261005617,6.972457361567231e-10,1.669758330414252e-8
1.2757141298142636e-6,0.06605955069082349,7.972907263319637e-10,3.5978342824293996e-7
1.2757142046581852e-6,0.06586783803296828,8.088271306080915e-10,2.319812411091344e-7
1.2757142084645143e-6,0.06586767774037176,8.100521163596989e-10,2.5500694841550656e-7
1.2757142386512249e-6,0.06589394822900901,9.499158741531262e-10,7.656512144436459e-8
1.2757142403841882e-6,0.06588627356064797,9.204758319688888e-10,2.1011497236099663e-7
1.275714275882622e-6,0.06589523727947681,9.785751561879873e-10,3.051290889592769e-8
1.2757144259543421e-6,0.0658915435794317,1.0583338438613324e-9,3.742115114512083e-8
1.275714494061692e-6,0.06585863731284976,9.672541340220323e-10,7.080015005639699e-8
1.275714505986618e-6,0.06586748121051762,1.0055517654871238e-9,4.2309601573887284e-7
1.2757145745949285e-6,0.0658677812382901,1.0475647383526951e-9,4.403732803251948e-7
1.2757145924162141e-6,0.06586174766185278,1.0430955595666106e-9,8.63064343700091e-9
1.2757146210806114e-6,0.06587361464138555,1.1060813654102532e-9,2.0320695809342994e-7
1.2757146379806384e-6,0.0658636633050295,1.0781893821428824e-9,5.798902653370465e-10
1.2757149724489897e-6,0.06586584881730581,1.2638218383480182e-9,1.0764175290862045e-7
1.2757155703643377e-6,0.06622056553529104,1.8388247655998222e-10,1.3757543648562157e-7
1.2757156203612437e-6,0.06622314026229476,1.0579300024047586e-10,5.025430339246863e-7
1.2757156837665317e-6,0.06617665681375724,1.0287457264763512e-9,5.184853141004096e-9
1.2757158736740906e-6,0.06623446170864142,3.157636348951319e-10,5.1849861302861894e-9
1.2757165829319932e-6,0.06570944670860217,1.0611068885298065e-9,2.2162789250882377e-7
1.2757170106264728e-6,0.06621916536332155,1.3636245236493144e-9,2.882086726137512e-9
1.2757174092522213e-6,0.06603680006011821,2.2112473568522717e-9,1.0419600060956136e-7
1.2843326164474433e-6,0.06622067790469892,1.0354202834567859e-7,6.305057163238168e-6
0.00017487226074746178,2.2437230836167505,3.662418556435286e-6,0.000992466874401603
0.0004671627322108691,3.7538153875518567,2.738490768463895e-6,0.0007418191034661623
0.0521556922874915,46.248251510420616,0.000047521413719273136,0.004005582986601688
0.08921528765722664,65.97581811845888,3.4185780215067967e-6,0.006331595061534156
0.9251501172440514,444.7001977339799,0.00010377112130406624,0.0041852979031186755
1.0072012000128712,497.28485790577656,4.332114161117628e-6,0.006252245289652044
1.7841092598272592,1152.0915407953337,0.000051281746275285626,0.041516805559011265
2.225311646573999,1839.2248774449984,0.00005482766669445852,0.013505110028905289
2.264311272860153,1918.3914526374285,0.0000657610385520511,0.005894265974118596
2.271034158062266,1939.1947232129323,0.000024364747623173936,0.028125900083133752
2.2786123248005885,1945.9198221141783,0.00007916364827337785,0.007610917624913509
2.4866531409341714,2485.003643417064,0.000058970651913117225,0.00828540531141726
2.519988875277959,2596.0686702123694,0.00002163871909244813,0.00025882692742479194
2.709600803711729,3321.699718538371,0.00001583984327077987,0.00623809617847879
2.85546482815995,4094.2965915883015,0.00004533755070351594,0.04071152309749211
2.884175406465281,4270.942650027548,0.00006423290653225141,0.00014371862739702564
