ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
1.2757133750287718e-6,0.06595137454681013,2.353857236550402e-10,1.686686156162637e-7
1.2757134354037692e-6,0.0659311413145187,2.81073653775434e-10,2.331405656765556e-7
1.27571345028212e-6,0.06593435806059667,3.3366727280324146e-10,1.525499156586081e-7
1.2757135197909061e-6,0.06591485572656836,3.5434395537982513e-10,1.669758330414252e-8
1.2757135355652767e-6,0.06604384306755676,1.5885776763428622e-10,2.1303382112439873e-8
1.275713556517955e-6,0.06604776923844226,1.5790200952039469e-10,1.0933029882490083e-8
1.275713566256603e-6,0.0660513563876452,1.0742182744865725e-10,4.202645599322755e-8
1.2757135794655367e-6,0.06588348886740943,9.748732761693933e-11,1.7840987154650164e-8
1.2757136033508478e-6,0.06593670811267888,4.07045265462719e-10,1.1035178190127835e-6
1.275713627912865e-6,0.06598612398975873,6.109852010325382e-10,3.051330786377397e-8
1.2757136954034491e-6,0.06589141962794463,4.1574131816094365e-10,5.578049822397686e-7
1.2757137166359796e-6,0.06606456100487142,1.8909203134978548e-10,7.097757485733256e-7
1.2757137287347625e-6,0.06586374334403385,1.770710173257691e-10,3.281588429395185e-8
1.2757137698802574e-6,0.0658670278744948,3.3022115904047754e-10,1.6520646763856933e-7
1.2757137902115668e-6,0.06605429759285676,5.185593530046584e-10,8.630681433938652e-9
1.2757138018953402e-6,0.06589269434833338,5.702645208280034e-10,4.657019250326535e-7
1.2757138028113536e-6,0.06602233749835294,6.919284903118334e-10,1.6697773288831226e-8
1.2757138109146116e-6,0.06605899534586035,5.077498633503637e-10,8.231339317819493e-8
1.2757138245464162e-6,0.06586807451320935,4.3538147433232096e-10,1.7840797169961454e-8
1.2757138429497945e-6,0.06586404684624272,4.1572785677905785e-10,1.7327399645824592e-7
1.275713877511926e-6,0.0658724520314593,3.263846652030255e-10,1.2485808750542755e-6
1.2757138778170295e-6,0.06587602244704382,5.470301756931184e-10,4.449784141870817e-7
1.275713957379244e-6,0.06586963309225305,6.052775751129605e-10,1.3412964618962475e-7
1.2757140778854502e-6,0.06586806161135086,5.086248531729406e-10,1.4339309442746108e-6
1.2757140855851842e-6,0.06586935374175283,6.995341710773086e-10,5.508977849063633e-7
1.275714106052676e-6,0.06606449897040202,7.595988570517332e-10,1.8939146151542493e-7
1.2757141382497629e-6,0.06606206750058924,7.824966676394733e-10,4.933329181886634e-7
1.275714158995639e-6,0.06605111877985494,8.660918491502704e-10,9.728867028687403e-8
1.27571416615308e-6,0.06598734571291372,1.020493899380358e-9,1.66979822719888e-8
