t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	t	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1	FBA1
0.	2.294128355523998e-23	2.490713199138863e-13	1.3295195005031544e-20	1.7304348977046014e-20	1.256007368484035e-7	9.936417463830649e-7	2.3651116699365414e-22	7.57267697180849e-10	0.	6.6942202978443e-15	2.9830766445379103e-15	1.0180307072231397e-9	3.988116695387025e-21	1.8227977988806754e-17	4.430597586257344e-17	1.1189819594768174e-6	7.612469500729065e-17	0.	1.981763160436235e-16	2.4423646910779782e-12	1.425647484133933e-9	6.758407503908982e-15	1.1185719007620661e-6	3.631328807026757e-16	1.748405926336351e-15	3.2329929263613025e-16	0.	9.081750165300419e-13	4.39442915695572e-13	1.1185079005965533e-6	1.4865532615856672e-9	2.2326281921492314e-12	1.2133310417111799e-13	1.545329720030203e-12	2.992290654731363e-13	0.	7.571097613156578e-10	3.6227268807038524e-10	6.900122162810897e-10	2.6797551167716966e-7	1.9482821299026553e-9	2.8389719816086987e-14	8.469172150674595e-7	1.3495616124025291e-9	0.	1.8495880860153958e-10	5.289421064228081e-9	3.2260303187933676e-13	8.473019658967337e-8	3.2353499015068894e-7	5.989069517860575e-7	1.0733821839624044e-7	1.4940600862321765e-11	0.	1.4659572682187021e-9	6.531383250318985e-10	3.764079306815853e-9	1.1140792632122937e-6	3.654363831583458e-11	2.3233225781219004e-15	1.0078954953506876e-12	8.04832101497888e-15	0.	1.601887383221271e-13	7.416439131141278e-14	1.1192744872573427e-6	4.326440439379937e-10	1.9939663121313516e-16	6.069038309748473e-13	2.920280377698128e-10	5.397646331449569e-19	0.	1.6773466874650594e-13	7.631111958911529e-14	1.119953333702104e-6	2.4896685474996406e-15	4.4428616167978886e-11	1.2454186571106171e-14	4.91435311606432e-13	1.4869145029971627e-12	0.	2.049050554261565e-15	1.0566687113519495e-7	8.056169213674877e-12	1.0519502986495145e-12	7.624061380352327e-8	3.113224951304828e-7	3.546350322858876e-9	6.232145594393773e-7	0.	7.175010150556727e-13	2.1073566657172787e-12	1.054321884273141e-6	1.072138313559811e-13	5.214278429956531e-9	7.379186378716322e-15	1.7840059715056249e-10	6.02824972480426e-8	0.	9.039662623761788e-17	1.0659133501295678e-6	4.6056212322714704e-15	1.4168281945803855e-13	5.149691144682518e-8	8.270089491957686e-10	7.812263043191675e-14	1.762504972947661e-9	0.	4.622253486206561e-13	2.0594606631466203e-13	6.531146714538694e-7	1.518409326018431e-10	2.133622106412559e-15	1.6449393251814508e-15	4.6673281564621625e-7	3.285734066353978e-18	0.	9.963354843782834e-21	2.5022871463294304e-10	1.70428236979667e-17	6.540523207028148e-18	1.0456709931384032e-6	1.0178477296703518e-13	1.0628651033161573e-12	7.407761347334568e-8	0.	1.0266127962576659e-17	1.3840196834823977e-9	6.34935501717584e-20	7.856190277545502e-15	1.5722040072230923e-10	1.1184523690684365e-6	5.907721494397668e-20	6.382980779792882e-12	0.	8.01734375224707e-10	1.1309662310432464e-9	3.644886955767848e-7	3.0572466997763236e-7	4.396727564605017e-12	1.6778117125307642e-7	2.7985566515357085e-7	2.1270243196943703e-10	0.	1.1257206343835539e-15	1.3984357484547218e-9	5.519581931251328e-10	9.97173303081214e-14	4.7143734418987254e-11	2.111650658516195e-8	1.3374161109177228e-8	1.0835116937866105e-6	0.	1.5570264815033072e-13	1.70326573082002e-13	1.1195610855403427e-6	1.9005857591981076e-11	6.86500833541432e-11	7.918853798876714e-12	3.430136353296937e-10	3.614479657573481e-19	0.	4.266073564247631e-20	1.2129208950925068e-10	2.406776137960501e-18	5.075148107274146e-17	1.1197865802832545e-6	5.314657287653467e-15	6.217691337388413e-23	9.212225939624471e-11	0.	1.1425314893926891e-15	2.9056754193763717e-13	3.872847510324694e-12	3.886917936816449e-20	1.8299462493903029e-9	7.862052214646277e-17	1.688784934751779e-7	9.492873952706554e-7	0.	1.2570385824153989e-14	1.8402871117723177e-14	7.749665119580057e-17	1.6424896465779842e-16	3.8522363590350183e-10	3.0868008875686296e-11	1.5721688060649888e-11	1.1195681554514235e-6	0.	5.839050523749557e-11	2.6180134672255193e-11	1.829985295267804e-11	4.6586460074066664e-8	9.504995480590769e-14	3.60227780514793e-11	1.0732744119472062e-6	1.4137963105806968e-13	0.	9.464270198824461e-20	2.9229378851039496e-10	3.374289151843398e-15	1.9096046821397487e-21	6.334659689941862e-11	6.134465357782277e-9	1.4284443153494314e-12	1.1135084624446684e-6	0.	3.056838792466375e-17	2.3387005337901115e-12	1.4671749084579647e-15	7.439374790215601e-19	1.118334177508841e-6	1.295682216195584e-9	7.414635877174283e-11	2.9365371717074405e-10	0.	1.0694019357058537e-10	5.0542456281073655e-11	9.153396044430969e-7	5.182382067465189e-8	7.229714362773647e-10	1.2266059560185722e-7	2.928758024537875e-8	8.100543062056736e-12	0.	3.0247379239119555e-17	5.65877046601143e-13	1.7346430545470135e-10	1.2129665184982066e-18	1.2793829271398763e-8	1.2532587460576902e-9	1.3203787806129545e-23	1.1057788817685755e-6	0.	1.289002806088268e-21	2.643870228028575e-12	2.002750170090074e-18	8.442465351247701e-19	9.280258899874953e-11	1.1199045234546768e-6	9.252303777078189e-17	2.9990724579023446e-14	0.	4.308630943849296e-18	2.067759519789545e-10	1.8410892315339217e-11	5.591611729637203e-17	4.915904411611622e-7	6.202624794516868e-13	1.5022170386191e-13	6.28183601450139e-7	0.	4.154262079610552e-23	1.2522850353917676e-11	9.500691641055723e-18	8.131117620997277e-21	1.1589238859131707e-10	2.4412358278015304e-11	2.330888530777163e-16	1.1198471721601795e-6	0.	2.112596078846585e-11	1.435557592514107e-11	1.506113881667529e-11	1.2490990341380196e-8	1.1654295305681023e-8	1.445167220602516e-7	1.7214120915700108e-13	9.512872774794287e-7	0.	1.9605086377412654e-12	1.0271969975149826e-12	3.2499117084668087e-15	1.7280808705274704e-9	2.713645291693535e-9	1.0428011959704634e-8	1.0697216035660672e-14	1.1051272602253212e-6	0.	2.5873093259139067e-11	1.1477052018559447e-10	8.65680731765999e-7	2.551221797097191e-12	4.004346558251382e-9	1.1500373736792235e-7	1.3466052330520324e-7	5.074682944885869e-10	0.	7.904270152829714e-14	4.8464517554681314e-14	8.71808505879674e-15	4.9139256073508e-11	2.6101702302365105e-10	1.2711980617439437e-13	4.215575664555519e-11	1.1196474246191478e-6	0.	2.3977681860023153e-8	1.0696789195054092e-8	1.507095861559421e-8	3.053013322897134e-10	7.209711987381964e-7	2.034070166720397e-10	1.7405676767643136e-13	3.486732463899155e-7	0.	3.3534690099338053e-15	3.6382058027457286e-15	6.614164413716543e-10	3.539044338580963e-7	4.972301983684134e-10	1.8440360220414763e-12	7.640003430753049e-7	9.347253992066156e-10	0.	3.5554504065013466e-10	2.794766527959737e-10	1.54312407370815e-10	2.7611109297674137e-7	3.780756808492282e-8	4.266128326069532e-10	5.82680604189274e-12	8.048595652009048e-7	0.	1.8422346022219667e-15	7.622677524070653e-13	1.4549203930969531e-9	1.0748380974828591e-12	2.6261874866884715e-9	3.638586534813693e-7	1.0910614775205372e-13	7.520591722926313e-7	0.	1.6356467857947455e-11	2.1929239005418252e-11	1.9217507654494218e-11	3.932573546559661e-13	7.454422939220968e-11	1.9683212705539324e-9	6.221792250444931e-10	1.1172770588031273e-6	0.	2.484467976142482e-16	3.2759677902742993e-12	1.0173263870022492e-11	2.210876964675295e-9	9.240398687872376e-7	8.045832929684539e-14	1.9370630478353758e-7	2.941952614868903e-11	0.	6.941083382462864e-18	2.955088626764454e-10	1.0985206992064239e-20	5.531444313210957e-16	6.732991320811445e-7	4.4439722224882987e-7	4.235593728863918e-15	2.0081320116468982e-9	0.	4.123803474118154e-15	1.9163904028670212e-12	1.1331982707367617e-12	6.27536610469092e-17	1.0763086364423964e-9	1.4686772965006513e-11	1.5306913958002845e-12	1.1189044201503148e-6	0.	2.170698839667639e-23	1.8278119311763097e-11	6.106493085123894e-17	3.724946180443379e-24	2.547313420005066e-11	2.792820096591079e-12	1.2156464795210602e-16	1.1199534557437613e-6	0.	8.602678287933746e-12	3.832797073567115e-12	1.1198300397294727e-6	1.4562346374632e-13	2.5515993170078885e-12	1.0647561625310039e-15	1.5463299664399103e-10	1.9351098597139019e-13	0.	1.8323386914972953e-11	1.9922116395522902e-11	2.2314937002671424e-8	1.290069496250377e-10	1.7781787901791058e-8	1.5346620938307619e-9	8.36344199933909e-9	1.069837918549432e-6	0.	1.5022425026040174e-13	7.79993053468123e-14	1.1096794072036353e-6	7.084649265271345e-11	4.641658076472928e-12	4.9158815775229885e-11	3.5547086768675985e-14	1.0195682059231926e-8	0.	2.2807084347274022e-11	4.925925761246232e-11	1.1288113993848434e-10	4.3648955887396065e-7	7.397790557826042e-12	1.3378582153420675e-14	6.756279692467851e-7	7.67062113962874e-9	0.	5.707638182055083e-12	4.875627720834393e-12	1.1002564177837783e-6	1.170920637858804e-10	4.7913496321451745e-11	7.271361398898113e-11	1.1828584507078134e-8	7.66669537943372e-9	0.	1.0522816098366016e-9	4.697201592494848e-10	5.447802527521837e-11	3.652739692148259e-7	2.3533474512753342e-7	8.776427171987969e-14	3.978189859045054e-7	1.1999573219169062e-7	0.	5.008519627210276e-14	3.549577267814389e-14	4.856296223272829e-8	1.0448239328617774e-6	1.8440046730483739e-13	3.016308749612456e-12	2.6609638102128266e-8	1.805141015848658e-13	0.	1.4842848609986064e-11	2.2860922529111457e-11	9.823220311708681e-12	2.053640618933358e-8	8.673528831618574e-7	2.2330946455504938e-7	2.7635253021967754e-10	8.477366545018939e-9	0.	1.276084904130488e-9	9.60448070361203e-10	5.97402005623757e-8	8.466373981667721e-7	3.6524623218937767e-9	2.3705152993528412e-8	3.88002695214893e-8	1.452254646667023e-7	0.	2.427474318653144e-12	3.5630083736370827e-12	2.7757142788593043e-14	3.02984860156372e-10	8.647181228968223e-7	2.0641976370607255e-10	1.0683501199259508e-9	2.5370052275288856e-7
1.e-6	2.2966554466547563e-23	2.491020142831946e-13	1.3295194807029628e-20	1.7304326913030732e-20	1.256008300259651e-7	9.936417463405783e-7	2.3651116696721746e-22	7.571745314113838e-10	1.e-6	6.694326307861856e-15	2.9831235862593584e-15	1.01804398594113e-9	3.988168487808342e-21	1.8228061232400544e-17	4.430667272781237e-17	1.1189819461979446e-6	7.612589181810214e-17	1.e-6	1.981763403809066e-16	2.442364877056006e-12	1.4256474842667062e-9	6.7584075177943636e-15	1.1185719007617472e-6	3.6313290665927244e-16	1.7484059299285084e-15	3.2329931564946117e-16	1.e-6	9.081750845506096e-13	4.394429163706982e-13	1.1185079005964815e-6	1.4865532615895312e-9	2.232628191424151e-12	1.2133310421194536e-13	1.5453297200327349e-12	2.992290654823535e-13	1.e-6	7.571134490411606e-10	3.622704562010623e-10	6.90012121709396e-10	2.679755116669503e-7	1.9482835809446825e-9	2.8016171997611432e-14	8.4691721411273e-7	1.3495601385720344e-9	1.e-6	1.8495907059770328e-10	5.2905392778806515e-9	3.226328780884496e-13	8.473019633233981e-8	3.235349939806591e-7	5.989058338264445e-7	1.0733821836199521e-7	1.4936516588920537e-11	1.e-6	1.4671036259004977e-9	6.531393934643663e-10	3.764073920871943e-9	1.11407812224238e-6	3.654269414383322e-11	2.1996471833800547e-15	1.007893110422687e-12	8.048296531519766e-15	1.e-6	1.6018875052240952e-13	7.416439131548952e-14	1.119274487257493e-6	4.3264404384089486e-10	1.993966160085454e-16	6.069038309859785e-13	2.920280377042716e-10	5.397646298800017e-19	1.e-6	1.6773468152378594e-13	7.631112511130966e-14	1.1199533337020907e-6	2.489668731519855e-15	4.442861616188695e-11	1.2454187345045095e-14	4.91435311906286e-13	1.4869145027929654e-12	1.e-6	2.0496155042803553e-15	1.0569875833117421e-7	8.056174753337929e-12	1.0519502986412271e-12	7.62409374105508e-8	3.1129060654834404e-7	3.5463503173069585e-9	6.232142372179569e-7	1.e-6	7.175017885334891e-13	2.1073587338078027e-12	1.0543218842709982e-6	1.0721383147433556e-13	5.214278977051286e-9	7.379192125339991e-15	1.7840059730726712e-10	6.028249670008644e-8	1.e-6	9.039730179094704e-17	1.0659133809323375e-6	4.6056212335373405e-15	1.4168281945828566e-13	5.149692040941848e-8	8.269781022885026e-10	7.812263043057227e-14	1.7624960544914762e-9	1.e-6	4.622253892746745e-13	2.0594606649626594e-13	6.531146721112804e-7	1.5184093269639807e-10	2.1336219234835575e-15	1.644939326568399e-15	4.6673281498866997e-7	3.285734006845635e-18	1.e-6	9.980615231735704e-21	2.503385735032262e-10	1.7043680664145474e-17	6.5405235234935204e-18	1.045670883340712e-6	1.0178476087477894e-13	1.0628651024514417e-12	7.407761341217876e-8	1.e-6	1.0266129885017772e-17	1.3840198297391974e-9	6.349355018135422e-20	7.856190277132614e-15	1.5722040073493824e-10	1.118452368922168e-6	5.907721494084834e-20	6.3829807789582054e-12	1.e-6	8.017908167685496e-10	1.1315317873885956e-9	3.6448869491888197e-7	3.0572466749807825e-7	4.065726372423136e-12	1.6778088398997406e-7	2.798556651176928e-7	2.127018717266754e-10	1.e-6	1.1258024853595342e-15	1.3984357548891257e-9	5.520456878616919e-10	9.971677863822494e-14	4.71711241768455e-11	2.1116506580893317e-8	1.3374073614911514e-8	1.0835116663946859e-6	1.e-6	1.557026600100773e-13	1.7032657376796714e-13	1.1195610855403257e-6	1.9005857598306694e-11	6.865008334101983e-11	7.91885382991037e-12	3.4301363530977516e-10	3.6144796668745464e-19	1.e-6	4.2660737888340046e-20	1.2129209767796146e-10	2.4067761381910317e-18	5.075148108895141e-17	1.1197865802750575e-6	5.314657299905191e-15	6.217691339900727e-23	9.212225942438825e-11	1.e-6	1.1425620830170885e-15	2.905765587998622e-13	3.87316989604135e-12	3.8869414118731326e-20	1.8299846418087842e-9	7.862213941450774e-17	1.6887849315278632e-7	9.492873568691937e-7	1.e-6	1.2570450682505976e-14	1.8404810933463547e-14	7.744995905612726e-17	1.6424981059649551e-16	3.8538229145419627e-10	3.0868008877191803e-11	1.5721688043254357e-11	1.11956799679393e-6	1.e-6	5.83906288168493e-11	2.6183995312643704e-11	1.8315249454018773e-11	4.6586460075350276e-8	9.125557029009857e-14	3.602277299212947e-11	1.0732743964258418e-6	1.413184345351957e-13	1.e-6	9.468872927888953e-20	2.9229378890919694e-10	3.374291543660298e-15	1.9105290313576396e-21	6.34038310334399e-11	6.134465357538056e-9	1.4284443129108109e-12	1.1135084052103798e-6	1.e-6	3.056839026495517e-17	2.338700711747786e-12	1.4671749087496101e-15	7.439374790330566e-19	1.1183341775085553e-6	1.2956822162832901e-9	7.414635877184911e-11	2.9365371719053543e-10	1.e-6	1.0699358785039039e-10	5.054247887978019e-11	9.153395514355506e-7	5.18238202119937e-8	7.229883889428246e-10	1.22660595585658e-7	2.928758032131389e-8	8.083583986683194e-12	1.e-6	3.02475506851266e-17	5.658802967542975e-13	1.7346430546733356e-10	1.2129733923771306e-18	1.2793861113509607e-8	1.2532587453990701e-9	1.3203724652614275e-23	1.1057788499238602e-6	1.e-6	1.2890028307376945e-21	2.643870232549899e-12	2.002750182115535e-18	8.442465381637885e-19	9.280258899821904e-11	1.1199045234546727e-6	9.25230378510397e-17	2.999072457904451e-14	1.e-6	4.313594517972565e-18	2.0677698901707838e-10	1.841089231409442e-11	5.591612296070107e-17	4.917690622357727e-7	6.202623583597371e-13	1.5022170213321314e-13	6.280049793386096e-7	1.e-6	4.1555638743946855e-23	1.252285058957421e-11	9.500692585873255e-18	8.131123532000806e-21	1.1594660394908623e-10	2.4412358336053353e-11	2.330888521300884e-16	1.1198471179445281e-6	1.e-6	2.112732411219678e-11	1.4361163610429372e-11	1.506116854983721e-11	1.249098897774889e-8	1.16650169905703e-8	1.4451672205913205e-7	1.7211189512673948e-13	9.512765502078622e-7	1.e-6	1.960508643523074e-12	1.0283130108509284e-12	3.2534328422361154e-15	1.728080870520818e-9	2.7139588052519207e-9	1.0428011959488875e-8	1.0693695861649169e-14	1.105126945595965e-6	1.e-6	2.587626588541487e-11	1.148835617528026e-10	8.656807313669677e-7	2.5484831525812287e-12	4.004761986121378e-9	1.1500373736179783e-7	1.3466052327026546e-7	5.069398311632437e-10	1.e-6	7.904270194200811e-14	4.850231114614724e-14	8.718332383621064e-15	4.913925607352498e-11	2.6114523405586757e-10	1.27119815396322e-13	4.2155756397806155e-11	1.1196472963703127e-6	1.e-6	2.3977691700290957e-8	1.0771825330868464e-8	1.507099908222151e-8	3.0529131567174955e-10	7.208993015387811e-7	2.0337073832217288e-10	1.3376649055135635e-13	3.486701437318663e-7	1.e-6	3.353485929858267e-15	3.638220688604148e-15	6.614178343063119e-10	3.53904433855409e-7	4.972307458750989e-10	1.8440360232601823e-12	7.640003416850408e-7	9.347248516836949e-10	1.e-6	3.555458037030965e-10	2.79476904974882e-10	1.5431236993099276e-10	2.7611109294172244e-7	3.780765306023733e-8	4.2661278993482195e-10	5.826116083139068e-12	8.04859480015448e-7	1.e-6	1.843139143479559e-15	7.614488738304745e-13	1.4549203923587554e-9	1.0748379337360242e-12	2.628125030116437e-9	3.6385865348158044e-7	1.0910614515530427e-13	7.520572355678708e-7	1.e-6	1.635646786055487e-11	2.1929240198895565e-11	1.9217653309590815e-11	3.932573513363063e-13	7.459597937763476e-11	1.968321270554645e-9	6.221790793906676e-10	1.117277007051947e-6	1.e-6	2.484468359075863e-16	3.2759680385570563e-12	1.0173264701979285e-11	2.2108769646752445e-9	9.240398687889773e-7	8.045833539175984e-14	1.9370630478270563e-7	2.941952415460274e-11	1.e-6	6.944106799374622e-18	2.955097982738477e-10	1.0985223434100117e-20	5.531414080739855e-16	6.733004171156045e-7	4.443972222344581e-7	4.2355937288471145e-15	2.0068460559612073e-9	1.e-6	4.12380370276049e-15	1.9163926372999725e-12	1.1331982740778165e-12	6.275360169499126e-17	1.0774744707735024e-9	1.4686772985224297e-11	1.5306913922899422e-12	1.118903254313729e-6	1.e-6	2.172284033305687e-23	1.8278120734917634e-11	6.106493161847271e-17	3.724946274302721e-24	2.550110650772308e-11	2.792820035673295e-12	1.2156464717700894e-16	1.1199534277700914e-6	1.e-6	8.60267846467836e-12	3.8327971525709415e-12	1.1198300397262531e-6	1.4562346670665474e-13	2.5515991750280988e-12	1.0647561096119105e-15	1.5463299975743729e-10	1.9351097535336375e-13	1.e-6	1.832376032980389e-11	1.9922424650944142e-11	2.2314937020320345e-8	1.2900694980050814e-10	1.778185157870941e-8	1.5346620941780783e-9	8.363441977487769e-9	1.069837854194523e-6	1.e-6	1.5022426244993735e-13	7.799931192192548e-14	1.1096794072061904e-6	7.084649260922777e-11	4.64165810976575e-12	4.915881577514981e-11	3.554708674462255e-14	1.0195682056668314e-8	1.e-6	2.2807084573524398e-11	4.925932209142501e-11	1.1288263406152652e-10	4.3648955828761464e-7	7.39796898526672e-12	1.3378532784647198e-14	6.756279683388083e-7	7.670620896771706e-9	1.e-6	5.707638563005315e-12	4.875628055287526e-12	1.1002564177813206e-6	1.1709206555762352e-10	4.791349617035006e-11	7.271361406622521e-11	1.182858450738307e-8	7.666695379173082e-9	1.e-6	1.0523570492008688e-9	4.700100949282002e-10	5.4478649691636365e-11	3.6527389379694e-7	2.353394188894019e-7	8.77438330863855e-14	3.978189852822948e-7	1.1999076849089692e-7	1.e-6	5.0085680080173915e-14	3.5495787055968345e-14	4.8563428374633296e-8	1.0448239320542577e-6	1.8440047222488465e-13	3.0163087355407785e-12	2.6609172767259866e-8	1.8051409635867865e-13	1.e-6	1.484284937245768e-11	2.286092458313496e-11	9.823219950000871e-12	2.053640619017775e-8	8.673528832803677e-7	2.2330946444383912e-7	2.763525302304355e-10	8.477366534409247e-9	1.e-6	1.2771054966413472e-9	9.614567678628165e-10	5.974020081541423e-8	8.466363775845038e-7	3.6522727769173686e-9	2.3704335549749065e-8	3.880026925820828e-8	1.4522546295795642e-7	1.e-6	2.4274753661711417e-12	3.548138652399872e-12	2.7757908694436383e-14	3.0298485910885585e-10	8.649340932369943e-7	2.0641977788977328e-10	1.0683501191600432e-9	2.5348456726825413e-7
