t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3	t	v_TPI1	v_TPI2	v_TPI3
0.	-0.00005007637342928665	0.00007989636201187478	-0.00005007623964852707	0.	-0.0011539058789365592	-0.001068794412245791	-0.0011537849490095113	0.	-0.0034325877125871707	-0.003410121919212125	-0.003432568147245782	0.	-0.0004652763265322818	-0.0003534162125723439	-0.00046523168823405653	0.	-0.0018740305290023875	-0.0017835748339208451	-0.001797840154381447	0.	-0.002884670056846797	-0.002748957466312957	-0.002748969741740298	0.	-0.000833838684437046	-0.0007591978980407699	-0.0008093795439663154	0.	-0.0003884253080814713	-0.0002738684911872402	-0.0003883090118766974	0.	-0.000055221081871552986	0.0000808424737995389	-0.00005503984837228193	0.	-0.00015270047566353078	-0.000030904402378614804	-0.00015241663463427813	0.	-0.00047092757650822863	-0.000442015935325224	-0.00044219480263597843	0.	-0.00005030885217611398	0.00007589154444832824	-0.000050219830413311684	0.	-0.0000712661779723163	0.000053259405072364485	-0.00007108740989547613	0.	-0.0001026398002073121	-0.000026648596393036295	-0.0000997625543277536	0.	-0.00005586873631947841	0.00006044663389892513	-0.000055479101348510085	0.	-0.00022463326100664546	-0.00021052695301448932	-0.00021055487280441376	0.	-0.001572927531395622	-0.001489148094213369	-0.0014985183678444258	0.	-0.00006380646105360666	-1.6041198751537422e-6	-0.00006156347012620245	0.	-0.0032572523192302763	-0.003227839902261234	-0.0032530707961342387	0.	-0.0027783834868848195	-0.0026466220621767372	-0.002646629484513968	0.	-0.003491098027147227	-0.00346968056787033	-0.003491046590027136	0.	-0.001888248304137587	-0.001827507493193506	-0.0018874704676985488	0.	-0.0014626369004931764	-0.000719508806197533	-0.0014332670278923258	0.	-0.005171014877693364	-0.004399172372407417	-0.004399204476585008	0.	-0.0012141773108986917	-0.0011079539664797244	-0.0011979608925410667	0.	-0.004338409289817893	-0.004072295304715659	-0.0040722968256495795	0.	-0.00005015202000023739	0.00007998558706540093	-0.000050151825931180234	0.	-0.005061000718889791	-0.004382396481478677	-0.00438239985813621	0.	-0.0028822906136710576	-0.0028482700399694097	-0.0028821070968270968	0.	-0.006175936600272602	-0.004454790865102032	-0.004457073739041906	0.	-0.005368647802629689	-0.004463406983877621	-0.004467284497877699	0.	-0.004604018321181486	-0.004207610247174642	-0.004233229858372458	0.	-0.005224310237425256	-0.004401936339639527	-0.00440210726474017	0.	-0.0047576945068964205	-0.004268671524775336	-0.004273665340700363	0.	-0.005175022190853584	-0.0043903493951407135	-0.004394871733918927	0.	-0.0051166161335616245	-0.004443476289057873	-0.004447144243840739	0.	-0.00577543340994735	-0.0036800794110209978	-0.004238100202082765	0.	-0.006256042586547106	-0.004464179808665567	-0.004464183724555537	0.	-0.0054167713330506295	-0.004080155770924847	-0.004089969566186062	0.	-0.0044470711987394385	-0.004437104931593175	-0.004444631896636464	0.	-0.00017031617657897735	0.00007731395412802211	-0.0001687689196496929	0.	-0.006742597638715875	-0.004377807585108445	-0.004383776841908528	0.	-0.0009432322172639174	-0.0005424829962238364	-0.0008776659804966168	0.	-0.0002658046745353457	0.00038187120310340106	-0.00025925567768598015	0.	-0.006962681067993137	-0.004461236993633655	-0.004470609014047087	0.	-0.0059304531475328215	-0.003127121526534715	-0.0039834822265306415	0.	-0.00515836770052025	-0.004470306701736607	-0.004475463738685903	0.	-0.006484111300561257	-0.0040515740382378596	-0.004243495468225056	0.	-0.004957924940908631	-0.002589460837586266	-0.003469047683449418	0.	-0.0011315715170316376	0.0010428726778717312	-0.0010094336262752761	0.	-0.00014399362622773137	0.0002193659054562369	-0.0001423351915941217	0.	-0.00013954143347480116	0.00020016303799036406	-0.00013803945340950033	0.	-0.00012852341525014868	0.0001973345934873083	-0.0001272814045312398	0.	-0.005159204505782111	-0.004465540282871026	-0.004470803265940404	0.	-0.005385652064328061	-0.004472138093571856	-0.004476713241245989	0.	-0.005618789235201094	-0.004439964658169336	-0.004439967638858844	0.	-0.00013138961170748543	0.00020258297810593628	-0.00013120567259861267	0.	-0.00007547891366588852	0.00002037539115788689	-0.00007414859476284619	0.	-0.002680452847601166	-0.002640980096942122	-0.002679366292898333	0.	-0.004667068323608359	-0.004268955956061513	-0.004269346968863913	0.	-0.0005623590893727107	0.0007078686946464519	-0.0005576894053018772	0.	-0.0003920286334573482	-0.00007343686848965136	-0.00038830402653434147	0.	-0.000050686152617892264	0.00007846744585982002	-0.0000506527657446465	0.	-0.0007676204649823774	-0.000667846757906404	-0.0007675788275564588	0.	-0.0020613598121026547	-0.0019498640599096007	-0.001956519687048991	0.	-0.0057328868826286294	-0.004226706240518362	-0.004226808750643185
1.e-6	-0.00004820889585085595	-0.0003129054627012684	-0.00005005820549897652	1.e-6	-0.0011096861823758353	-0.0010800353488936987	-0.0011558347035191506	1.e-6	-0.0034249414169474565	-0.0034110900928286253	-0.0034480388053058503	1.e-6	-0.00046438653612191705	-0.00038994431767358506	-0.0004643257249733468	1.e-6	-0.0018727954112835819	-0.001790543762845001	-0.008334561660774398	1.e-6	-0.002881750715170942	-0.0027724136568292868	-0.0027494557618946563	1.e-6	-0.0008332076314597004	-0.0007738171795004384	0.012432770156920014	1.e-6	-0.0003875847077371218	-0.00031857241685985527	-0.0003798896562843268	1.e-6	-0.00005426618912568378	-0.00033095061441436313	-0.00005316349197220793	1.e-6	-0.00015184296869905382	-0.00015161607797037346	0.0004467642581893472	1.e-6	-0.00047069891263605296	-0.0006847018163381735	-0.0004168457294364408	1.e-6	-0.00004942831767070134	-0.00030306345622699293	0.0029039854557169065	1.e-6	-0.00007039569159964209	-0.00021220316399826744	-0.00004374993372757707	1.e-6	-0.00010210999826174385	-0.00014296826391446693	0.04718801351259572	1.e-6	-0.000055057716701674474	-0.00025604586875177526	0.0052572496396123825	1.e-6	-0.000224529802619202	-0.0002640470417598628	-0.00019692000297114043	1.e-6	-0.0015719464632917672	-0.0014975396447077655	-0.001516449234102879	1.e-6	-0.00006337498004666507	-0.00015581950168125358	0.055972306954345186	1.e-6	-0.0032538709895321254	-0.0032291032440985995	-0.004858865001601487	1.e-6	-0.002775718788528673	-0.002654290810449045	-0.0026542905605857203	1.e-6	-0.003485573197341142	-0.003470584613027093	-0.00353101886621765	1.e-6	-0.0018871801324939867	-0.0018324054293132191	-0.001985229619324791	1.e-6	-0.00145516540476902	-0.0016181179469376694	-0.001428038730689491	1.e-6	-0.004934081111320571	-0.004463664648667293	-0.004417354727992245	1.e-6	-0.0012130573096898502	-0.001126677186361863	-0.001197176906323455	1.e-6	-0.004314563459366413	-0.0040824993320591335	-0.004082507744779709	1.e-6	-0.000047492383478102895	-0.0003132110569437768	-0.00005013797038620066	1.e-6	-0.004857395127417424	-0.004389374793353287	-0.00459597235027126	1.e-6	-0.0028796503622193666	-0.0028500476386932247	-0.0028965043199762064	1.e-6	-0.005047498218498925	-0.0055755241803221445	-0.004483781920566615	1.e-6	-0.004039323224286573	-0.004470464498990662	-0.5596646188312207	1.e-6	-0.0045495198839477086	-0.02969001973166918	-0.004157633494639726	1.e-6	-0.004952613027553232	-0.00441791434576231	-0.004434217452711775	1.e-6	-0.004655827006563584	-0.004343989010728577	-0.004284729746731043	1.e-6	-0.004931905582092028	-0.0064638141837729535	-0.00439499452896204	1.e-6	-0.004390853136887529	-0.004449436719718543	-0.6093316754457874	1.e-6	-0.004709301132638233	-0.026066622315020993	-0.0042177000493050995	1.e-6	-0.005037507250420736	-0.004479136368683308	-0.004921193910080612	1.e-6	-0.0037191101103190016	-0.004100179660914756	-0.004165868533102884	1.e-6	-0.0020823840899196755	-0.0044373465897792445	-0.006811041910321225	1.e-6	-0.00011061370542745502	-0.0003631993959889168	-0.00016878550594290386	1.e-6	-0.004493654966943317	-0.004503737078677766	-0.0044372900474389	1.e-6	-0.0007669437184274763	-0.0007875101355467873	-0.0008794711691357156	1.e-6	-0.00009874620103665632	-0.0015942859384235897	-0.00025920102858521723	1.e-6	-0.0045999832801897345	-0.014172402011044305	-0.004488074232879634	1.e-6	-0.003949221100120082	-0.016367936084086487	-0.0039890296275664865	1.e-6	-0.0027677436686920354	-0.004476220693140132	-0.60344645876296	1.e-6	-0.004322511222747849	-0.007722808891931443	-0.004272041963759535	1.e-6	-0.003371928925343659	-0.00700293501969762	-0.0034844422775837693	1.e-6	-0.0006193751588365604	-0.004752610834700466	-0.0010088708717912115	1.e-6	-0.000046640333799266576	-0.000878936586378054	-0.00014232139593785666	1.e-6	-0.00004835709384969425	-0.0007891647007560731	-0.00013802926433332814	1.e-6	-0.0000412596059160969	-0.0007869703866218991	-0.0001272703526859943	1.e-6	-0.002976431416225167	-0.00447090280565008	-0.012174320613158596	1.e-6	-0.003192932905149215	-0.004479042997528094	-0.46897027215629805	1.e-6	-0.005070621543524723	-0.004450662304004385	-0.004741505883993358	1.e-6	-0.00012281904296776794	-0.000806600861190887	-0.00013112308551238648	1.e-6	-0.00007481098821235236	-0.00017549726807535027	0.02424517884708166	1.e-6	-0.0026784932565885357	-0.0026431933815896924	-0.00270638660554956	1.e-6	-0.004600096514992602	-0.004273976047087364	-0.00433978224757392	1.e-6	-0.0005385980209677548	-0.002563969637829233	-0.0005564625401196172	1.e-6	-0.00036703338670407773	-0.0004141190729949895	-0.0003882396601254338	1.e-6	-0.00004978292311431465	-0.00030870628260171173	-0.00004606788398986428	1.e-6	-0.000766425479947941	-0.0006876535203185902	-0.0007674238523329019	1.e-6	-0.0020598183959599607	-0.00746316798714286	-0.001867134622524233	1.e-6	-0.00473631899888205	-0.004238004944568174	-0.006649457769279943
1.2589254117941661e-6	-0.00004773761981240448	-0.00041203704101769323	-0.00005005363446695737	1.2589254117941661e-6	-0.0010985268416131982	-0.0010828766789653388	-0.0011563514243759076	1.2589254117941661e-6	-0.0034230096719401193	-0.0034113337498338364	-0.0034519405992689406	1.2589254117941661e-6	-0.00046416180106585237	-0.0003991690886328281	-0.0004640969120428967	1.2589254117941661e-6	-0.001872482603601672	-0.001792306659245832	-0.009984099067764873	1.2589254117941661e-6	-0.002881010889598596	-0.002778337681439924	-0.0027495832933788905	1.2589254117941661e-6	-0.0008330480911162537	-0.0007775107145405469	0.01577440975142963	1.2589254117941661e-6	-0.0003873724204528305	-0.0003298605872563837	-0.00037776488634261307	1.2589254117941661e-6	-0.00005402520180483833	-0.0004348750140242691	-0.00005268998532614172	1.2589254117941661e-6	-0.00015162651708713404	-0.0001820853971317704	0.0005979668909148472	1.2589254117941661e-6	-0.00047064114210385597	-0.000745945088511335	-0.00041045068956994946	1.2589254117941661e-6	-0.00004920609607721968	-0.00039870055763668866	0.003649475675274516	1.2589254117941661e-6	-0.00007017599764344226	-0.00027920045465885945	-0.00003685133671771368	1.2589254117941661e-6	-0.0001019762787871573	-0.00017232633485939064	0.059121027644778223	1.2589254117941661e-6	-0.000054853036689456864	-0.00033591998080886865	0.006597910442309285	1.2589254117941661e-6	-0.00022450367980791485	-0.00027755367177095813	-0.00019348015746870062	1.2589254117941661e-6	-0.0015716980909368742	-0.0014996615168524213	-0.0015209777784352951	1.2589254117941661e-6	-0.00006326608415400486	-0.00019473963292147844	0.07011238766290262	1.2589254117941661e-6	-0.0032530156081656547	-0.0032294218480767717	-0.005264083436234301	1.2589254117941661e-6	-0.0027750435027306536	-0.002656230940506668	-0.0026562287555320363	1.2589254117941661e-6	-0.0034841767390145426	-0.0034708119804106943	-0.0035411035535954927	1.2589254117941661e-6	-0.0018869096173734553	-0.0018336440924319741	-0.0020098981115781456	1.2589254117941661e-6	-0.001453706732080928	-0.001790075235795996	-0.0014270808845112774	1.2589254117941661e-6	-0.004886064521624267	-0.004475946613951481	-0.0044211105964841735	1.2589254117941661e-6	-0.0012127740384730093	-0.00113140795307283	-0.001196979394027034	1.2589254117941661e-6	-0.004308532207144125	-0.004085077228237144	-0.004085087382596546	1.2589254117941661e-6	-0.00004682120697621368	-0.0004124422782042503	-0.00005013445378878456	1.2589254117941661e-6	-0.0048077572041524685	-0.004391088635202545	-0.004647813629301778	1.2589254117941661e-6	-0.0028789824032331053	-0.002850496622031677	-0.0029001357607485456	1.2589254117941661e-6	-0.004862800099738607	-0.005733815115214869	-0.004488574004585397	1.2589254117941661e-6	-0.0037980394026686515	-0.004471950301601017	-0.6572634392462646	1.2589254117941661e-6	-0.004535996688367863	-0.035983475057127734	-0.004138974265919734	1.2589254117941661e-6	-0.004898249871735205	-0.0044212552474180225	-0.004440483361569464	1.2589254117941661e-6	-0.004630726908703836	-0.004362477883030125	-0.0042874573034970866	1.2589254117941661e-6	-0.004882762034467497	-0.006844602826451052	-0.004395438393726338	1.2589254117941661e-6	-0.004214628905906681	-0.004450889389438748	-0.7559871766453625	1.2589254117941661e-6	-0.004537955046387321	-0.029163691091524058	-0.004215834085518403	1.2589254117941661e-6	-0.004840834702486085	-0.004482290256690877	-0.004985269010356952	1.2589254117941661e-6	-0.0034371678166608133	-0.004103687949033735	-0.00417825339276099	1.2589254117941661e-6	-0.0014856542144747742	-0.004437405019253399	-0.007408198992003068	1.2589254117941661e-6	-0.00009554766724238772	-0.0004743784397696349	-0.0001687896259639631	1.2589254117941661e-6	-0.004143839901153079	-0.004522311870284845	-0.004445714726349345	1.2589254117941661e-6	-0.0007233809608578889	-0.000848106801778159	-0.0008799163881764212	1.2589254117941661e-6	-0.00005816812360687207	-0.002074493995745552	-0.0002591872364725537	1.2589254117941661e-6	-0.0042322748828069745	-0.015512008857540671	-0.004491609036893596	1.2589254117941661e-6	-0.00364335988185982	-0.01821043925424526	-0.003990619152252961	1.2589254117941661e-6	-0.0021885416117700673	-0.00447765416812523	-0.7484933030516174	1.2589254117941661e-6	-0.003986772676195738	-0.008233682182851698	-0.004276954396696807	1.2589254117941661e-6	-0.0031281306015636945	-0.007628981334593998	-0.003487122585196671	1.2589254117941661e-6	-0.000546336008307613	-0.005589352549304039	-0.0010087624711428217	1.2589254117941661e-6	-0.000022598615452996268	-0.001150236662870896	-0.00014231781387338978	1.2589254117941661e-6	-0.000025802121223543473	-0.0010339426138857855	-0.00013802658440473562	1.2589254117941661e-6	-0.00001965363765944056	-0.0010307355357482284	-0.00012726747422572762	1.2589254117941661e-6	-0.002564182781563895	-0.004472004058469793	-0.013613029563027013	1.2589254117941661e-6	-0.002800793437620075	-0.0044804422597127	-0.5503381578174071	1.2589254117941661e-6	-0.004969500395406112	-0.004453090050427572	-0.0047915021809611935	1.2589254117941661e-6	-0.00012069817654793147	-0.0010563723895930521	-0.00013110251591748963	1.2589254117941661e-6	-0.00007464241551099376	-0.00022493175329418857	0.03038213226636799	1.2589254117941661e-6	-0.0026779972181033007	-0.002643752758653431	-0.002713203682760068	1.2589254117941661e-6	-0.004583503275420217	-0.004275225312970161	-0.0043571671310524696	1.2589254117941661e-6	-0.0005347163386377161	-0.003100494052666436	-0.0005562544614578033	1.2589254117941661e-6	-0.00036083859782161734	-0.0004985946056064172	-0.00038822334865092414	1.2589254117941661e-6	-0.00004955497396385081	-0.0004064175634431316	-0.000044910876284803836	1.2589254117941661e-6	-0.0007661235875930251	-0.0006926576558170944	-0.0007673844091116797	1.2589254117941661e-6	-0.0020594279892382668	-0.008854448908665269	-0.0018445832288590813	1.2589254117941661e-6	-0.004567640392621475	-0.004240488354217427	-0.007011214347750316
1.584893192461114e-6	-0.00004715143254047853	-0.000535342393760671	-0.000050047937009999434	1.584893192461114e-6	-0.0010846464758951235	-0.0010864135316297346	-0.0011569938071660235	1.584893192461114e-6	-0.003420605642593562	-0.0034116364182957895	-0.0034567923530249567	1.584893192461114e-6	-0.00046388215704963164	-0.00041064703479004594	-0.0004638121979217841	1.584893192461114e-6	-0.0018720928610142136	-0.0017945019147019292	-0.012035802980733479	1.584893192461114e-6	-0.0028800888261201613	-0.002785708916019064	-0.002749744825690889	1.584893192461114e-6	-0.0008328494786013054	-0.0007821073551445568	0.019930754983533916	1.584893192461114e-6	-0.0003871082796961828	-0.00034390514201217137	-0.0003751219956028007	1.584893192461114e-6	-0.00005372544806079107	-0.0005641419360503525	-0.00005210102953812773	1.584893192461114e-6	-0.00015135725746438366	-0.00021998795526799453	0.0007860334131990498	1.584893192461114e-6	-0.0004705692466951913	-0.0008221207966109256	-0.00040249756398082204	1.584893192461114e-6	-0.00004892968412781732	-0.0005176593175249128	0.004576719680287056	1.584893192461114e-6	-0.00006990272481975315	-0.0003625368152735675	-0.000028270821292308845	1.584893192461114e-6	-0.00010180994328682226	-0.00020884497319766104	0.07396336273495763	1.584893192461114e-6	-0.000054598442786565925	-0.00043527227749080855	0.008265430212077263	1.584893192461114e-6	-0.00022447117908656173	-0.000294353812474335	-0.00018920219703943975	1.584893192461114e-6	-0.0015713886874860247	-0.0015023032553331955	-0.001526612611220557	1.584893192461114e-6	-0.00006313063172072543	-0.0002431510807923004	0.08769988183098576	1.584893192461114e-6	-0.0032519504268519288	-0.0032298180107279556	-0.005768094807731217	1.584893192461114e-6	-0.002774201881288782	-0.002658647018045357	-0.002658642426721064	1.584893192461114e-6	-0.0034824384642459724	-0.0034710943241409928	-0.003553645580972653	1.584893192461114e-6	-0.0018865725760364525	-0.0018351863393885892	-0.0020405803461063243	1.584893192461114e-6	-0.0014521231858053967	-0.001974301936068512	-0.0014260853431967563	1.584893192461114e-6	-0.0048326804459774	-0.004489068012220848	-0.004425338836295922	1.584893192461114e-6	-0.0012124213233606143	-0.0011372956640639115	-0.0011967339212647643	1.584893192461114e-6	-0.004301022303034044	-0.004088285366339567	-0.004088297688410937	1.584893192461114e-6	-0.00004598638257914342	-0.0005358715736837466	-0.0000501300678235583	1.584893192461114e-6	-0.0047470327658726275	-0.004393192911562295	-0.00471109563956118	1.584893192461114e-6	-0.002878150584065639	-0.002851055312610519	-0.002904651561663446	1.584893192461114e-6	-0.004683623426961714	-0.005867631710173127	-0.004493553061812344	1.584893192461114e-6	-0.00354818160478676	-0.004473641920192624	-0.7559588539454012	1.584893192461114e-6	-0.004519310796715165	-0.043730915306040785	-0.004116010817025676	1.584893192461114e-6	-0.004838249512132575	-0.004425040891639129	-0.004447290453609802	1.584893192461114e-6	-0.004599861629423163	-0.004385171530693011	-0.004290812128141912	1.584893192461114e-6	-0.004828204653177265	-0.007241333845507736	-0.004396215395867074	1.584893192461114e-6	-0.00399947778851284	-0.004452666247779541	-0.9349048321528812	1.584893192461114e-6	-0.004374005988433183	-0.03172816326307526	-0.004215173840951582	1.584893192461114e-6	-0.00465198927917887	-0.004485905437040149	-0.005039111695105403	1.584893192461114e-6	-0.003162384199752233	-0.004107252087258449	-0.004190149215487243	1.584893192461114e-6	-0.0007434366729774933	-0.004437476174411023	-0.008150943390243692	1.584893192461114e-6	-0.00007680834991365126	-0.0006126729586413693	-0.00016879471146412188	1.584893192461114e-6	-0.003818388756780422	-0.0045387592944590716	-0.004453635689088544	1.584893192461114e-6	-0.0006697392197174135	-0.0009227524457727232	-0.0008804640954951683	1.584893192461114e-6	-8.618719082024995e-6	-0.0026609953338186942	-0.0002591700784710972	1.584893192461114e-6	-0.0038900128073591222	-0.016617651388862953	-0.004495570952055595	1.584893192461114e-6	-0.0033607044341957826	-0.019745992509099253	-0.003992695964688285	1.584893192461114e-6	-0.0014821656275177952	-0.00447940277290294	-0.9253434810045462	1.584893192461114e-6	-0.0036748214957169623	-0.008659455236467828	-0.004281913235033161	1.584893192461114e-6	-0.002903697088816104	-0.008161675919701405	-0.003489851364049678	1.584893192461114e-6	-0.000483840961949783	-0.006314553215807539	-0.0010086444483703993	1.584893192461114e-6	6.996381137776286e-6	-0.0014842456951348892	-0.0001423132985473877	1.584893192461114e-6	1.9845840410585847e-6	-0.001335535340343863	-0.0001380231865189559	1.584893192461114e-6	6.976299379814893e-6	-0.0013312172949160317	-0.00012726384073607046	1.584893192461114e-6	-0.0021265550402189692	-0.004473237631897255	-0.015128483955030081	1.584893192461114e-6	-0.002399013682295892	-0.004482000482829016	-0.63241786773429	1.584893192461114e-6	-0.004863190569325271	-0.004455970405980121	-0.004839999893061275	1.584893192461114e-6	-0.00011808483573476488	-0.0013641658870853224	-0.00013107708992672433	1.584893192461114e-6	-0.00007443273065108107	-0.00028642230399998636	0.038015301742120755	1.584893192461114e-6	-0.0026773793276610204	-0.0026444490246724864	-0.0027216819200610587	1.584893192461114e-6	-0.004563044265033969	-0.0042767689144324154	-0.004378562191697827	1.584893192461114e-6	-0.0005309895690618661	-0.0036172478337035407	-0.0005560484893227273	1.584893192461114e-6	-0.00035319970053988847	-0.0006027876913854979	-0.0003882030183187924	1.584893192461114e-6	-0.00004927143775573979	-0.0005279563117983194	-0.00004347177419025683	1.584893192461114e-6	-0.0007657478905818303	-0.0006988853472525147	-0.0007673351497838894	1.584893192461114e-6	-0.002058941547062024	-0.010584933304910393	-0.0018165365771305453	1.584893192461114e-6	-0.004400243758850508	-0.004243392351879184	-0.00733304891267994
