ssd,Km,Km_cit,kcat,kcat_cit,Keq,Keq_cit
0,0.00002,0.00007,0.41211435266581287,6.020288008989064,0.00016,0.00016
7.3743373102626615e-9,0.0012826681480085375,0.004481299003191475,1.648128082934234e-8,5.575001102821025e-7,7.188653071112581e-6,0.000029789442481921657
7.374359141458211e-9,0.0012847985957907026,0.004482354566241018,0.000013070549017574918,1.6913973406474817e-9,1.1022298288118017e-6,6.41057472134266e-7
7.375090846801814e-9,0.0012814507319479978,0.004484574790183708,5.6320664925258514e-6,2.681051927854256e-7,3.7165855178047753e-6,9.576278199509723e-7
7.3753577927696215e-9,0.0012770449354399392,0.004486230548350072,0.00004062299901072703,8.193644072984916e-9,2.3143109878585168e-6,4.6606071934141176e-7
7.375480824324355e-9,0.0012816231913627752,0.004485626551284725,6.095882632996904e-7,7.45485365869057e-9,2.2185581313954954e-6,0.000014111180536650324
7.3755172655699215e-9,0.0012813442188084894,0.004487576892021541,2.610955066894727e-8,6.911389710600925e-8,0.000014197099493061654,8.648336665133692e-7
7.37569273600627e-9,0.001282725626885068,0.004487606573546791,8.813182774187972e-10,1.1646052677815421e-7,3.286922990053007e-6,5.907494308456887e-6
7.376228943405218e-9,0.001271995919577555,0.004491080405612513,0.00004265496106475885,4.222297054436293e-8,5.201714710009741e-7,0.000010072871153171159
7.376380484897368e-9,0.001294278821284086,0.004485473286374661,0.00003526435654003129,5.0054027960557065e-8,0.00003153231358475876,0.00002469386386317424
7.377757507908643e-9,0.0012813763163427552,0.004486806754913004,1.3185127573065026e-6,2.861362995615351e-7,0.00012552664277758107,0.000013563819850143573
7.378281029010482e-9,0.0012817071768140185,0.004485260392203743,1.6491823809197122e-6,9.765368785407235e-8,4.5980880303904566e-7,0.00048482490777986464
7.382462943862032e-9,0.0012816666224519852,0.004520925772822813,9.58211542676696e-7,0.000192915769005819,9.978539058951884e-7,0.0003746342503695165
7.388439241939456e-9,0.0012817138222448875,0.0044860352902957095,1.977721789465919e-6,1.1470968924382117e-9,0.0011767023691696373,1.1038763083953335e-6
7.390370992225713e-9,0.0012824713206925358,0.004484659956297236,2.514693516150263e-7,1.417332165651711e-7,0.0014743810911365457,0.00002052430259099724
7.4099637261880856e-9,0.0012812580334771568,0.00448297000206522,4.812203344492101e-8,3.4363964877258417e-7,5.582139449706842e-6,0.0018245183781764175
7.415670846379903e-9,0.0008023661197801602,0.005115033255933268,0.0008661201722405756,0.00022475749740416952,0.0010892627323566386,0.0002868504930555158
7.439087799754879e-9,0.0012806499846418078,0.004485116727148847,9.895469218564049e-6,7.969863324933268e-8,0.00007631807735959411,0.002435024991108344
7.456195884028418e-9,0.0012797159704571823,0.004486790663494131,0.000015664171172894155,1.740626921761742e-8,0.0025068894771771537,3.360059423079299e-8
7.522871305859919e-9,0.001281438596032624,0.0044813822292607405,1.7493080117039889e-6,5.518177811978834e-7,0.000019572414503466088,0.0025648249149184755
7.524582369344866e-9,0.0012812688869677077,0.004484241325316041,4.920576828791318e-6,2.2663162012600977e-7,0.002589650517172191,0.0006849407168489098
7.633872320831887e-9,0.0012811025276809286,0.00448544941652155,4.840571841505883e-6,1.022343300523472e-7,3.642516789494759e-7,0.005482169420740958
7.643229159867848e-9,0.00127575160245908,0.004490742536212242,3.6561855455161093e-6,5.8401797549410194e-8,0.005872880108150123,2.8515383651073804e-6
7.75966254221579e-9,0.0012817031374324776,0.004483578229319589,4.696168726045926e-6,2.1195852284246557e-7,0.00011622427921063793,0.007208185741051393
7.851797399116743e-9,0.0012806488067916726,0.004481310511416713,9.897447049311065e-6,4.958703664686035e-7,0.005272045422715921,0.00984560447608179
8.28889225930791e-9,0.0012798038266626473,0.0044866486720214534,2.82365312228453e-6,9.67551805033571e-10,1.893225634315258e-6,0.01334305223098868
1.1630503005524286e-8,0.001281821612032454,0.004481315074881739,4.405324642764051e-6,4.875611614531666e-7,1.0996972341808292e-6,0.015973960604040282
1.1781252415888011e-8,0.0012826210400170661,0.0044813239327554065,8.101929331068624e-8,4.634427090534362e-7,0.0019072724336224754,0.019049243927475833
1.3267479257446925e-8,0.001281688489437611,0.004481314387575005,3.5236413191633415e-6,5.583954014595183e-7,4.723045142918796e-6,0.020854765876873287
3.196618860750366e-8,0.001281555830661069,0.004485252680641544,2.5867573986274716e-6,1.4124555322382677e-7,0.00010017919319817828,0.021898576915080688
4.0676100888242965e-8,0.00128247168869447,0.0044863702435599916,9.77549305501802e-7,4.350830387632304e-8,3.964878216868548e-7,0.023281351356278214
5.5574772059220196e-8,0.0012802079084735195,0.004486151808999807,1.4748000986460267e-6,1.4955058311520982e-8,0.003193246994645894,0.03184561513068642
9.310053069585249e-8,0.0012823061375279445,0.004483423941619661,3.4676900748858096e-7,2.7263121904996404e-7,2.535321230029679e-7,0.032258796487118185
1.689191002211741e-7,0.0012808226415846685,0.004485820438907541,1.4097991681124421e-6,2.119930303165362e-9,0.060763549512817594,0.05401211150259655
2.2162073999821732e-7,0.0012757913230018799,0.004490318424511622,0.000028635853882131912,6.303918012616969e-8,1.752019753234468e-6,0.10013432543051805
2.518086724822575e-7,0.0012796398490122873,0.00448524289604607,0.000011716892459782087,1.1130610746078806e-7,0.00005627284406747628,0.10733733056105799
2.9851071880507364e-7,0.0012794777745433158,0.00448966242566387,4.905596357732414e-7,4.036697122462062e-6,0.00019653947308130164,0.1097824136308547
9.00073004171835e-7,0.0012817553350585819,0.004481312879062568,1.5960132651113526e-8,5.30886468019369e-7,7.988225424020166e-8,0.12645539774176903
1.5459228830395558e-6,0.0012813675561416675,0.00448505583680598,8.650835930237605e-6,1.221813024110813e-7,1.237391621594164e-6,0.1366851896261304
1.76577882395252e-6,0.0012806922010857715,0.00448512994382502,6.549033150703823e-6,2.4866901661085014e-7,0.0002957594624700273,0.1667479649615784
2.064571885732663e-6,0.001282343959005936,0.004484954510000806,5.445517589139811e-7,3.61126248557245e-7,8.9558870776797e-6,0.19365980099269742
4.5352432269869205e-6,0.001282184966771275,0.004481774455969442,1.761664934740924e-6,4.88033614360237e-7,2.558456749137804e-7,0.20813076217905446
5.33817062248959e-6,0.001280651660293206,0.004482649682122774,7.696127502780866e-6,4.2674831090463737e-7,0.0005828978384937396,0.2954702880169404
6.235090514087193e-6,0.0012596729715363354,0.003925604937803023,9.232038643703826e-6,0.0015791306195378993,0.00005254012538417569,0.31877875066633493
0.000022774997001811305,0.001281456881000619,0.004485686736199193,3.0479339754346847e-7,6.652951006975655e-8,0.00008161408796163496,0.34590468831972904
0.00003491938387734902,0.0012775585901951979,0.004486183078958683,0.000036836940901154947,1.0500525513996755e-8,0.46739356595342124,0.20598163868163522
0.000050497476205320336,0.0012805599419732554,0.004484323704023226,7.744369835382668e-6,1.3680041814369587e-7,0.5909796179214151,0.00007968376928072211
0.00008021226035872958,0.001281484255631637,0.004486252434752112,4.9540303796525005e-6,9.650929077683507e-8,0.000010194907679156706,1.2206473655220538
0.00012644501799824145,0.0012407179713251689,0.004510646909791124,0.0001837856449529075,2.8887395790983016e-6,1.5285531423280798,0.07542579558466514
