ssd,Km_g3p,kcat_f,Keq,Km_dhap,kcat_r
0,0.00103,27025.299764582207,9.35,1,1
5.417716693012532e-7,0.0010294783820595725,27025.300040577993,9.349999979708358,0.0035946959781989305,10118.601466427643
5.41771669349238e-7,0.001029478394381016,27025.29996676257,9.349999947199308,0.0809288095926255,246972.35933540203
5.417716693533951e-7,0.0010294784031019116,27025.299777612097,9.349999992410607,0.10552826596216726,330899.8139881614
5.417716693799183e-7,0.001029478364732485,27025.29991254043,9.349999959901503,0.057169119949712924,170067.79096581083
5.417716696922532e-7,0.0010294783594736697,27025.30003438447,9.349999946984054,0.028868437423453856,83375.7156846447
5.417716696990825e-7,0.00102947841273515,27025.299822326633,9.349999971311982,0.08657083621362618,265822.0964566303
5.417716697595072e-7,0.0010294783632445112,27025.300157176876,9.349999983583645,0.00006338406796911513,177.78781905861376
5.417716698381348e-7,0.0010294784154608275,27025.29990218898,9.349999990472927,0.00014139545510829038,396.6351516998578
5.417716702601522e-7,0.0010294784081481888,27025.30026603608,9.349999957748603,0.0252727678111165,72721.70578344651
5.417716704022476e-7,0.0010294784269103078,27025.299827773943,9.349999962915602,0.1038615474085126,325067.84350516775
5.417716707132252e-7,0.0010294784321789724,27025.299855550387,9.349999980354232,0.0384322726227656,112101.26653050979
5.417716711027338e-7,0.0010294784097535886,27025.300494550833,9.349999964207333,0.004293925038208137,12095.32810640517
5.417716712090906e-7,0.001029478414393714,27025.30047836273,9.350000032239558,0.00005846809075937929,163.99803802424805
5.417716720921532e-7,0.0010294783920527613,27025.30078485146,9.350000005758696,0.00011314885749735461,317.3903207873737
5.417716724805883e-7,0.0010294784547732918,27025.299791267345,9.349999983583613,0.14810726594115994,487624.78507750167
5.417716726998296e-7,0.001029478427461118,27025.30066336155,9.349999974971938,0.000042318291985616665,118.69730452354455
5.417716727446211e-7,0.0010294783139587831,27025.30015229321,9.349999910169165,0.024895229672801705,71607.62106382867
5.417716738760213e-7,0.0010294784684129477,27025.2997469914,9.350000003175193,0.20045858168510547,703198.6052502117
5.41771675171159e-7,0.0010294783470334366,27025.30112777907,9.349999993056425,0.000584858681482059,1641.3432128155014
5.417716755841e-7,0.0010294784825474767,27025.299756126376,9.349999998438758,0.17557329314023837,597311.2727611101
5.417716760834908e-7,0.0010294783576937497,27025.30128733095,9.34999996915912,0.000029586880814392697,82.98630322979673
5.417716761580948e-7,0.0010294783407486497,27025.30121193891,9.349999994348202,0.0004098413345110503,1149.974411590441
5.41771678531352e-7,0.0010294782714525411,27025.30046451662,9.34999995236635,0.014183076923184748,40352.328447898064
5.417716793371532e-7,0.0010294785068295093,27025.300037095316,9.34999999499405,0.20813480576491908,737204.1310681764
5.417716796765997e-7,0.0010294785101637404,27025.299722804946,9.35000000016109,0.14416304982403524,472451.49138676695
5.417716797113336e-7,0.0010294785099683275,27025.29961083715,9.350000014370362,0.05169109426298906,152883.34992669316
5.417716801713097e-7,0.001029478334195995,27025.30158278627,9.349999910384462,0.00008475322573577397,237.7318938768195
5.417716806156589e-7,0.0010294785157178971,27025.29974450709,9.349999993917612,0.16818670456825371,567100.58790295
5.417716808343339e-7,0.0010294785169688103,27025.299731545198,9.349999999515237,0.16840894833073206,568001.7181796564
5.417716822429247e-7,0.001029478520601243,27025.3002844105,9.349999995639964,0.20851427816482362,738902.2939467244
5.417716827265167e-7,0.001029478527390473,27025.299734482312,9.350000002959845,0.2047459041693415,722110.394788707
5.417716828379464e-7,0.0010294785275416186,27025.29992327725,9.349999975617818,0.00042185057127370687,1183.6850988497881
5.41771684406875e-7,0.0010294785350020842,27025.30003733057,9.349999996501117,0.20843072707920857,738528.2399396172
5.417716875927674e-7,0.0010294785512607188,27025.29979096516,9.349999996501149,0.02391240002717359,68711.37690272446
5.41771688220805e-7,0.001029478553777807,27025.299732425345,9.350000054629877,0.20682756462922414,731366.5276832429
5.417716882396514e-7,0.0010294785535696791,27025.299725288154,9.350000075297867,0.16312065405659448,546689.054125216
5.417716887343978e-7,0.0010294782339138387,27025.30106474465,9.349999852901552,0.009092536436818031,25736.316654150316
5.417716892730696e-7,0.0010294785586976662,27025.299768490695,9.350000025134932,0.0013728151617052192,3855.6975325271233
5.417716892969569e-7,0.001029478223150723,27025.30085460439,9.34999987873656,0.013921053853778485,39596.32389797935
5.417716894434152e-7,0.0010294785594790045,27025.29972876714,9.350000009849198,0.2075135983386078,734427.6466369008
5.417716904042735e-7,0.0010294782307292867,27025.301223789946,9.349999884764728,0.007140530896412121,20171.452124317857
5.417716909432057e-7,0.00102947827148884,27025.30196200321,9.349999921579622,0.0004993450515172586,1401.2386362295183
5.417716924046957e-7,0.0010294782413061102,27025.30167273175,9.349999961839194,0.00208915401766111,5871.825734678715
5.417716928326094e-7,0.0010294782680973448,27025.30207585086,9.349999941816993,0.00005451276382703697,152.90310873763826
5.417716971702534e-7,0.001029478200554407,27025.301282948443,9.349999960547402,0.00048003819913040673,1347.0346870961816
5.417716976804322e-7,0.0010294782422045872,27025.302124286307,9.35000000360573,0.00006314559564412523,177.11891220412818
5.417716989913138e-7,0.001029478195406567,27025.30131747242,9.349999883473016,0.008654373197697511,24485.274871293666
