ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
1.4744018353754747e-6,0.06570944670860217,1.0611068885298065e-9,2.2162789250882377e-7
1.4767940339809894e-6,0.06585863731284976,9.672541340220323e-10,7.080015005639699e-8
1.4767998950996417e-6,0.06585900261005617,6.972457361567231e-10,1.669758330414252e-8
1.4768439394874427e-6,0.06586174766185278,1.0430955595666106e-9,8.63064343700091e-9
1.4768676496594247e-6,0.06586322536364597,1.3674071719592233e-10,3.165640773877969e-8
1.4768746766186507e-6,0.0658636633050295,1.0781893821428824e-9,5.798902653370465e-10
1.476877135897144e-6,0.06586381657431171,1.2796389620638292e-10,2.13031731292823e-8
1.47687849542725e-6,0.06586390130403781,3.039983871269457e-10,2.8824856939837945e-9
1.4769097445079908e-6,0.06586584881730581,1.2638218383480182e-9,1.0764175290862045e-7
1.4769144298635568e-6,0.06586614081082441,2.408510447006736e-10,6.68329201843904e-7
1.476932881369124e-6,0.06586729073779575,7.978561043711672e-11,1.421807983291349e-7
1.4769352244661672e-6,0.06586743676203904,1.2994271934359502e-10,8.630681433938652e-9
1.4769359377225096e-6,0.06586748121051762,1.0055517654871238e-9,4.2309601573887284e-7
1.4769368152003864e-6,0.06586753589689626,1.5347321487996758e-10,2.8954627881305406e-7
1.4769390912177262e-6,0.06586767774037176,8.100521163596989e-10,2.5500694841550656e-7
1.4769398574218896e-6,0.0658677254916249,2.1662055730623966e-10,5.1849671318173195e-9
1.4769407519744018e-6,0.0658677812382901,1.0475647383526951e-9,4.403732803251948e-7
1.4769416632747259e-6,0.06586783803296828,8.088271306080915e-10,2.319812411091344e-7
1.4769634308489963e-6,0.06586919459580011,2.6812380440129763e-10,3.395858520111128e-8
1.4769657870480787e-6,0.06586934143384766,6.129505627878646e-10,8.231331718431944e-8
1.4770343572459597e-6,0.06587361464138555,1.1060813654102532e-9,2.0320695809342994e-7
1.477231755708625e-6,0.06588591539058664,7.385856399280046e-10,9.612890875466879e-8
1.4772375038256295e-6,0.06588627356064797,9.204758319688888e-10,2.1011497236099663e-7
1.477322082012419e-6,0.0658915435794317,1.0583338438613324e-9,3.742115114512083e-8
1.4773606753493956e-6,0.06589394822900901,9.499158741531262e-10,7.656512144436459e-8
1.4773813642452088e-6,0.06589523727947681,9.785751561879873e-10,3.051290889592769e-8
1.4775858281168553e-6,0.06590797591961971,6.177966602667514e-10,3.281548532610557e-8
1.4778880326164709e-6,0.06592680151355708,4.35973775135296e-10,2.82109214182848e-8
1.4782910121351986e-6,0.06595190008587662,7.631392004876977e-10,2.5907927021791768e-8
1.478301487703486e-6,0.06595255245849216,3.744821826809769e-10,2.5908117006480477e-8
1.4785621842130184e-6,0.06596878632439891,3.269635046241148e-10,2.8822387138884772e-9
1.4787723160918072e-6,0.06598186983106355,1.9587656782022704e-10,2.590832598963805e-8
1.4791504016370456e-6,0.06600540699836116,7.645930297313638e-10,9.789835015140016e-9
1.4792893548747378e-6,0.0660140561388349,5.814778519388719e-10,1.9000159734320396e-8
1.4793665950292237e-6,0.06601886367320314,7.551566010294203e-10,1.2092810413164174e-8
1.4796547976868305e-6,0.06603680006011821,2.2112473568522717e-9,1.0419600060956136e-7
1.4797405354391766e-6,0.06604213544599827,4.6241192915900064e-10,5.184834142535225e-9
