ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
5.417716693012532e-7,0.05064251848811959,1.0212496752049542e-6,2.170229106346878e-7
5.41771669349238e-7,0.05064132223146312,7.481151540856884e-7,5.647132814843682e-7
5.417716693533951e-7,0.05064047554257638,4.821367574224396e-8,8.116997032921842e-8
5.417716693799183e-7,0.050644200729620996,5.474804185330526e-7,4.2886093013143387e-7
5.417716696922532e-7,0.05064471129421339,9.983321706155152e-7,5.670154589466999e-7
5.417716696990825e-7,0.050639540276708965,2.136680320330822e-7,3.0682371438559583e-7
5.417716697595072e-7,0.05064434519309737,1.4526931164962585e-6,1.755759839358888e-7
5.417716698381348e-7,0.05063927564782163,5.091776044359351e-7,1.0189382314722978e-7
5.417716702601522e-7,0.05063998561275131,1.8554979120511327e-6,4.5188659944086826e-7
5.417716704022476e-7,0.050638164047797085,2.3382436489287039e-7,3.9662457513191055e-7
5.417716707132252e-7,0.050637652526959426,3.3660377903195483e-7,2.1011516234568532e-7
5.417716711027338e-7,0.050639829748689094,2.7010565365715767e-6,3.8280926853859423e-7
5.417716712090906e-7,0.05063937925108651,2.6411567256024893e-6,3.448081131373231e-7
5.417716720921532e-7,0.05064154827561618,3.7752375095689434e-6,6.159033829587612e-8
5.417716724805883e-7,0.050635458903714035,9.874132264651071e-8,1.7557632590832848e-7
5.417716726998296e-7,0.05063811057107228,3.3256961153220082e-6,2.6767980108175874e-7
5.417716727446211e-7,0.05064913021523907,1.4346223959161826e-6,9.607575863815645e-7
5.417716738760213e-7,0.050634134665285775,6.509014290555778e-8,3.395928814445949e-8
5.41771675171159e-7,0.050645919083833625,5.044150752157953e-6,7.426282999121976e-8
5.417716755841e-7,0.050632762380911925,3.128857260617675e-8,1.6697773288831226e-8
5.417716760834908e-7,0.05064488410197664,5.634530440939938e-6,3.29848984727184e-7
5.417716761580948e-7,0.05064652925732169,5.355562066523151e-6,6.044702943771284e-8
5.41771678531352e-7,0.05065325703485225,2.589922840758966e-6,5.094508012121576e-7
