ssd,Km_g3p,kcat_f,Keq,Km_dhap,kcat_r
0,0.00103,27025.299764582207,9.35,1,1
1.2757133542350566e-6,0.00103067961325926,27025.29976452927,9.349999997577571,0.08678272817647278,266223.60255382885
1.2757134031496154e-6,0.0010306794784991414,27025.299764493844,9.34999999973051,0.00002804484740252573,78.56926525948195
1.2757134391286775e-6,0.0010306793112903226,27025.299764683412,9.34999999757759,0.042577967825167616,124585.9343335217
1.2757135315763693e-6,0.0010306790460555897,27025.299764464384,9.349999997362278,0.013575254722056089,38554.1952257527
1.2757135961643014e-6,0.0010306803906637038,27025.29976458616,9.34999998293777,0.17950725470283765,612906.6118009728
1.275713634266375e-6,0.0010306804092292104,27025.29976453078,9.350000009849218,0.024488239701612225,70325.38135624812
1.275713661077134e-6,0.00103067994477823,27025.29976442506,9.349999998223485,0.00008582752044120337,240.4645586325616
1.275713678140932e-6,0.0010306802339950939,27025.299764707175,9.349999999515218,0.18229679190149414,624554.6358581964
1.2757136848346614e-6,0.0010306784330945994,27025.299764560645,9.350000013293904,0.00006376407618230361,178.64531706607528
1.2757136903114322e-6,0.001030678434598649,27025.299764617324,9.350000000806968,0.00008527128794987089,238.90636917730404
1.2757137030209725e-6,0.0010306784356197381,27025.29976454073,9.350000027072577,0.0001749984922578406,490.34097217741487
1.2757137123937353e-6,0.0010306784375725638,27025.29976464075,9.349999999515205,0.0002445459218714921,685.2586281484502
1.2757137161015985e-6,0.0010306783973107155,27025.299764547624,9.349999998008153,0.0067765946403441964,19114.03819935379
1.2757137222341258e-6,0.0010306784527043368,27025.29976465467,9.350000003175127,0.00017063809350861212,478.1211626872192
1.2757137223805485e-6,0.0010306783912212457,27025.299764545252,9.350000002959874,0.0013243021789272377,3714.928855954903
1.2757137532620802e-6,0.0010306788521519722,27025.299764415246,9.349999996931752,0.000027130470545723092,76.00756226373527
1.2757137755574794e-6,0.0010306784212503516,27025.299764647298,9.34999993751122,0.0002813605028416401,788.4483007300144
1.275713776526818e-6,0.0010306783981834317,27025.299764664363,9.349999999730487,0.000031446796864482776,88.10041598800112
1.2757137951025868e-6,0.0010306793045708846,27025.299764788448,9.349999997577608,0.06697216954373977,201088.5182881497
1.275713834192474e-6,0.0010306798556920832,27025.299764375573,9.34999999908465,0.049720172763411966,146577.86464862982
1.275713863664042e-6,0.001030679994295834,27025.29976478629,9.349999998869322,0.09716964118320402,301516.89896490215
1.27571396583945e-6,0.0010306784542167687,27025.29976474786,9.350000007696295,0.0000379881510340979,106.42717067226361
1.275713996660971e-6,0.0010306786249285231,27025.299764781812,9.350000008988053,0.00002713933159019762,76.03240434189077
1.2757140233274825e-6,0.001030680360018043,27025.299764380394,9.349999991980006,0.1693152165779517,571014.0503550887
1.2757140338573806e-6,0.0010306804006814207,27025.299764780993,9.350000005328113,0.08618576321279382,264219.3704471924
1.2757141024286032e-6,0.0010306803924117161,27025.299764367286,9.350000006619826,0.11080105461506365,349085.6528462369
1.2757141297191829e-6,0.0010306783477268837,27025.299764393774,9.349999998438776,0.0056136215810964245,15815.243187274033
1.2757141298142636e-6,0.0010306804133721156,27025.299764366737,9.349999966360249,0.20738883606951403,733013.9284967696
1.2757142046581852e-6,0.0010306784387317397,27025.29976436362,9.350000021690246,0.000030050055050575974,84.18722432820235
1.2757142084645143e-6,0.001030678437080726,27025.299764363288,9.35000002384315,0.00007293506050438516,204.3411780744345
1.2757142386512249e-6,0.001030678707666759,27025.299764838925,9.34999999284116,0.00005218615781853022,146.20618470600792
1.2757142403841882e-6,0.0010306786286176748,27025.29976483097,9.34999998035425,0.000027134080908783682,76.01769381616924
1.275714275882622e-6,0.0010306787209439787,27025.299764317744,9.349999997147043,0.000037036660379856304,103.76135981112148
1.2757144259543421e-6,0.0010306786828988682,27025.299764868225,9.349999996501122,0.00006755947534410473,189.27941123488566
1.275714494061692e-6,0.0010306783439643225,27025.29976484361,9.350000006619814,0.00015615287422547232,437.527860685411
1.275714505986618e-6,0.0010306784350564684,27025.29976485396,9.350000039559477,0.00017705691865098184,496.109647432545
1.2757145745949285e-6,0.0010306784381467545,27025.2997642991,9.349999958825098,0.0005836271358767059,1635.975847602445
1.2757145924162141e-6,0.0010306783760009172,27025.299764300307,9.350000000806965,0.0022990557444023635,6455.605962072496
1.2757146210806114e-6,0.0010306784982308064,27025.299764283285,9.349999981000149,0.0050857220533428865,14320.388589077276
1.2757146379806384e-6,0.001030678395732042,27025.299764290823,9.34999999994578,0.0030675880461941986,8620.23704007818
1.2757149724489897e-6,0.0010306784182428183,27025.299764240655,9.350000010064504,0.000052738646423965865,147.75417497544524
1.2757155703643377e-6,0.0010306820718250136,27025.299764532512,9.350000012863303,0.000027130565583784298,76.00759071601352
1.2757156203612437e-6,0.0010306820983447017,27025.299764553616,9.349999953012226,0.0003409780023029435,955.5662447437671
1.2757156837665317e-6,0.0010306816195651818,27025.29976486023,9.349999999515216,0.02254943119053086,64628.981998530144
1.2757158736740906e-6,0.001030682214955599,27025.299764667543,9.349999999515203,0.001376586967758118,3861.7858437033788
1.2757165829319932e-6,0.0010306768073010987,27025.299764868974,9.349999979277792,0.0027060061527831194,7601.409592430377
1.2757170106264728e-6,0.0010306820574032423,27025.299764213683,9.349999999730525,0.0001808335888276592,506.69192886939504
1.2757174092522213e-6,0.0010306801790406193,27025.299765179803,9.349999990257674,0.16546720783790675,555463.6806991708
1.2843326164474433e-6,0.0010306820729824185,27025.29979256475,9.349999410477155,0.0000901461339201158,252.5646831701259
0.00017487226074746178,0.0010531103477612526,27025.298774802613,9.350092795652756,0.00003383826145383508,92.77817799284205
0.0004671627322108691,0.0010686642984917842,27025.299024496868,9.350069360086174,0.0005838050493469329,1578.2342921816776
0.0521556922874915,0.0015063569905573325,27025.286921777697,9.350374522009247,0.0009187647967222072,1761.822890623236
0.08921528765722664,0.0017095509266201266,27025.29884070125,9.350592004138253,0.000033850123948752943,57.13223778485638
0.9251501172440514,0.005610412036659993,27025.271720125605,9.350391325353941,0.29834682845816296,217821.64105474853
1.0072012000128712,0.0061520340364295,27025.29859381537,9.350584584934582,0.012577596397727068,5947.406721985546
1.7841092598272592,0.012896542870191938,27025.28590553655,9.353881821319767,0.018379660110420713,4140.58507559967
2.225311646573999,0.019974016237683485,27025.28494724093,9.351262727787702,0.456412758106433,119058.5900917959
2.264311272860153,0.020789431962165515,27025.28199246441,9.35055111386858,0.4903512762797129,130979.35984714379
2.271034158062266,0.021003705649093204,27025.293179936125,9.352629771657773,0.039413436440163076,5526.238073026492
2.2786123248005885,0.021072974167776037,27025.278370368957,9.350711620797929,0.23729405280369614,41771.465995842496
2.4866531409341714,0.02662553752719576,27025.283827586754,9.350774685396617,0.03562282658022746,3902.8844120831473
2.519988875277959,0.027769507303187408,27025.293916653507,9.349975799682285,0.2786614063237056,39092.96929616297
2.709600803711729,0.03524350710094523,27025.29548381708,9.349416738007312,0.3880849060627326,50183.40322582977
2.85546482815995,0.04320125489335951,27025.287511973223,9.353806527409615,0.18277925777252393,14311.781701487684
2.884175406465281,0.04502070929528375,27025.28240544667,9.349986562308338,0.48244330944638325,57151.710865118344
2.90805656950236,0.04633950172513226,27025.273152752612,9.358355889238016,0.48852337809731466,56763.94008598108
2.9616072984069617,0.05117008471023231,27025.29247737588,9.348500090372537,0.38187290076029645,33116.295980602
2.9997970011382487,0.05459792213621119,27025.29201141702,9.350260904194185,0.47708418564376276,45661.518295415626
3.061628378412232,0.061096033211764635,27025.295893935316,9.350021668650562,0.0001905388628150515,8.46510456923625
3.1043588366864086,0.06617619422946079,27025.288150677432,9.35028511273103,0.43276060299054225,31116.444280425552
3.1067438873068074,0.06668644005926799,27025.298814489423,9.350003975523313,0.4955876367972375,39745.09064366882
3.2310826604401,0.08762318282795512,27025.293796852256,9.35172674051139,0.22904034858421973,8939.519567513958
3.243209095810082,0.09023904350537443,27025.291959823535,9.349978589640722,0.4788997318527145,26780.327672175685
3.3218555103093452,0.11199518741378083,27025.302442728538,9.349991841685437,0.4883433578370461,21873.685235190114
3.339964063796782,0.11828827342030122,27025.295109061895,9.35001228600565,0.49059841329703063,20749.566770116457
3.3483600191242826,0.12155039966787733,27025.299529397358,9.350004960052743,0.4903202126289522,20095.62505241005
3.39106536890413,0.14034100320243223,27025.29593854749,9.352256788336737,0.48566404469960756,16714.167056435675
3.3955743313787563,0.14263771214179669,27025.295706510915,9.347587193559857,0.4951495906453443,17044.122764172742
3.412294382020321,0.15198879037012009,27025.29828988466,9.3502466906805,0.49951585794963244,16095.201583472923
3.414613930814241,0.15331922617486207,27025.30255177259,9.349323721893589,0.4699885473354423,14155.182323651898
3.4205375524071786,0.1566108378772208,27025.292463584145,9.350719166918973,0.49048279046445975,14982.921632093665
3.458157846526159,0.1841262107450281,27025.30167532204,9.350119904631631,0.45937215463849,10882.457801396267
3.4691849924815825,0.1938577834364231,27025.301063707364,9.349605972756207,0.49689199940317297,11871.522914132676
3.4695918562402372,0.19424541264917755,27025.298870840266,9.350002058780628,0.3970680925716878,7896.007217127019
3.4781667638794325,0.2024606739395876,27025.302366816457,9.349998950614092,0.41728916163855345,8153.694532915948
3.4928867332415385,0.21841819023494777,27025.300539959684,9.350001990748408,0.4992731005554683,10312.921531363148
3.500093917452021,0.22702511130672218,27025.302108892756,9.350038974499888,0.4947150359991437,9635.3470023751
3.501666824726781,0.22907236540002193,27025.300003069347,9.350781802456309,0.4618511953196202,8347.630283813018
3.521652358502021,0.2574603605278397,27025.299515582796,9.349975704954193,0.497071051405652,8239.125917126448
3.5272519522885504,0.2666563400150317,27025.299914214116,9.349993120086571,0.4876329523432014,7565.3097426410895
3.533774674680392,0.2781941351536396,27025.299586752837,9.349999777118907,0.4999755190172791,7498.7491394758945
904.1230295422965,0.1915779166206977,27025.299926307893,0.3013619434142292,0.3807920941753704,232716.01288250752
15637.987504182895,0.12483293204670369,27024.79270117856,47.047121458894345,0.49995221451933647,4026.3182407587683
