ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
5.454282941837351e-7,0.0503753649373717,1.3404168320505635e-7,0.00419525254958529
5.477584737230474e-7,0.059960114955629334,8.72585364005723e-7,0.00003134221364438962
5.5558172920965e-7,0.03908237064976632,5.243786949325065e-7,0.004706795109710883
6.034474185063371e-7,0.02428112759098775,1.2812422126464275e-8,0.008146422032342844
6.160322703787172e-7,0.017869784103100052,1.3440056364613168e-7,0.00103494505372143
6.479839368505615e-7,0.011397997755095942,2.1028024643802944e-9,0.0004925614620110549
6.821391189878353e-7,0.005529910721243568,6.9531806627067705e-9,0.0006587564921791427
6.846649298380392e-7,0.09289259492573824,4.696790023245204e-7,0.00976178949971129
6.988427357607298e-7,0.00290684989329648,2.9618405494224074e-9,0.0002158469758959178
7.043743704438674e-7,0.002548647737850922,4.1284185765518003e-7,0.0039123131533616825
7.526399142090282e-7,0.004670003011547831,4.796576689502056e-7,0.00011060876176469217
7.631849319949281e-7,0.006029300380074675,5.725179561556857e-9,0.0005307864815006148
7.771503939644064e-7,0.007716202486917449,2.62490068006891e-7,0.0017740276466281435
8.122027766067034e-7,0.011997097520245322,4.6346460922246994e-9,0.0002630314368499047
8.355475066837945e-7,0.013994484062874681,7.239801751957342e-8,0.00530665526658038
8.547766893876881e-7,0.01674898813335048,3.609407055729598e-8,0.00026930596434759745
8.807446217828314e-7,0.01949061847560845,3.1281289998576535e-9,0.0001653628939828178
9.159173613156529e-7,0.02303819349387626,3.98376135528266e-10,0.0003719617865006106
9.583094235709421e-7,0.027101291717739107,5.408217863673889e-9,0.0004081744009644253
9.605558863922891e-7,0.027312267275320105,4.948673208856563e-10,0.00029508563454889536
1.008259966645618e-6,0.0316340105183316,4.969969114999894e-9,0.00029468959109892924
1.0592873851347232e-6,0.03601973626151272,3.766360037827044e-10,0.0001805944679409564
1.0763671372359574e-6,0.03743804668426743,1.0375898543753198e-9,0.00026426331655094424
1.0848768104430934e-6,0.03813774408860186,6.244527751540023e-8,6.044865456674002e-6
1.0858794374048071e-6,0.03821968265170337,1.5403051609003956e-8,5.232667347549467e-7
1.0941742745416938e-6,0.03889323856743818,1.6937245302528198e-9,0.00029379849301353154
1.0988716951942144e-6,0.0392733925539754,1.4901480519939173e-9,0.0002801050590712237
1.1219567885708142e-6,0.04111716260999565,3.989890322455263e-8,0.0003708335241068188
1.136404610323628e-6,0.04225335903828395,4.1607516043171146e-9,0.0003476350625451013
1.1374506053517306e-6,0.04233598572814656,9.735271379808136e-10,0.00025233135154488636
1.1395669773145868e-6,0.042500485590982934,1.6771333770785757e-8,0.00031598613509246855
1.196587709682434e-6,0.04684479379031982,1.034356834287808e-7,0.00003554443257609848
1.215072911160197e-6,0.048211320307250984,1.077879770359509e-9,0.00016871545256056885
1.2340531263712253e-6,0.049592933344108206,4.606081039863038e-10,0.00044631886269031693
1.2389055073909397e-6,0.04994621766411961,5.687972302024515e-10,0.00018731570176357994
1.2434179160433882e-6,0.05027130699899579,9.55367733816874e-10,0.00019714311559815824
1.2574979528269752e-6,0.051279325580984816,1.807500129951573e-9,0.00017374889472512465
1.2693600971525998e-6,0.05211895914028334,7.010418458485178e-10,0.0003936819880856301
1.2795308565692946e-6,0.052837076260208754,8.313210997392577e-10,0.00011441826991984727
1.281088785159399e-6,0.05294649945042409,3.375172280225793e-10,0.000027673043246098513
1.3092486376954596e-6,0.05490145230053342,6.184024224516121e-10,0.00011568469037616951
1.3155172600991065e-6,0.05533183865299624,3.168136226822241e-10,0.00009603675238775803
1.3172504807977261e-6,0.05545044348709814,3.099213951566962e-10,0.0001187471252546431
1.3195016541935789e-6,0.05560458334137994,5.048475894157859e-9,8.181664021263557e-6
1.3382407333483552e-6,0.05687740833620166,6.02060304842255e-10,0.0000631950077009535
1.3497428323258922e-6,0.057651331608895864,1.1225446354565825e-10,0.0000456447136486913
1.352596718665525e-6,0.057842018213541076,4.3911027711468665e-10,0.00019103897448164323
1.3604437533125712e-6,0.05836639106406495,1.0932930526187463e-9,0.00004864037557754735
1.3728404229757177e-6,0.059188985884458305,1.274685173529856e-9,0.000012132900165240734
1.3900024571197194e-6,0.06031727118479697,2.0097843155494393e-11,0.0001776540721210801
1.3953939956303443e-6,0.06066992777488716,5.894469900152637e-10,0.000014021019354461417
1.3976581376502963e-6,0.06081751311240867,1.1115601478377723e-9,0.000014709491986900866
1.4087342397379613e-6,0.06153667155222646,8.37190262241465e-10,0.000049743313316310106
1.4119701253726032e-6,0.06174569012092825,1.1278349585377006e-9,0.00013880031323704455
1.412747353970535e-6,0.0617956636235221,3.915337151157155e-9,0.00019028293084990283
1.4152066561921566e-6,0.06195484344751805,2.10441783020659e-10,0.000011310877339912213
1.4155162982656245e-6,0.06197480815552059,3.4384407750890376e-10,0.000012478287750677081
1.4157525859662316e-6,0.06199004320173382,8.020964396651933e-10,9.038071301471394e-8
1.415921711937655e-6,0.06200092340668026,5.31630354815767e-10,0.000040302718700099516
1.4228241074637364e-6,0.062137937761967486,0.000011343897522957735,0.004797664614705751
1.4255656012066248e-6,0.06262084119546786,2.495228669115038e-8,0.00003794717489968134
1.4274578794383587e-6,0.06274209887395052,1.2743755617464826e-9,8.842506382488815e-6
1.4302950164441388e-6,0.06292363353618557,3.487844046609911e-11,0.000010599378373216918
1.4308867732634869e-6,0.06296146100230206,5.484301594092412e-10,9.73360640573033e-6
1.4325112302216822e-6,0.06306517910805429,1.2463799258385915e-8,0.00006712782047871127
1.4346601166780564e-6,0.06320237263768728,4.878404795412705e-11,3.162029012957918e-6
1.4433777843217418e-6,0.06375701322419679,7.346549164173521e-10,0.000018980786520651333
1.4433943957517406e-6,0.06375807227563675,6.538193181931431e-11,1.9000368717477974e-8
1.444397029068382e-6,0.06382169023674149,4.2400660663882283e-10,4.726097683140003e-7
1.444763819370032e-6,0.06384495458403593,3.4531136813445555e-10,3.735987918316628e-7
1.4450899656571932e-6,0.06386563701678205,1.5495531302559377e-9,1.4961007738679774e-6
1.447203067662928e-6,0.06399954843208285,2.048351174652247e-9,2.124172828126103e-7
1.4472757054913902e-6,0.06400414885141534,2.9212544830367306e-10,5.946462431195523e-7
1.4509777247893232e-6,0.06423836766895852,1.0316937691093407e-9,3.611032651743081e-6
1.4513599411627718e-6,0.06426252256646492,2.2656851851984337e-10,3.3232101990030002e-6
1.4535540471022536e-6,0.06440108530392705,3.7658215825516126e-10,3.742082817115003e-8
1.4544217596720252e-6,0.06445583727534467,2.1383405125587976e-10,7.07473552112525e-7
1.4548268283982058e-6,0.06448138789131803,9.89250032023424e-10,5.175022003317631e-7
1.4569333275859542e-6,0.0646141685172474,6.257927211069146e-10,4.865941973773557e-6
