ssd,Km_g3p,kcat_f,Keq
0,0.00103,27025.299764582207,9.35
1.2757133281911097e-6,0.06598287327520565,4.7895596749664465e-11,1.456427563221406e-7
1.2757134275642218e-6,0.06602465403343025,2.1888206946305348e-11,3.742082817115003e-8
1.27571346646696e-6,0.06592810403937369,3.3732876867617815e-10,1.4395215857122218e-8
1.2757134706126848e-6,0.06603183516344666,1.2986195105228024e-10,1.900055870216668e-8
1.275713519009279e-6,0.06603672838193364,2.2008013245088938e-10,7.656502645202023e-8
1.2757135565934317e-6,0.06604703567758911,1.6894034266674792e-10,1.1340655331036821e-7
1.2757135587303952e-6,0.06598482751202184,5.356283852358486e-10,1.3873502703160693e-7
1.275713603187543e-6,0.06605765970191997,8.169712666489986e-11,1.790221731997319e-7
1.2757136589387962e-6,0.06602008722287037,5.559281491196299e-10,9.038052303002524e-8
1.275713697867553e-6,0.06593228959261853,5.082883186257956e-10,1.1472671321570715e-6
1.2757137167704333e-6,0.06607425904006337,1.0471608968961211e-10,9.790252981455168e-9
1.275713739360206e-6,0.06605889945409393,4.084856333244993e-10,1.6981122153107877e-7
1.2757137496810214e-6,0.06592575399251248,6.145524672322744e-10,8.179974297442209e-7
1.2757137580033325e-6,0.06601346498061086,6.785478767173516e-10,7.6564912461207e-8
1.2757137588865382e-6,0.06587083105672795,3.248500676680447e-10,4.680042734812049e-7
1.2757137704888982e-6,0.06607081578421488,3.3022115904047754e-10,2.882086726137512e-9
1.2757137721719408e-6,0.06589052635722734,4.668003396537704e-10,8.260482399112913e-7
1.275713779026453e-6,0.06596780240040115,7.54914296155476e-10,2.0090470463722288e-7
1.2757138057198227e-6,0.06603087021092377,6.618961473246211e-10,9.959086674767449e-8
1.2757138124491331e-6,0.0660522286843978,5.584454275322739e-10,1.7229901403427608e-9
1.2757138524093892e-6,0.06586322422178108,4.082971739780981e-10,3.4136213285663755e-7
1.275713930337583e-6,0.0659352796922323,8.427228901965275e-10,1.8708886608677816e-7
1.2757139335348712e-6,0.06588062182301593,6.277311600984693e-10,5.370820223497941e-7
1.275713957223435e-6,0.06588678200155146,6.245542739734212e-10,9.745732539457892e-7
1.2757140186367476e-6,0.06606158975243874,7.045283437569392e-10,2.4748735443652664e-8
1.2757140409693502e-6,0.06587586961382141,7.244108048022608e-10,9.79000600135985e-9
1.2757140528764013e-6,0.06586809396998575,6.615461513955904e-10,5.50897385938517e-7
1.2757140804578308e-6,0.06605882287369451,7.703948853241422e-10,1.283650927679723e-7
1.2757141279209336e-6,0.06609432583071093,5.625376876255561e-10,1.790218502257611e-7
1.2757141460474391e-6,0.06605881372561763,8.190712422231828e-10,2.296788356651763e-7
1.2757141548153283e-6,0.06585566581046111,6.123986461305469e-10,9.584553519238262e-7
1.2757141560887507e-6,0.06599693240576357,1.004421009408717e-9,6.044680145608638e-8
1.2757142364467916e-6,0.06585688038922904,7.729390865005577e-10,9.498546690722341e-8
1.2757142506992862e-6,0.06603628467402613,9.810655118368597e-10,9.79002499982872e-9
1.2757142600661964e-6,0.06605880111965161,8.98426088439954e-10,3.1717708198437535e-7
1.2757142641761733e-6,0.06592784723421553,1.0353148808366202e-9,5.324770974710648e-7
1.2757142903255983e-6,0.06606254545303292,9.091144256572765e-10,5.2379823592007026e-8
1.275714292731099e-6,0.06591468940921827,1.0275342021066296e-9,5.094510101953152e-7
1.275714368408282e-6,0.06588531945195732,9.70121408363707e-10,7.304996393882747e-7
1.2757143891425274e-6,0.06613398069647353,3.768244631291055e-10,7.487619555870679e-9
1.275714393285856e-6,0.06608140261348494,8.858935419042774e-10,3.9723936558456285e-8
1.2757144377901014e-6,0.06608059267195716,9.204758319688888e-10,9.382610434286447e-8
1.2757145608852864e-6,0.0658674051015672,1.0476455066440098e-9,1.490879576656024e-7
1.2757146674745139e-6,0.06605797891346042,1.1539096552504885e-9,1.018934241793835e-7
1.2757146906369519e-6,0.06593753768683434,1.2902330696079514e-9,1.4103758446331595e-7
1.2757147260615575e-6,0.0658676873202769,7.539450766596987e-10,2.486212267552019e-6
1.275714751124951e-6,0.0658650936571033,1.1440155395644281e-9,2.515614430965428e-7
1.275714860269386e-6,0.06606327448406833,1.2370067656315113e-9,2.014379156645449e-8
1.2757149500749007e-6,0.06614780608279036,7.952445962853227e-10,5.184853141004096e-9
1.2757151600157957e-6,0.06586795880584825,1.2591238160698752e-9,1.4891928165958174e-6
1.2757153159594784e-6,0.06606347863430587,1.4474485486521704e-9,7.310285947585696e-8
1.2757153337540731e-6,0.06606671194966669,1.4459139511171896e-9,1.4394968877026899e-8
1.275715669072042e-6,0.06576639985480699,1.0683356506024794e-9,3.051330786377397e-8
1.2757157045224657e-6,0.06620974059387669,5.360995336018515e-10,1.1138713955947204e-6
1.2757157392105636e-6,0.0662151953320161,6.02262225570542e-10,5.123657172925036e-8
1.2757158617823749e-6,0.06586728579958116,1.3087693924646932e-9,2.8983750444252446e-6
1.2757159270235109e-6,0.06587108324676376,1.680020843493079e-9,2.90705641377413e-7
1.2757162192251778e-6,0.06625523327558495,1.6996340769006846e-10,5.007720916489142e-8
1.2757164358638272e-6,0.06606419124612042,1.8109597050962228e-9,1.3061450388286271e-6
1.2757166968460378e-6,0.06605922697506511,1.9615925683982873e-9,9.498567589038098e-8
1.2757177798221634e-6,0.06586793228386313,2.253569941501217e-9,5.244096446452636e-7
1.275720133187545e-6,0.0658672674901433,2.834495876782771e-9,6.505208730572422e-8
1.2757211541944527e-6,0.06586753246820688,3.047360708542873e-9,4.2539817420273557e-7
1.2757223545487743e-6,0.06586807431430562,3.28733676342097e-9,5.353943313646129e-8
1.275726505373555e-6,0.06621689030181943,3.705003059191583e-9,2.7051178884548446e-8
1.2757628834530748e-6,0.0647807497805728,1.4654060320878228e-10,8.64049148332467e-7
1.2804567016587384e-6,0.07598988277848084,2.3204057025641968e-9,0.00011256929646778345
1.2900221381912846e-6,0.08496519610365669,1.411654734217837e-9,0.00013129751371456159
3.1808310512834445e-6,0.04733284765577797,5.0886890802653e-7,0.003600296962205488
0.6092394203831853,77.76217613262557,0.000054025900327877164,2.262200126655265
1.9438220258909735,1361.042436266515,1.0800917850151289e-6,0.138876432892688
2.6350146011290905,222.80909999773684,0.0015093197550102501,1.8904578495068678
3.0459292823347055,5094.8276702608755,0.0002698286696519674,0.0011784175430922736
3.0962173320395983,1631.5736724795524,0.001106298588095171,0.005991666506250271
3.273439703176192,9388.099106295424,7.853049676671062e-6,0.00008198408834761314
3.302723518251323,4867.165468837271,0.0006503869611145995,0.14349368962512546
3.312327621210317,10038.45574373242,0.00013457774998711607,0.04331508400367696
3.3384472228492053,11337.970795040985,2.2760678548172756e-6,0.013286885533376033
3.4229664579004258,13233.793812966345,0.00021800213339031658,0.006669284972458432
3.4648340116183354,15767.242811934984,0.00020662225756468575,0.005663616965624833
3.4932982518190347,18702.026519719344,0.00017407703790209232,0.0036294696611999513
3.530867097399562,26387.364021610105,8.574707763491498e-8,0.026007314634807117
3.537425684924779,12656.289790647537,0.0004534259826538227,0.05036074394085102
3.541825948487541,26686.541052418223,0.00010759618677829318,0.0072683229055937925
3.555381648918772,24172.850141779003,0.00021898194820516246,0.017744004761244745
3.565770091566626,25090.075195583115,0.000230916285441204,0.01776779344483814
3.5681936626257995,24362.883471862482,0.00023288746672691748,0.25997965095647846
3.6017271466777383,10890.715650860651,0.0005861842624482937,0.05599671371353443
3.751644799094456,8218.66249343796,0.0008108358453226205,0.14479930180044676
4.0260645597399805,1119.107683214591,0.0015078841834388357,2.152514446221246
4.812230125545922,10215.89683539213,0.0013702730381192005,0.0006425487008205639
5.4699820596073785,447.1532563095501,0.0023795590518003516,0.009144798050635228
18.266641867123877,1714.0369273675897,0.004477628391033878,0.07579278794702517
842.7096657702309,19880.85138965947,0.000024440864280132552,93.41830468599322
