ssd,S05_fdp,n_fdp,kcat_f,Keq
0,0.00007,2.05,5.7,41.5
0.0012063158382436714,3.475628049841391,2.4453083081903526,0.0001438071359615877,0.00001238811782366019
0.0012063165762217884,3.476085274452714,2.445310569124524,0.0002499007636614399,0.00001576282732934575
0.0012139339622899152,3.490440774950549,2.4686435294434155,0.0009804837947706545,9.636101844167922e-7
0.0012175281184045503,3.49579041878171,2.4796169465086564,0.00022796212643097453,5.566478495279899e-6
0.0012184239099601718,3.4985048113799335,2.4823456426349235,0.0011306721460700548,5.179874041876093e-6
0.0012340789234014829,3.524977292819504,2.529829222728296,0.00046079614410325767,0.00006761886363715732
0.0012344982422087918,3.5328663874556208,2.530891376280389,0.0021161932287608273,0.015429274579870358
0.0012355761890373356,3.527863478074035,2.534346447249077,0.0006862901458198802,6.535175977348105e-6
0.0012355981839614993,3.527303517242263,2.5344130691144566,0.00022036175109992916,9.82260818332234e-7
0.0012368754716237977,3.551639491425999,2.5359006772910666,0.009627576805661096,0.05346856423058678
0.0012413027584471685,3.5377252120201,2.551586760182482,0.0006407947544903835,3.3384967893258603e-6
0.0012446247051969997,3.5435778814610566,2.56156033749138,0.0007264558360556624,7.992488256232138e-7
0.0012446820695066272,3.543829994773245,2.561732220279556,0.0008162517221976416,3.0760023561749436e-6
0.0012448824507679645,3.5441865938098207,2.562333132342613,0.0008560098061182517,1.7847143629088427e-7
0.0012450601407514765,3.5434139561581848,2.562861957884301,0.0025745659443886454,0.0001041521072460433
0.0012485488694005482,3.550429021742508,2.573316430643478,0.0007631031833099655,5.562830175079738e-7
0.0012485708374533346,3.5506277836436784,2.5733819825505893,0.0008523772788723897,1.031767070174513e-6
0.0012492818931530358,3.57577837064321,2.573439938954027,0.000909021977503842,0.0483266528835158
0.0012500374809707791,3.553212107549385,2.577768548851939,0.0009257431883837017,1.8756639358152057e-6
0.0012508273065469405,3.554615160627332,2.5801293145868054,0.0008853231371711937,2.2007894237931286e-6
0.0012513495908849086,3.555484444937587,2.581689727393155,0.0009604529970717696,1.0544939251106493e-6
0.00125165247832542,3.5560416066564597,2.5825944516718793,0.0009498697583185745,9.048944597649886e-7
0.0012525600935167011,3.5575967580092063,2.5853045690457885,0.0009527988511698823,1.611788378801088e-6
0.0012528603195842238,3.5581341513475473,2.586200659161784,0.0009841930827117825,2.176612719245808e-6
0.0012532932488202538,3.5588725626670965,2.5874926214294787,0.0009930116206116953,9.461515159032334e-8
0.0012538674767761128,3.5598761799208645,2.589205721661653,0.0010023063039037283,1.6714629252298867e-7
0.0012541297631252662,3.5603344458077757,2.5899880103658206,0.0010050374298256372,8.263767822646482e-7
0.0012546275518595796,3.5612282031332563,2.5914723773504544,0.0009853114549915575,5.334873340947832e-7
0.001254974420116458,3.561819108976335,2.592506400695787,0.001033861895602833,1.6378076490735726e-6
0.0012550336196862004,3.558251706755269,2.592618636488111,0.0009679337025459451,0.009418109739402164
0.0012556296156538086,3.5629547617950967,2.5944590657618285,0.0010386274481557994,8.226922500672304e-7
0.0012569439426670652,3.565234266716816,2.5983738198479847,0.0010588694944016048,4.144869208230594e-7
0.0012571755943224688,3.5619111641316086,2.5989945372821412,0.0009138229978570453,0.009803175352134482
0.0012572701558008982,3.5658091425905813,2.599344978325675,0.0010594752932434944,7.31740143177135e-7
0.001257523089335082,3.5706384832415323,2.60007446254326,0.0011227669320895597,0.001383407292785223
0.0012576386065545728,3.5664539942408613,2.6004416619553075,0.0010576817013018599,1.8758941345400803e-6
0.0012577413031912834,3.5666329193298525,2.600747319707175,0.0010370636779742282,2.023260595207655e-6
0.0012578177136915386,3.5667702691394227,2.600974674603418,0.0010612602346389626,3.036397063635421e-6
0.001257942658667831,3.57095100589401,2.6013165891248398,0.0009801636410269826,0.004315504676074409
0.0012579742049640289,3.5670368730124227,2.6014403363656955,0.0010715888481745612,5.719410508785345e-7
0.0012580937060421831,3.5672403982903984,2.6017959553943157,0.0010366705350836661,1.4955074779625494e-6
0.0012582019299995331,3.56742839287211,2.6021179009461592,0.0010736537539569855,2.956497731505017e-6
0.0012584582104937477,3.65108980960069,2.561697560085979,0.01387558193496555,0.21998660345199295
0.0012585804896543163,3.568075556157818,2.6032443001292243,0.0008725668722613222,6.028607101077534e-6
0.0012586614239764775,3.568230296378815,2.6034848236757027,0.0010394307132749372,2.537234422561596e-7
0.001258671669089156,3.568253941108943,2.6035152317554315,0.0010845969204547096,1.5008032813835073e-6
0.0012587978949674698,3.568472638456733,2.6038907025378757,0.001049022854593991,3.763323528039701e-6
0.0012588298498368044,3.568526206957783,2.6039856845071463,0.0010914607800173034,7.985152030896753e-7
0.001259005149280331,3.5688275739098554,2.6045070040493585,0.0010957261115906222,1.2224574445088323e-7
0.0012590141844865562,3.5688475787336813,2.6045338601910375,0.0011019016059988648,1.6859315443038082e-6
0.0012590336369358284,3.5688808748523067,2.604591783336873,0.0010439454322907268,1.718167412896749e-6
0.0012590931155241176,3.568984618589327,2.6047685740644804,0.0011019466639912896,2.019153572587403e-7
0.0012591378217968157,3.569062239588129,2.604901588546381,0.001042895873410375,2.7653834799054157e-6
0.0012592807706882931,3.5693127897359975,2.6053265341127583,0.0011137422432103187,3.832631184842142e-6
0.0012593758485881076,3.5694774060215524,2.60560924599462,0.0010929852994130173,3.169717583988537e-6
0.0012593990832849983,3.569516879164034,2.605678324090492,0.0010937793046955928,1.2966066881482078e-6
0.0012593997547655955,3.5695170816178803,2.6056802968422748,0.0011117383080872152,2.419347352710006e-6
0.0012594028133211417,3.5695238823850275,2.6056894815501095,0.0010419185199451594,1.1598335807167427e-6
0.0012594033985861446,3.56952640155621,2.605691180700718,0.0010722098317977587,3.624707923369119e-6
0.0012594052532518027,3.5695323963981282,2.6056966802533257,0.0010811911796269524,7.576635124382574e-6
0.0012594097176280381,3.5695353917723174,2.605709920146497,0.0011086510804908425,5.9519310818622365e-6
0.001259412194676099,3.5695406274518677,2.6057173202538744,0.001081545641209845,9.677974932297313e-6
0.0012594133093034123,3.5695420035180128,2.6057206601550758,0.0010622466308668184,2.2463807906195104e-6
0.0012594271255212523,3.569566866463432,2.6057617233719346,0.0010712050988147866,3.0672526815622584e-6
0.001259427751410064,3.569566168827813,2.6057635590418493,0.0010912030537169632,1.2528833638564075e-6
0.0012594407712994435,3.5695894391460294,2.605802260778407,0.001095390186306931,1.0718318356021521e-6
0.001259443269399312,3.569594165356442,2.605809697851966,0.0010874707875249542,7.759921129764921e-6
