Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
1	haldaneRatio_1	8.103908211154476e-9	6.567332829481694e-17	7.743874377297288e-7	1.8659938258547684e-6	41.5	41.50000077438744
10	relRateFor_fdp	0.049572476330870696	0.0024574304095747353	0.0010681316329113674	12.091447200793569	0.00883377824981335	0.009901909882724717
10	relRateFor_fdp	0.039099238089120414	0.0015287504191497246	0.002109810259703703	9.420636839804382	0.022395622457170455	0.024505432716874158
10	relRateFor_fdp	0.028306644593389052	0.0008012661281364417	0.0037452924811448435	6.734948430831395	0.055609816758203534	0.05935510923934838
10	relRateFor_fdp	0.017338620967561558	0.00030062777705676527	0.005354497479901049	4.073131150333915	0.1314590000241482	0.13681349750404925
10	relRateFor_fdp	0.007184096608847446	0.00005161124408525337	0.0046716305699536775	1.6679570085616717	0.28008099405284803	0.2847526246228017
10	relRateFor_fdp	4.443858877323237e-6	1.974788172156454e-11	5.116155427919988e-6	0.0010232310855839975	0.5000000000000001	0.4999948838445722
10	relRateFor_fdp	0.0028358159829499074	8.04185228915415e-6	0.004685546338916491	0.6508435393717674	0.7199190059471522	0.7152334596082357
10	relRateFor_fdp	0.0026949777437719966	7.262905039426401e-6	0.005372969855137244	0.6186201751312407	0.8685409999758519	0.8631680301207146
10	relRateFor_fdp	0.0017341200628536758	3.0071723923916367e-6	0.0037633927508365916	0.39849977452307256	0.9443901832417967	0.9406267904909601
10	relRateFor_fdp	0.0009447507893865868	8.925540540465788e-7	0.0021243388912077776	0.21730046837016223	0.9776043775428295	0.9754800386516217
10	relRateFor_fdp	0.00047286375474802104	2.236001305543966e-7	0.0010786034320114934	0.10882164952180386	0.9911662217501868	0.9900876183181753
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
1	absRateFor	1.0461832103958457e-6	1.0944993097141583e-12	0.000013730860890959207	0.00024089229633261766	5.7	5.699986269139109
