ssd,ssd_s05,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
0,0,0.00883377824981335,0.022395622457170455,0.055609816758203534,0.1314590000241482,0.28008099405284803,0.5000000000000001,0.7199190059471522,0.8685409999758519,0.9443901832417967,0.9776043775428295,0.9911662217501868
0.005160740158876697,0.00014063707608878218,0.00990203213649426,0.024505759078996978,0.05935597612570986,0.13681568190274193,0.2847573505390983,0.5000025496534035,0.7152421123319461,0.8631752596469086,0.9406318658365477,0.9754833361342454,0.9900897012552435
0.005161461906573333,0.00014067606216590194,0.009902098044030421,0.024505911868286823,0.05935630368398311,0.1368162765480307,0.2847581076649388,0.5000029569124392,0.7152417701176463,0.8631744419366754,0.9406310153156733,0.97548265724405,0.9900892183394729
0.0051620246216011415,0.00014067570864142233,0.00990214587100824,0.024506028555146445,0.05935657647393172,0.1368168544127677,0.28475910660728565,0.5000041876705664,0.7152427787176312,0.863175032242457,0.9406312985109303,0.9754827812916665,0.9900892710305306
0.0051622094612542805,0.00014067805200821564,0.009902161864634605,0.024506067076746418,0.05935666468288029,0.13681703508571452,0.2847594020549286,0.5000045189272123,0.7152430080559389,0.8631751279914734,0.9406313158900839,0.9754827698140005,0.9900892540315115
0.005162676883608907,0.00014076887974551409,0.009902212121844545,0.024506171192049113,0.0593568396424379,0.13681717650206232,0.2847590210027448,0.5000028355794139,0.7152400673504715,0.8631719808734153,0.9406287477467213,0.9754809373705513,0.9900880263441036
0.005162833370272206,0.0001406369861729832,0.009902210178940473,0.02450619322122175,0.05935699017137271,0.13681782702638695,0.2847610506317465,0.5000070925980541,0.7152458149299451,0.8631774081123009,0.9406328827720013,0.9754837723715137,0.9900898807048749
0.005162976368137446,0.00014079546884896978,0.009902240667398931,0.02450623540158795,0.05935696964504103,0.13681738455759454,0.28475919690566986,0.5000026957069651,0.7152394940945841,0.8631712264506095,0.9406280749139297,0.9754804348034822,0.9900876808728504
0.005163240846984004,0.00014074034876349585,0.009902256793375105,0.024506285899900383,0.059357128964395295,0.13681786024750991,0.28476039635720296,0.5000049053713465,0.7152422461937538,0.8631736969539249,0.9406298982208997,0.9754816600500946,0.9900884722284721
0.005163298632345938,0.00014075406209282577,0.009902263293478809,0.024506298966861777,0.05935714918445658,0.13681786849270328,0.28476031621984016,0.5000046234648937,0.7152417795875496,0.8631732086794709,0.9406295042726618,0.9754813807247339,0.9900882857772869
0.005163786302251359,0.00014084556369364033,0.00990231534253819,0.024506407321083522,0.05935733356278318,0.13681802821863984,0.28475996234269896,0.5000029649248702,0.715238848064613,0.863170056752253,0.9406269262614917,0.9754795389031676,0.9900870508952322
0.005163824231395524,0.00014085444021643448,0.009902319593652628,0.024506415887131525,0.059357346908598604,0.13681803411902993,0.2847599114934491,0.5000027838059024,0.715238547270187,0.8631697415323457,0.9406266717464743,0.9754793583659116,0.990086930355889
0.00516384658055543,0.000140783148297408,0.009902313258475032,0.024506414895443005,0.05935739809978797,0.1368183217630624,0.2847608977801841,0.5000049479941815,0.7152415413917886,0.8631726087884546,0.9406288747245752,0.9754808764930692,0.9900879265008369
0.005164929988059436,0.00014092541273571515,0.009902421830518097,0.024506650779879506,0.059357842245050065,0.13681890325846982,0.28476092231885486,0.5000030751723906,0.7152375590492943,0.8631680424274583,0.9406250248420208,0.9754780809132457,0.9900860345978046
0.005164931669776984,0.00014084272859821563,0.00990241242373417,0.024506644604399767,0.059357889863635646,0.1368192119538231,0.2847620230934018,0.5000055319603457,0.7152409878581069,0.8631713421215582,0.9406275674088622,0.9754798361231033,0.9900871875455984
0.0051650527168157516,0.0001409300542173453,0.009902432803635017,0.024506676594166638,0.05935789905107939,0.1368190117299187,0.2847610774564055,0.5000032034891747,0.7152375834098318,0.8631679828889753,0.940624941509697,0.9754780077965896,0.9900859802872807
0.005165069210512413,0.00014085143702434542,0.00990242512629678,0.02450667381082243,0.05935795153926125,0.13681932049104736,0.28476215037306424,0.5000055716733875,0.7152408697951478,0.863171135459461,0.9406273661690823,0.9754796797210517,0.990087077765525
0.0051655926270409575,0.00014094751757476768,0.009902480733959121,0.02450678992013641,0.05935815061816792,0.13681949987569197,0.284761799154349,0.5000038556411653,0.7152378130167909,0.8631678388493464,0.9406246657716012,0.9754777488733537,0.9900857825750075
0.005165842043734752,0.00014098416595933306,0.009902506173684955,0.024506844523169296,0.05935825065703991,0.1368196193224302,0.28476175329393094,0.5000033094572152,0.7152367356323853,0.8631666330372548,0.9406236603568052,0.9754770230549038,0.9900852930106916
0.005166079036131706,0.00014090970673566588,0.009902517728111368,0.02450688778503536,0.05935840754907824,0.13682013839448606,0.28476316015045133,0.5000060315953484,0.7152402381590822,0.8631698445955047,0.9406260632112171,0.9754786519330941,0.9900863509326755
0.005166737365852575,0.00014093893349122988,0.009902577080055023,0.02450702657677947,0.059358709770187756,0.13682070410512312,0.28476393477988016,0.500006591485176,0.7152401896286839,0.8631693527840452,0.9406254833416328,0.9754781680092997,0.9900859993593784
0.0051675142865102806,0.00014097776171462982,0.0099026476195278,0.024507190701371244,0.059359063955675716,0.13682135558592637,0.2847647913438414,0.5000071236064579,0.7152399528046169,0.8631685995713153,0.9406246658516099,0.9754775049818956,0.9900855240662622
0.005168492970538264,0.0001409908477957035,0.00990273232944115,0.02450739459893358,0.05935953035967228,0.13682230920979743,0.2847663460281082,0.500008857031856,0.7152411392564524,0.8631690801848667,0.9406247377639316,0.9754774304140371,0.9900854250313549
