ssd,S05_fdp,n_fdp,kcat_f,Keq
0,0.00007,2.05,5.7,41.5
0.005159114093696588,0.001023301283777548,2.4465019476240855,0.00024089229633261766,1.8659938258547684e-6
0.005160711132268021,0.0004979048482802911,2.4453107142843646,0.00007040392142960472,0.00002014809928963236
0.005160726615249568,0.0005036759156917567,2.4453120758586655,0.00007026304598574078,0.00001216365602083415
0.005160740170980197,0.0005067098300929307,2.4453161718846554,0.00006796881650877982,6.779752474555487e-6
0.0051607423828169815,0.0005099374652659506,2.4453129094747577,0.00007023181582498313,3.215999546989542e-6
0.005160772585644541,0.0005208279486788721,2.4453160936850296,0.00006134689858639743,0.000013423129317573743
0.005160773787462001,0.000523478379203417,2.4453130312417444,0.00006089605273841339,0.000012753307597663425
0.00516078016332379,0.0005142292815018098,2.445330314823248,0.00005346571863602896,5.39060274864955e-6
0.005160783623154583,0.0005219267773969301,2.445321401584862,0.0000585190512499853,6.203373801787188e-6
0.005160876933525925,0.0005298592092156922,2.4453682251809625,0.00006645766527344577,3.314823080549411e-6
0.0051610531364875405,0.000540251795975082,2.445463241023875,0.000056711629139371906,3.059926780498431e-6
0.005161177970090016,0.0006200259759746927,2.445426395299766,0.00004839658133897428,8.054232536603404e-7
0.005161301066352652,0.0005548898093281413,2.445596909496263,0.00005855365354372515,2.93236364240033e-6
0.005161516911146395,0.000715947122163402,2.445499935349718,0.00004780505803300353,1.1186174792344966e-6
0.0051615255423669345,0.0007768056133002894,2.445417779119877,0.00003635812317102355,4.7018640012231714e-7
0.005161540058472838,0.0006532154186704207,2.4456046166913943,0.00005486767710737053,7.584509170643639e-7
0.005161585948499595,0.000731687382336754,2.445520375974109,0.00004083787592690625,1.3445007442053148e-6
0.0051615951691298565,0.0005750751106287399,2.445751407625209,0.00006989383559248819,1.061053039272765e-6
0.005161601315021849,0.00057531752518536,2.4457548942958796,0.00006307274672915733,1.7080782881803537e-6
0.005161618745191978,0.0008610785090173408,2.4453547175411865,0.000029431911068144745,2.3396357408339363e-7
0.005161623060832221,0.0008789000222285974,2.4453317747937775,0.000028980885091344353,2.173849341499634e-7
0.005161623510584034,0.0008464167652473134,2.445378781970584,0.00002272037162697914,1.9896461880997811e-7
0.005161634009054754,0.0006389439276835143,2.4456837740355857,0.000060271608429287115,1.4937087261858391e-6
0.005161691528360038,0.0005669274669633081,2.4458232589754982,0.00004520182684293679,5.498357581818271e-7
0.005161697116630169,0.0008860446806673796,2.445367711101842,0.000018511661100692516,2.523844886762886e-7
0.005161749971559105,0.0009479262120218807,2.445311678779797,0.000020085240979178227,2.425291239592024e-7
0.0051617697089544915,0.0005933138192019898,2.4458340903912954,0.0000696469380569335,3.968526660705118e-6
0.005161810489045305,0.0006896351939180091,2.445720986121844,0.00005457960870003581,4.766135587937221e-7
0.005161900086449517,0.0010108966579174454,2.445314772391722,0.00001703470824048437,5.788919908360207e-7
0.005162077998815689,0.0006948038044120358,2.445880480700288,0.00006216833856286572,7.133616728117569e-7
0.0051620825700332724,0.0006150060941469224,2.4459981166696765,0.00005945904462746791,2.2597779283694173e-6
0.005162088953597451,0.001092657859885151,2.4453150156340477,2.5937481869899976e-6,3.4330086297145555e-8
0.005162113172862006,0.0007892901394394932,2.4457665161860285,0.00004978168358629693,2.1618752068305582e-6
0.005162140598836862,0.0006635107052159794,2.445964556062743,0.00006823288314088833,1.0347606295240496e-6
0.0051621517571575175,0.0006188576415722546,2.446035748974623,0.00006769868229358815,1.137915991152858e-6
0.0051621677613338055,0.0009462825965326342,2.4455747516414057,0.000028926661861149973,1.4024882567212784e-7
0.005162354494106102,0.0009213623568365822,2.445727119247006,0.000022543255465086328,1.1330884610770336e-7
0.005162356597464636,0.000690546430568691,2.446060448345627,0.00004047673086373387,1.26087397336916e-6
0.0051623716760760075,0.0005802251535603794,2.446228544848848,0.00007487174705563835,1.0994630790801569e-6
0.005162372321565396,0.0007585888047203291,2.445972385205898,0.00005697629326624366,3.256754771619711e-6
0.005162405055342333,0.0010077730089039217,2.445634369341949,0.000024230163824674424,1.90444834734957e-7
0.005162410073201878,0.0008198219376779141,2.445907861420407,0.00002672982105441665,5.523690399321965e-7
0.0051624697156016355,0.0011744839517788166,2.4454349039229917,6.371800615399655e-6,4.185883275874721e-7
0.005162496326594644,0.0005949767199373793,2.4462851048641103,0.00006285653476075033,5.028636955300379e-7
0.005162550130666439,0.0009387105918115758,2.445824237966728,0.000030051384538715432,4.837976252545844e-7
0.005162601965511184,0.0006947367358786142,2.446207523898957,0.000042231207614749736,7.140104582547968e-7
0.005162606467754063,0.0007479369384652794,2.4461338084356186,0.000050025595969765084,4.109896465991599e-7
0.0051626761429933435,0.0007563915154676546,2.446165121734922,0.00005847443070880525,3.216492903349323e-7
0.005162775121104849,0.0005488827775691911,2.446525362137319,0.00008127316284295123,1.479159481913298e-6
0.005162809927094172,0.0013954292545185732,2.4453293539140093,0.00002246246529131512,1.9917573561005738e-6
0.00516283662316229,0.0014199565343722873,2.4453107279555213,0.000031992911540263526,2.6737405542610444e-6
0.005162837621412718,0.0013992189575031267,2.445341182634051,0.000024952375713407865,2.3739867324968735e-6
0.005162839396473533,0.0014203625744168495,2.445311874326021,0.00002936926924659027,4.0323082468756796e-6
0.005162841268017353,0.0014211518696875466,2.4453119066904194,0.00002669499830544378,7.608222858149918e-6
0.0051628444890060455,0.001419779597166236,2.4453158904598857,0.000037453276674968664,5.604743841191872e-6
0.005162854010688269,0.0014275389887887702,2.445310669487624,0.000037968745247278426,1.6307116899119443e-6
0.00516285858711713,0.001428959914805128,2.44531148101825,0.00003122685132694869,8.24991143458811e-6
0.0051628587281379,0.0014271353959240368,2.4453141935620333,0.00004149964440707683,2.9272555078691714e-6
0.005162860829437521,0.001430459451771236,2.445310722976317,0.000035808573322900595,5.935849701993256e-7
0.005162860982548476,0.0014301749369859925,2.445311227884032,0.00002369859242179473,7.40394161616075e-6
