"Priority"	"Fitting Equation"	"Log10 residual"	"Log10 residual^2"	"Euclidean residual"	"Relative error"	"True value"	"Predicted Value"
""	""
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"haldaneRatio_1"	1.203826500262295e-6	1.4491982427337653e-12	0.000010810445537856594	0.0002771909112270922	3.9	3.899989189554462
1	"relRateFor_ru5p__D"	0.10601812695448132	0.011239843242936517	0.01969118690979768	21.660305600777438	0.09090909090909095	0.07121790399929327
1	"relRateFor_ru5p__D"	0.10124262544909457	0.010250069207825651	0.028447800789483807	20.794128921382608	0.13680688860321014	0.10835908781372633
1	"relRateFor_ru5p__D"	0.09449973819521085	0.008930200518963392	0.039258171345846526	19.55477665018399	0.2007600089131018	0.16150183756725528
1	"relRateFor_ru5p__D"	0.08548248844166495	0.007307255830179382	0.05087588502170437	17.8670330298765	0.28474724895080156	0.2338713639290972
1	"relRateFor_ru5p__D"	0.07426050495986425	0.005514622596894022	0.060803654315354005	15.717095211651738	0.386863179846857	0.32605952553150297
1	"relRateFor_ru5p__D"	0.0614791119299859	0.003779681203699734	0.06599883789344474	13.199767578688945	0.5000000000000001	0.43400116210655537
1	"relRateFor_ru5p__D"	0.048310123521010856	0.0023338680346153265	0.06454759460216397	10.527437348492938	0.6131368201531432	0.5485892255509792
1	"relRateFor_ru5p__D"	0.03607105851471182	0.001301121262371764	0.05700637260019359	7.970101829957503	0.7152527510491989	0.6582463784490054
1	"relRateFor_ru5p__D"	0.025739700944289803	0.0006625322047014734	0.04599282685908235	5.754570263249216	0.7992399910868984	0.753247164227816
1	"relRateFor_ru5p__D"	0.017704567132159343	0.0003134516973371369	0.03448154814090787	3.994650523231238	0.86319311139679	0.8287115632558821
1	"relRateFor_ru5p__D"	0.011844892164922093	0.0001403014703986328	0.0244593622624385	2.6905298488682354	0.9090909090909091	0.8846315468284706
1	"relRateFor_ru5p__D"	0.05871468991728701	0.003447414812083165	0.011495904000081505	12.645494400089657	0.09090909090909091	0.0794131869090094
1	"relRateFor_ru5p__D"	0.05593308967686339	0.003128510520800042	0.016532024137816695	12.084204462660942	0.13680688860321005	0.12027486446539336
1	"relRateFor_ru5p__D"	0.052027311499157736	0.002706841141830391	0.022665760203288976	11.289977683304334	0.20076000891310172	0.17809424870981275
1	"relRateFor_ru5p__D"	0.046844056823856506	0.0021943656597166973	0.029115094605670855	10.224890569777326	0.2847472489508014	0.25563215434513054
1	"relRateFor_ru5p__D"	0.04045750698571732	0.0016368098714993656	0.03441125216307117	8.89494114603854	0.38686317984685714	0.35245192768378597
1	"relRateFor_ru5p__D"	0.03327025901020153	0.001106910134605896	0.03687337908981314	7.37467581796263	0.4999999999999999	0.46312662091018675
1	"relRateFor_ru5p__D"	0.025962063065775642	0.0006740287186313117	0.03557917880553363	5.802812298345908	0.6131368201531432	0.5775576413476096
1	"relRateFor_ru5p__D"	0.019258488981543587	0.00037088939785223575	0.031024427310705094	4.337547428541255	0.7152527510491986	0.6842283237384935
1	"relRateFor_ru5p__D"	0.013666383258728515	0.00018677003137445504	0.02475889271745846	3.0978045385076984	0.7992399910868982	0.7744810983694398
1	"relRateFor_ru5p__D"	0.009359386208497855	0.00008759811019981986	0.0184034707040317	2.1320224247679436	0.8631931113967901	0.8447896406927584
1	"relRateFor_ru5p__D"	0.006241804681525014	0.00003896012568230758	0.012972271025574633	1.4269498128132097	0.9090909090909092	0.8961186380653345
1	"relRateFor_ru5p__D"	0.05487733619849944	0.0030115220282431365	0.012244571284219588	13.46902841264155	0.09090909090909091	0.1031536621933105
1	"relRateFor_ru5p__D"	0.05193404902281573	0.0026971454479042278	0.017378072260486738	12.702629551710293	0.13680688860321003	0.15418496086369676
1	"relRateFor_ru5p__D"	0.047865907445907574	0.0022911450956201902	0.02339224683842278	11.651845885575767	0.20076000891310167	0.22415225575152445
1	"relRateFor_ru5p__D"	0.04258060535169206	0.0018131079521165464	0.02933264979199851	10.301293480474188	0.2847472489508014	0.3140798987427999
1	"relRateFor_ru5p__D"	0.03623992531789272	0.0013133321870464417	0.03366714874436666	8.702598359888906	0.3868631798468571	0.42053032859122375
