t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1	t	v_1
0.	-0.00004952962917119683	0.	-0.0011462086827154407	0.	-0.0035450396680090117	0.	-0.0004608121724456522	0.	-0.0018664974214667623	0.	-0.002886634446123078	0.	-0.000828225487778676	0.	-0.00038460265968078775	0.	-0.00005463584846102069	0.	-0.0001511056954371855	0.	-0.00046855602377936435	0.	-0.000049768502536068635	0.	-0.00007050993124710898	0.	-0.00010181133746472361	0.	-0.000055298308115632446	0.	-0.00022355040857992663	0.	-0.0015651157216658637	0.	-0.0000633324507872375	0.	-0.0033355246340349134	0.	-0.002777538369953089	0.	-0.0036170798558299425	0.	-0.0018854545675611074	0.	-0.0014464383184429935	0.	-0.006718139676583036	0.	-0.0012053164744338942	0.	-0.004638786545774708	0.	-0.000049604389805087895	0.	-0.006402881824078182	0.	-0.00292000171305576	0.	-0.009068370765249733	0.	-0.009985030119390365	0.	-0.0051533022730741234	0.	-0.006780735866209794	0.	-0.005354332601909577	0.	-0.006628620003456737	0.	-0.008359980330724107	0.	-0.005159315853667911	0.	-0.009698796426671224	0.	-0.0046336785030863	0.	-0.008178139825672235	0.	-0.00016703623047777263	0.	-0.006417795450624838	0.	-0.0008727526037855302	0.	-0.00025678478468476267	0.	-0.010428423654666707	0.	-0.004413434627049588	0.	-0.011067625480590202	0.	-0.0051837677908273495	0.	-0.003634021424805307	0.	-0.0010055788826564705	0.	-0.00014086700188830912	0.	-0.00013661073785613102	0.	-0.0001259558820553385	0.	-0.01039569177562726	0.	-0.011279660100500608	0.	-0.008019604347113839	0.	-0.0001298579785268729	0.	-0.00007479043630041003	0.	-0.0027039123968220927	0.	-0.00533149904784138	0.	-0.0005540137345443021	0.	-0.0003848537010586909	0.	-0.00005013612934969872	0.	-0.0007611468253091313	0.	-0.0020528993554627334	0.	-0.009242095291447443
1.e-6	-0.00004952958105134224	1.e-6	-0.0011461827201084667	1.e-6	-0.003544794524174589	1.e-6	-0.00046080799463602803	1.e-6	-0.0018664310532873732	1.e-6	-0.0028864756915618203	1.e-6	-0.0008282123816208506	1.e-6	-0.0003845997517413417	1.e-6	-0.000054635790122389683	1.e-6	-0.00015110524814590032	1.e-6	-0.00046855199340090607	1.e-6	-0.00004976845404836963	1.e-6	-0.00007050983398785775	1.e-6	-0.00010181114049559299	1.e-6	-0.00005529824860599242	1.e-6	-0.00022354949567884313	1.e-6	-0.0015650694978931907	1.e-6	-0.00006333237522983921	1.e-6	-0.0033353065342681923	1.e-6	-0.0027773914818641195	1.e-6	-0.003616825269521332	1.e-6	-0.0018853841456383503	1.e-6	-0.001446397494839799	1.e-6	-0.006717522163221992	1.e-6	-0.0012052881152680068	1.e-6	-0.004638401177820772	1.e-6	-0.00004960434153973276	1.e-6	-0.006402297662356119	1.e-6	-0.0029198333144532817	1.e-6	-0.009067503359205113	1.e-6	-0.00998406315210727	1.e-6	-0.005152854623209925	1.e-6	-0.006780111740540576	1.e-6	-0.005353861966727499	1.e-6	-0.006628011946924343	1.e-6	-0.008359188958331064	1.e-6	-0.005158867167758883	1.e-6	-0.009697860646721613	1.e-6	-0.004633291996410979	1.e-6	-0.008177367839585326	1.e-6	-0.00016703568285864702	1.e-6	-0.006417209665276532	1.e-6	-0.0008727376109509406	1.e-6	-0.0002567834902263303	1.e-6	-0.01042740781503911	1.e-6	-0.004413076941872173	1.e-6	-0.011066538829351215	1.e-6	-0.0051833162792179035	1.e-6	-0.00363376716846754	1.e-6	-0.0010055589864347494	1.e-6	-0.00014086661250816798	1.e-6	-0.00013661037165419048	1.e-6	-0.00012595557076444268	1.e-6	-0.010394679705590737	1.e-6	-0.011278549704389008	1.e-6	-0.008018849211974929	1.e-6	-0.00012985764768475418	1.e-6	-0.00007479032874825233	1.e-6	-0.002703767766231943	1.e-6	-0.005331031013155786	1.e-6	-0.0005540077078882984	1.e-6	-0.00038485079130445746	1.e-6	-0.000050136080080570134	1.e-6	-0.0007611354021202041	1.e-6	-0.0020528197549828458	1.e-6	-0.009241256111955665
1.2589254117941661e-6	-0.00004952956859191903	1.2589254117941661e-6	-0.0011461759981075445	1.2589254117941661e-6	-0.0035447310612019157	1.2589254117941661e-6	-0.00046080691291921024	1.2589254117941661e-6	-0.0018664138703995273	1.2589254117941661e-6	-0.0028864345916199937	1.2589254117941661e-6	-0.000828208988236559	1.2589254117941661e-6	-0.00038459899881600017	1.2589254117941661e-6	-0.00005463577501707545	1.2589254117941661e-6	-0.00015110513233166666	1.2589254117941661e-6	-0.0004685509498556967	1.2589254117941661e-6	-0.00004976844149370242	1.2589254117941661e-6	-0.00007050980880505194	1.2589254117941661e-6	-0.00010181108949552336	1.2589254117941661e-6	-0.00005529823319747528	1.2589254117941661e-6	-0.00022354925930793788	1.2589254117941661e-6	-0.0015650575302621364	1.2589254117941661e-6	-0.00006333235566616631	1.2589254117941661e-6	-0.0033352500719389974	1.2589254117941661e-6	-0.0027773534538284043	1.2589254117941661e-6	-0.0036167593622824755	1.2589254117941661e-6	-0.0018853659133079678	1.2589254117941661e-6	-0.0014463869253125928	1.2589254117941661e-6	-0.006717362310565984	1.2589254117941661e-6	-0.0012052807727880202	1.2589254117941661e-6	-0.004638301417114595	1.2589254117941661e-6	-0.000049604329042635954	1.2589254117941661e-6	-0.006402146442974407	1.2589254117941661e-6	-0.0029197897180600466	1.2589254117941661e-6	-0.009067278820621173	1.2589254117941661e-6	-0.009983812841835636	1.2589254117941661e-6	-0.005152738740657484	1.2589254117941661e-6	-0.006779950176248967	1.2589254117941661e-6	-0.005353740134331546	1.2589254117941661e-6	-0.006627854542225654	1.2589254117941661e-6	-0.008358984101345012	1.2589254117941661e-6	-0.005158751017036543	1.2589254117941661e-6	-0.009697618409361697	1.2589254117941661e-6	-0.004633191941007073	1.2589254117941661e-6	-0.00817716800083042	1.2589254117941661e-6	-0.00016703554106728776	1.2589254117941661e-6	-0.0064170580256114156	1.2589254117941661e-6	-0.0008727337290903287	1.2589254117941661e-6	-0.0002567831550623232	1.2589254117941661e-6	-0.010427144854093242	1.2589254117941661e-6	-0.004412984346953891	1.2589254117941661e-6	-0.011066257538764087	1.2589254117941661e-6	-0.005183199397052293	1.2589254117941661e-6	-0.0036337013465829113	1.2589254117941661e-6	-0.001005553835050078	1.2589254117941661e-6	-0.00014086651168844302	1.2589254117941661e-6	-0.00013661027683582988	1.2589254117941661e-6	-0.00012595549016381145	1.2589254117941661e-6	-0.01039441772039907	1.2589254117941661e-6	-0.011278262267443441	1.2589254117941661e-6	-0.00801865373516735	1.2589254117941661e-6	-0.0001298575620218616	1.2589254117941661e-6	-0.0000747903009003644	1.2589254117941661e-6	-0.002703730322698567	1.2589254117941661e-6	-0.00533090985390895	1.2589254117941661e-6	-0.0005540061474759161	1.2589254117941661e-6	-0.0003848500379092296	1.2589254117941661e-6	-0.00005013606732357172	1.2589254117941661e-6	-0.0007611324444762542	1.2589254117941661e-6	-0.0020527991463857045	1.2589254117941661e-6	-0.009241038877515335
1.584893192461114e-6	-0.00004952955290645176	1.584893192461114e-6	-0.001146167535828958	1.584893192461114e-6	-0.0035446511724332563	1.584893192461114e-6	-0.000460805551132494	1.584893192461114e-6	-0.0018663922393074878	1.584893192461114e-6	-0.0028863828531362217	1.584893192461114e-6	-0.0008282047162960185	1.584893192461114e-6	-0.00038459805094732204	1.584893192461114e-6	-0.00005463575600063458	1.584893192461114e-6	-0.00015110498653067648	1.584893192461114e-6	-0.0004685496361229902	1.584893192461114e-6	-0.00004976842568833032	1.584893192461114e-6	-0.00007050977710182743	1.584893192461114e-6	-0.00010181102529038089	1.584893192461114e-6	-0.0000552982137993253	1.584893192461114e-6	-0.00022354896173598144	1.584893192461114e-6	-0.0015650424644168945	1.584893192461114e-6	-0.00006333233103699481	1.584893192461114e-6	-0.003335178995441121	1.584893192461114e-6	-0.002777305582282563	1.584893192461114e-6	-0.0036166763967307755	1.584893192461114e-6	-0.001885342961147388	1.584893192461114e-6	-0.0014463736194961713	1.584893192461114e-6	-0.006717161089609429	1.584893192461114e-6	-0.0012052715294021208	1.584893192461114e-6	-0.004638175837925458	1.584893192461114e-6	-0.00004960431330974047	1.584893192461114e-6	-0.006401956089324058	1.584893192461114e-6	-0.002919734837099165	1.584893192461114e-6	-0.00906699617514388	1.584893192461114e-6	-0.00998349775593246	1.584893192461114e-6	-0.0051525928678912555	1.584893192461114e-6	-0.006779746800737267	1.584893192461114e-6	-0.005353586772107549	1.584893192461114e-6	-0.006627656402684102	1.584893192461114e-6	-0.008358726230369932	1.584893192461114e-6	-0.005158604806715736	1.584893192461114e-6	-0.009697313485327912	1.584893192461114e-6	-0.004633065990900304	1.584893192461114e-6	-0.008176916446635263	1.584893192461114e-6	-0.00016703536256320854	1.584893192461114e-6	-0.006416867142922152	1.584893192461114e-6	-0.000872728842213241	1.584893192461114e-6	-0.00025678273311825983	1.584893192461114e-6	-0.01042681384403481	1.584893192461114e-6	-0.004412867787804437	1.584893192461114e-6	-0.011065903456122034	1.584893192461114e-6	-0.005183052266016439	1.584893192461114e-6	-0.003633618488437315	1.584893192461114e-6	-0.0010055473499876455	1.584893192461114e-6	-0.0001408663847643284	1.584893192461114e-6	-0.00013661015746695076	1.584893192461114e-6	-0.0001259553886939137	1.584893192461114e-6	-0.0103940879385748	1.584893192461114e-6	-0.0112779004480351	1.584893192461114e-6	-0.008018407671647049	1.584893192461114e-6	-0.00012985745417898163	1.584893192461114e-6	-0.00007479026584200814	1.584893192461114e-6	-0.0027036831869851063	1.584893192461114e-6	-0.005330757339021812	1.584893192461114e-6	-0.0005540041830574859	1.584893192461114e-6	-0.00038484908944900396	1.584893192461114e-6	-0.00005013605126348011	1.584893192461114e-6	-0.0007611287210869184	1.584893192461114e-6	-0.0020527732028536444	1.584893192461114e-6	-0.009240765424840244
1.9952623149688787e-6	-0.00004952953315964579	1.9952623149688787e-6	-0.0011461568827970305	1.9952623149688787e-6	-0.003544550608493758	1.9952623149688787e-6	-0.0004608038367667842	1.9952623149688787e-6	-0.0018663650087670366	1.9952623149688787e-6	-0.0028863177234124513	1.9952623149688787e-6	-0.0008281993383632077	1.9952623149688787e-6	-0.0003845968576642333	1.9952623149688787e-6	-0.00005463573206039043	1.9952623149688787e-6	-0.00015110480297887956	1.9952623149688787e-6	-0.00046854798225180445	1.9952623149688787e-6	-0.00004976840579057348	1.9952623149688787e-6	-0.00007050973718991083	1.9952623149688787e-6	-0.00010181094446111837	1.9952623149688787e-6	-0.00005529818937853881	1.9952623149688787e-6	-0.00022354858711726448	1.9952623149688787e-6	-0.0015650234984450513	1.9952623149688787e-6	-0.0000633323000307577	1.9952623149688787e-6	-0.0033350895238891563	1.9952623149688787e-6	-0.0027772453201732176	1.9952623149688787e-6	-0.0036165719599277643	1.9952623149688787e-6	-0.001885314067639963	1.9952623149688787e-6	-0.0014463568691437576	1.9952623149688787e-6	-0.006716907801520661	1.9952623149688787e-6	-0.0012052598930609516	1.9952623149688787e-6	-0.004638017762172998	1.9952623149688787e-6	-0.000049604293503226024	1.9952623149688787e-6	-0.00640171648024632	1.9952623149688787e-6	-0.002919665751813035	1.9952623149688787e-6	-0.00906664039580419	1.9952623149688787e-6	-0.009983101143151443	1.9952623149688787e-6	-0.005152409248178555	1.9952623149688787e-6	-0.006779490800644468	1.9952623149688787e-6	-0.005353393725226648	1.9952623149688787e-6	-0.0066274069932665365	1.9952623149688787e-6	-0.008358401635294046	1.9952623149688787e-6	-0.005158420762127947	1.9952623149688787e-6	-0.009696929663493626	1.9952623149688787e-6	-0.004632907448323986	1.9952623149688787e-6	-0.008176599802654259	1.9952623149688787e-6	-0.00016703513784093778	1.9952623149688787e-6	-0.006416626867928878	1.9952623149688787e-6	-0.0008727226901506782	1.9952623149688787e-6	-0.0002567822019259763	1.9952623149688787e-6	-0.010426397187242517	1.9952623149688787e-6	-0.004412721065791177	1.9952623149688787e-6	-0.01106545775750652	1.9952623149688787e-6	-0.005182867062502315	1.9952623149688787e-6	-0.0036335141867740667	1.9952623149688787e-6	-0.0010055391860089682	1.9952623149688787e-6	-0.00014086622497696494	1.9952623149688787e-6	-0.0001366100071910095	1.9952623149688787e-6	-0.0001259552609513313	1.9952623149688787e-6	-0.010393672827773337	1.9952623149688787e-6	-0.011277445011049218	1.9952623149688787e-6	-0.008018097938925486	1.9952623149688787e-6	-0.00012985731841333277	1.9952623149688787e-6	-0.00007479022170624286	1.9952623149688787e-6	-0.002703623851214185	1.9952623149688787e-6	-0.005330565358705031	1.9952623149688787e-6	-0.0005540017100396341	1.9952623149688787e-6	-0.00038484789542120995	1.9952623149688787e-6	-0.00005013603104505104	1.9952623149688787e-6	-0.0007611240337180522	1.9952623149688787e-6	-0.0020527405437025005	1.9952623149688787e-6	-0.009240421214500128
2.5118864315095823e-6	-0.00004952950829993305	2.5118864315095823e-6	-0.0011461434719686853	2.5118864315095823e-6	-0.0035444240218401	2.5118864315095823e-6	-0.0004608016785431731	2.5118864315095823e-6	-0.00186633072973816	2.5118864315095823e-6	-0.0028862357380870967	2.5118864315095823e-6	-0.0008281925681385584	2.5118864315095823e-6	-0.00038459535543010814	2.5118864315095823e-6	-0.00005463570192146602	2.5118864315095823e-6	-0.00015110457190207756	2.5118864315095823e-6	-0.00046854590018330947	2.5118864315095823e-6	-0.0000497683807408251	2.5118864315095823e-6	-0.00007050968694390853	2.5118864315095823e-6	-0.00010181084270345682	2.5118864315095823e-6	-0.00005529815863464905	2.5118864315095823e-6	-0.0002235481155036753	2.5118864315095823e-6	-0.001564999622966566	2.5118864315095823e-6	-0.0000633322609963008	2.5118864315095823e-6	-0.0033349768991977374	2.5118864315095823e-6	-0.0027771694619104998	2.5118864315095823e-6	-0.0036164404985362655	2.5118864315095823e-6	-0.0018852776953113362	2.5118864315095823e-6	-0.0014463357827671078	2.5118864315095823e-6	-0.006716588984395077	2.5118864315095823e-6	-0.0012052452443929993	2.5118864315095823e-6	-0.00463781878664018	2.5118864315095823e-6	-0.00004960426856834496	2.5118864315095823e-6	-0.006401414880640904	2.5118864315095823e-6	-0.0029195787876461253	2.5118864315095823e-6	-0.009066192575273989	2.5118864315095823e-6	-0.009982601926816742	2.5118864315095823e-6	-0.005152178121225066	2.5118864315095823e-6	-0.006779168569969935	2.5118864315095823e-6	-0.005353150732534918	2.5118864315095823e-6	-0.006627093058152919	2.5118864315095823e-6	-0.008357993065570803	2.5118864315095823e-6	-0.005158189100415891	2.5118864315095823e-6	-0.009696446546716144	2.5118864315095823e-6	-0.004632707885305415	2.5118864315095823e-6	-0.008176201240781788	2.5118864315095823e-6	-0.00016703485493401455	2.5118864315095823e-6	-0.0064163244301508136	2.5118864315095823e-6	-0.0008727149454008587	2.5118864315095823e-6	-0.00025678153320052603	2.5118864315095823e-6	-0.010425872742210822	2.5118864315095823e-6	-0.004412536380905814	2.5118864315095823e-6	-0.011064896758608089	2.5118864315095823e-6	-0.005182633942080186	2.5118864315095823e-6	-0.0036333828953929864	2.5118864315095823e-6	-0.0010055289085328476	2.5118864315095823e-6	-0.0001408660238175843	2.5118864315095823e-6	-0.0001366098180057126	2.5118864315095823e-6	-0.00012595510013365657	2.5118864315095823e-6	-0.010393150328612332	2.5118864315095823e-6	-0.011276871754854539	2.5118864315095823e-6	-0.008017708076095137	2.5118864315095823e-6	-0.00012985714749528396	2.5118864315095823e-6	-0.00007479016614274898	2.5118864315095823e-6	-0.0027035491591114926	2.5118864315095823e-6	-0.005330323708470524	2.5118864315095823e-6	-0.0005539985967551265	2.5118864315095823e-6	-0.0003848463922495674	2.5118864315095823e-6	-0.000050136005591601444	2.5118864315095823e-6	-0.0007611181328286625	2.5118864315095823e-6	-0.0020526994311342675	2.5118864315095823e-6	-0.009239987952094514
3.162277660168379e-6	-0.000049529477003476614	3.162277660168379e-6	-0.0011461265895916593	3.162277660168379e-6	-0.003544264683596368	3.162277660168379e-6	-0.0004607989615555586	3.162277660168379e-6	-0.0018662875784411135	3.162277660168379e-6	-0.002886132537472964	3.162277660168379e-6	-0.0008281840452319381	3.162277660168379e-6	-0.00038459346426127024	3.162277660168379e-6	-0.00005463566397889831	3.162277660168379e-6	-0.00015110428099553724	3.162277660168379e-6	-0.0004685432790646263	3.162277660168379e-6	-0.00004976834920512872	3.162277660168379e-6	-0.00007050962368813353	3.162277660168379e-6	-0.00010181071459870221	3.162277660168379e-6	-0.000055298119930477683	3.162277660168379e-6	-0.00022354752178274098	3.162277660168379e-6	-0.001564969567509248	3.162277660168379e-6	-0.00006333221185496144	3.162277660168379e-6	-0.0033348351340511356	3.162277660168379e-6	-0.002777073973394953	3.162277660168379e-6	-0.0036162750247895306	3.162277660168379e-6	-0.00188523190910164	3.162277660168379e-6	-0.0014463092382700782	3.162277660168379e-6	-0.006716187701825732	3.162277660168379e-6	-0.0012052268037835991	3.162277660168379e-6	-0.004637568338529341	3.162277660168379e-6	-0.0000496042371772575	3.162277660168379e-6	-0.006401035268401699	3.162277660168379e-6	-0.00291946932048264	3.162277660168379e-6	-0.00906562892704149	3.162277660168379e-6	-0.009981973591538884	3.162277660168379e-6	-0.005151887207125619	3.162277660168379e-6	-0.006778762991037894	3.162277660168379e-6	-0.005352844884072264	3.162277660168379e-6	-0.006626697920185227	3.162277660168379e-6	-0.008357478818822787	3.162277660168379e-6	-0.005157897513295748	3.162277660168379e-6	-0.009695838474404589	3.162277660168379e-6	-0.00463245669792507	3.162277660168379e-6	-0.008175699590050291	3.162277660168379e-6	-0.00016703449877790005	3.162277660168379e-6	-0.006415943762974791	3.162277660168379e-6	-0.0008727051957127475	3.162277660168379e-6	-0.00025678069133451846	3.162277660168379e-6	-0.010425212654092249	3.162277660168379e-6	-0.004412303919152071	3.162277660168379e-6	-0.011064190663886612	3.162277660168379e-6	-0.005182340519011638	3.162277660168379e-6	-0.0036332176354872737	3.162277660168379e-6	-0.0010055159705293433	3.162277660168379e-6	-0.00014086577057448665	3.162277660168379e-6	-0.00013660957983695644	3.162277660168379e-6	-0.0001259548976773133	3.162277660168379e-6	-0.010392492689544836	3.162277660168379e-6	-0.011276150233178187	3.162277660168379e-6	-0.00801721737410698	3.162277660168379e-6	-0.0001298569323234294	3.162277660168379e-6	-0.00007479009619267826	3.162277660168379e-6	-0.0027034551386557436	3.162277660168379e-6	-0.0053300195496408615	3.162277660168379e-6	-0.0005539946774572668	3.162277660168379e-6	-0.00038484449990048344	3.162277660168379e-6	-0.00005013597354767703	3.162277660168379e-6	-0.0007611107042980411	3.162277660168379e-6	-0.0020526476779845516	3.162277660168379e-6	-0.009239442621418828
3.981071705534969e-6	-0.00004952943760367839	3.981071705534969e-6	-0.0011461053372801779	3.981071705534969e-6	-0.00354406412771162	3.981071705534969e-6	-0.0004607955411569667	3.981071705534969e-6	-0.0018662332595781098	3.981071705534969e-6	-0.002886002635669073	3.981071705534969e-6	-0.0008281733160006841	3.981071705534969e-6	-0.0003845910834707564	3.981071705534969e-6	-0.0000546356162121772	3.981071705534969e-6	-0.0001511039147689083	3.981071705534969e-6	-0.0004685399793505273	3.981071705534969e-6	-0.00004976830950414639	3.981071705534969e-6	-0.00007050954405413544	3.981071705534969e-6	-0.0001018105533252364	3.981071705534969e-6	-0.000055298071204958154	3.981071705534969e-6	-0.00022354677434083435	3.981071705534969e-6	-0.0015649317330505203	3.981071705534969e-6	-0.00006333214998988528	3.981071705534969e-6	-0.003334656695153637	3.981071705534969e-6	-0.002776953778326143	3.981071705534969e-6	-0.0036160667470049594	3.981071705534969e-6	-0.0018851742737006814	3.981071705534969e-6	-0.0014462758233608202	3.981071705534969e-6	-0.006715682649439564	3.981071705534969e-6	-0.0012052035899547374	3.981071705534969e-6	-0.004637253117155181	3.981071705534969e-6	-0.00004960419765832633	3.981071705534969e-6	-0.006400557489116576	3.981071705534969e-6	-0.0029193315318207674	3.981071705534969e-6	-0.009064919531171648	3.981071705534969e-6	-0.009981182785304481	3.981071705534969e-6	-0.00515152105817548	3.981071705534969e-6	-0.006778252531484828	3.981071705534969e-6	-0.005352459939703718	3.981071705534969e-6	-0.0066262006010603496	3.981071705534969e-6	-0.008356831596348842	3.981071705534969e-6	-0.005157530517377246	3.981071705534969e-6	-0.00969507316961056	3.981071705534969e-6	-0.004632140546385403	3.981071705534969e-6	-0.008175068220123349	3.981071705534969e-6	-0.0001670340504079948	3.981071705534969e-6	-0.006415464656010932	3.981071705534969e-6	-0.0008726929221696231	3.981071705534969e-6	-0.00025677963150283717	3.981071705534969e-6	-0.010424381886280967	3.981071705534969e-6	-0.004412011334196224	3.981071705534969e-6	-0.011063301996011117	3.981071705534969e-6	-0.005181971212490847	3.981071705534969e-6	-0.0036330096266154865	3.981071705534969e-6	-0.001005499683445682	3.981071705534969e-6	-0.00014086545176276007	3.981071705534969e-6	-0.00013660928000248652	3.981071705534969e-6	-0.00012595464280162506	3.981071705534969e-6	-0.010391665003878147	3.981071705534969e-6	-0.011275242150300508	3.981071705534969e-6	-0.00801659978359106	3.981071705534969e-6	-0.00012985666144002813	3.981071705534969e-6	-0.00007479000813110768	3.981071705534969e-6	-0.002703336791688326	3.981071705534969e-6	-0.0053296367317343845	3.981071705534969e-6	-0.0005539897435027852	3.981071705534969e-6	-0.00038484211762415834	3.981071705534969e-6	-0.00005013593320687626	3.981071705534969e-6	-0.0007611013527225942	3.981071705534969e-6	-0.002052582531699162	3.981071705534969e-6	-0.00923875627024036
5.011872336272725e-6	-0.000049529388002437145	5.011872336272725e-6	-0.0011460785843041056	5.011872336272725e-6	-0.00354381170394535	5.011872336272725e-6	-0.00046079123526500957	5.011872336272725e-6	-0.0018661648846296705	5.011872336272725e-6	-0.002885839130384622	5.011872336272725e-6	-0.000828159809437762	5.011872336272725e-6	-0.0003845880863112679	5.011872336272725e-6	-0.00005463555607765925	5.011872336272725e-6	-0.00015110345372160175	5.011872336272725e-6	-0.0004685358253798653	5.011872336272725e-6	-0.00004976825952373865	5.011872336272725e-6	-0.00007050944380134803	5.011872336272725e-6	-0.00010181035029532504	5.011872336272725e-6	-0.000055298009863390864	5.011872336272725e-6	-0.00022354583338046315	5.011872336272725e-6	-0.0015648841071693735	5.011872336272725e-6	-0.00006333207210668871	5.011872336272725e-6	-0.003334432105276007	5.011872336272725e-6	-0.0027768024896214372	5.011872336272725e-6	-0.0036158046054485353	5.011872336272725e-6	-0.0018851017244490035	5.011872336272725e-6	-0.0014462337606000368	5.011872336272725e-6	-0.00671504703337049	5.011872336272725e-6	-0.0012051743678576153	5.011872336272725e-6	-0.004636856392909165	5.011872336272725e-6	-0.000049604147907106486	5.011872336272725e-6	-0.0063999561949705025	5.011872336272725e-6	-0.0029191581011062057	5.011872336272725e-6	-0.00906402676015027	5.011872336272725e-6	-0.009980187565092209	5.011872336272725e-6	-0.005151060245078696	5.011872336272725e-6	-0.006777610110751994	5.011872336272725e-6	-0.00535197547370116	5.011872336272725e-6	-0.006625574716937927	5.011872336272725e-6	-0.008356017066648553	5.011872336272725e-6	-0.005157068638502564	5.011872336272725e-6	-0.009694110041094679	5.011872336272725e-6	-0.004631742651943378	5.011872336272725e-6	-0.008174273639930688	5.011872336272725e-6	-0.0001670334859501054	5.011872336272725e-6	-0.006414861691054881	5.011872336272725e-6	-0.0008726774716123596	5.011872336272725e-6	-0.0002567782972769929	5.011872336272725e-6	-0.01042333637758784	5.011872336272725e-6	-0.0044116430964602805	5.011872336272725e-6	-0.011062183624912689	5.011872336272725e-6	-0.005181506425866575	5.011872336272725e-6	-0.003632747823135405	5.011872336272725e-6	-0.0010054791806262554	5.011872336272725e-6	-0.00014086505040639927	5.011872336272725e-6	-0.00013660890253673955	5.011872336272725e-6	-0.000125954321934877	5.011872336272725e-6	-0.010390623373765902	5.011872336272725e-6	-0.011274099347155243	5.011872336272725e-6	-0.008015822544012573	5.011872336272725e-6	-0.00012985632042102467	5.011872336272725e-6	-0.00007478989726870799	5.011872336272725e-6	-0.0027031878294858838	5.011872336272725e-6	-0.005329154941756461	5.011872336272725e-6	-0.0005539835322554383	5.011872336272725e-6	-0.0003848391185941909	5.011872336272725e-6	-0.00005013588242098878	5.011872336272725e-6	-0.0007610895803974021	5.011872336272725e-6	-0.002052500528443504	5.011872336272725e-6	-0.009237892486129266
6.30957344480193e-6	-0.000049529325558432805	6.30957344480193e-6	-0.0011460449075734293	6.30957344480193e-6	-0.003543494016539276	6.30957344480193e-6	-0.00046078581467816815	6.30957344480193e-6	-0.0018660788188358962	6.30957344480193e-6	-0.00288563333836257	6.30957344480193e-6	-0.0008281428068339407	6.30957344480193e-6	-0.0003845843132328586	6.30957344480193e-6	-0.000054635480373131065	6.30957344480193e-6	-0.00015110287330475953	6.30957344480193e-6	-0.00046853059603271194	6.30957344480193e-6	-0.000049768196602394536	6.30957344480193e-6	-0.00007050931759130849	6.30957344480193e-6	-0.00010181009469791822	6.30957344480193e-6	-0.00005529793263928722	6.30957344480193e-6	-0.00022354464880216791	6.30957344480193e-6	-0.0015648241573427615	6.30957344480193e-6	-0.00006333197405805188	6.30957344480193e-6	-0.003334149443463058	6.30957344480193e-6	-0.0027766120719444113	6.30957344480193e-6	-0.0036154746895345085	6.30957344480193e-6	-0.001885010405031629	6.30957344480193e-6	-0.001446180813138294	6.30957344480193e-6	-0.006714247163203327	6.30957344480193e-6	-0.0012051375831287651	6.30957344480193e-6	-0.004636357127423289	6.30957344480193e-6	-0.00004960408527429123	6.30957344480193e-6	-0.006399199513462861	6.30957344480193e-6	-0.0029189398192192924	6.30957344480193e-6	-0.0090629033043226	6.30957344480193e-6	-0.009978935196373434	6.30957344480193e-6	-0.005150480335751795	6.30957344480193e-6	-0.006776801678006971	6.30957344480193e-6	-0.00535136580135666	6.30957344480193e-6	-0.006624787092869618	6.30957344480193e-6	-0.008354992063472625	6.30957344480193e-6	-0.005156487388208009	6.30957344480193e-6	-0.009692898053593198	6.30957344480193e-6	-0.004631241914535365	6.30957344480193e-6	-0.008173273739738769	6.30957344480193e-6	-0.00016703277534966212	6.30957344480193e-6	-0.006414102907117861	6.30957344480193e-6	-0.0008726580219437811	6.30957344480193e-6	-0.0002567766176223078	6.30957344480193e-6	-0.010422020730878157	6.30957344480193e-6	-0.004411179676134682	6.30957344480193e-6	-0.011060776295824255	6.30957344480193e-6	-0.005180921516688359	6.30957344480193e-6	-0.0036324183321098263	6.30957344480193e-6	-0.0010054533712938153	6.30957344480193e-6	-0.0001408645451346342	6.30957344480193e-6	-0.00013660842734095166	6.30957344480193e-6	-0.00012595391799183158	6.30957344480193e-6	-0.010389312607389787	6.30957344480193e-6	-0.011272661275532106	6.30957344480193e-6	-0.008014844464009283	6.30957344480193e-6	-0.00012985589110819977	6.30957344480193e-6	-0.00007478975770207128	6.30957344480193e-6	-0.0027030003405152845	6.30957344480193e-6	-0.005328548636717448	6.30957344480193e-6	-0.0005539757131218909	6.30957344480193e-6	-0.0003848353431610593	6.30957344480193e-6	-0.000050135818485612396	6.30957344480193e-6	-0.0007610747608698001	6.30957344480193e-6	-0.0020523973096951845	6.30957344480193e-6	-0.00923680548424855
