t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p	t	TPI	TPI&dhap	TPI&g3p
0.	3.397133242225375e-8	3.825955825532455e-6	7.284204529092053e-11	0.	7.827453300274967e-7	3.07691265779575e-6	3.420121767521481e-10	0.	2.3287428735166535e-6	1.5311292530532428e-6	1.278734301034988e-10	0.	3.1562531250689365e-7	3.53948176921675e-6	4.892918276355899e-9	0.	1.2197016498211164e-6	5.960563259198826e-7	2.0442420242590013e-6	0.	1.8649727799681601e-6	2.053478801944598e-10	1.994821872151645e-6	0.	5.491042088078984e-7	1.6989284367737199e-6	1.6119673544183817e-6	0.	2.6343897408607434e-7	3.580206525442077e-6	1.6354500471848093e-8	0.	3.7340470062069535e-8	3.6390113401644826e-6	1.836481897734475e-7	0.	1.0340342448478561e-7	3.652718716031988e-6	1.0387785948322644e-7	0.	2.999965136216257e-7	7.43896680504234e-10	3.5592595896978694e-6	0.	3.407044257592089e-8	3.7264598277357158e-6	9.946972968836208e-8	0.	4.8227555172985496e-8	3.6708925829244554e-6	1.4087986190255908e-7	0.	6.768152135853378e-8	2.178529758219925e-6	1.6137887204215413e-6	0.	3.763847069364966e-8	3.428386063176109e-6	3.939754661302402e-7	0.	1.4284593622662887e-7	2.9993738347506135e-10	3.7168541263898962e-6	0.	1.0166339954768794e-6	3.603206068829153e-7	2.4830453976402045e-6	0.	4.176625205669972e-8	1.7751069489950394e-6	2.043126798948261e-6	0.	2.2069681393154316e-6	1.6092855019207168e-6	4.374635876385188e-8	0.	1.7955425727984834e-6	2.552292140011269e-10	2.0642021979875145e-6	0.	2.368417106800869e-6	1.4911803428421372e-6	4.025503569935478e-10	0.	1.2805031612572572e-6	2.5598983672207634e-6	1.9598471521978464e-8	0.	9.723658283806542e-7	2.1708734097954506e-6	7.167607618238948e-7	0.	2.9845353618434236e-6	4.141404023408648e-10	8.750504977542348e-7	0.	8.127280803129573e-7	2.412277114529949e-6	6.349948051570927e-7	0.	2.76275297493825e-6	6.621717931218875e-11	1.0971808078824377e-6	0.	3.402431526444522e-8	3.825901496340017e-6	7.418839553709088e-11	0.	2.9731351615052182e-6	3.3474502950661106e-10	8.865300934652747e-7	0.	1.9552976336306897e-6	1.9024678770566447e-6	2.234489312664867e-9	0.	3.0237970873993327e-6	4.67863539124068e-9	8.31524277209426e-7	0.	3.0307244488225243e-6	4.410397537004543e-7	3.8823579747702004e-7	0.	2.87193547389949e-6	8.92068261007176e-9	9.791438434904363e-7	0.	2.9865069884553853e-6	8.241169091542242e-9	8.652518424530715e-7	0.	2.8993695923388174e-6	5.127158065060454e-8	9.093588270105777e-7	0.	2.981599310639032e-6	5.662036776495339e-9	8.727386525844716e-7	0.	3.017063444861724e-6	4.118566788808274e-7	4.31079876257449e-7	0.	2.875242517444386e-6	1.9407796264632033e-7	7.90679519909293e-7	0.	3.0286241421145047e-6	4.112170139947286e-10	8.309646408714996e-7	0.	2.7747471525931838e-6	5.794352877964052e-7	5.058175596104107e-7	0.	3.0153598543190445e-6	8.438176606142092e-7	8.224850667454812e-10	0.	1.1449745212757697e-7	3.7299236357626303e-6	1.557891210979221e-8	0.	2.974074142413336e-6	8.99925926548369e-8	7.959332649318266e-7	0.	5.954326308816603e-7	3.145131048278725e-6	1.1943632083961472e-7	0.	1.7588615359199862e-7	3.6451397454079807e-6	3.8974101000020426e-8	0.	3.032984081039545e-6	5.358607942048489e-9	8.216573110184055e-7	0.	2.7025034942264794e-6	4.2637345113347016e-7	7.311230546400503e-7	0.	3.036277264908242e-6	5.896929878786258e-7	2.340297472131325e-7	0.	2.8789036394757067e-6	2.026310529398618e-7	7.784653075844301e-7	0.	2.3534970485995683e-6	8.738025390967048e-7	6.327004123037274e-7	0.	6.848274450861749e-7	2.996824084155956e-6	1.7834847075786856e-7	0.	9.656409660170082e-8	3.7462534293760614e-6	1.7182474022236822e-8	0.	9.36497513487803e-8	3.7503119610452243e-6	1.6038287605993814e-8	0.	8.635119387761081e-8	3.759263237132387e-6	1.438556899000203e-8	0.	3.0331156168207094e-6	5.988429464517035e-7	2.2804143672758782e-7	0.	3.0371250162209894e-6	5.235735135992737e-7	2.993014701797363e-7	0.	3.0121987088848345e-6	3.0652941572780164e-10	8.474947616994377e-7	0.	8.90136341761725e-8	3.749861484260018e-6	2.1124881563809145e-8	0.	5.03045180098857e-8	2.8043137768230327e-6	1.0053817051670804e-6	0.	1.8177588740557916e-6	2.0261485022686923e-6	1.6092623675515528e-8	0.	2.8964557920821176e-6	3.379522640690645e-8	9.297489815109759e-7	0.	3.783543502806643e-7	3.344985604215958e-6	1.366600455033776e-7	0.	2.6343836300361903e-7	3.546348415751923e-6	5.0213221244458654e-8	0.	3.436452095575974e-8	3.7887265381885624e-6	3.6908940855677326e-8	0.	5.207925232598351e-7	3.3371893717441973e-6	2.0181049959672706e-9	0.	1.32737601636712e-6	5.0608761183970204e-9	2.527563107514482e-6	0.	3.073183229338417e-6	1.2144399733141735e-8	7.746723709284404e-7
1.e-6	3.40987270526641e-8	3.825828431024765e-6	7.284192257018876e-11	1.e-6	7.828288576409635e-7	3.076829248635588e-6	3.418937234473844e-10	1.e-6	2.328764870510033e-6	1.5311072752265242e-6	1.2785426344265846e-10	1.e-6	3.157350105895638e-7	3.539372114902466e-6	4.89287450796953e-9	1.e-6	1.2197904648540962e-6	5.960423085025397e-7	2.0441672266433403e-6	1.e-6	1.8651060672366697e-6	2.0533585915004302e-10	1.9946885969041796e-6	1.e-6	5.49177435924634e-7	1.6988792169633187e-6	1.6119433471120078e-6	1.e-6	2.6355130649648283e-7	3.580094307243006e-6	1.6354386260510475e-8	1.e-6	3.747383468931824e-8	3.638878153480432e-6	1.836480118302494e-7	1.e-6	1.0352282048894339e-7	3.6525995988743523e-6	1.0387758063670212e-7	1.e-6	3.0002486608972496e-7	7.437214050481173e-10	3.5592314125052265e-6	1.e-6	3.4194139748970834e-8	3.7263362180251163e-6	9.94696422259137e-8	1.e-6	4.834961402735641e-8	3.670770699691181e-6	1.4087968628146238e-7	1.e-6	6.775601006879687e-8	2.178458093639708e-6	1.613785896291372e-6	1.e-6	3.7752479696654685e-8	3.42827243691073e-6	3.9397508339260193e-7	1.e-6	1.4285976573088392e-7	2.999100242025314e-10	3.7168403242449135e-6	1.e-6	1.0167162392472937e-6	3.6031140717658106e-7	2.4829723535761245e-6	1.e-6	4.182722150453121e-8	1.7750481805423387e-6	2.0431245979529126e-6	1.e-6	2.2069969747236664e-6	1.6092607650314064e-6	4.3742260244932625e-8	1.e-6	1.795671978649736e-6	2.552252755408623e-10	2.0640727960747226e-6	1.e-6	2.368438068734207e-6	1.491159431306655e-6	4.0249995913729413e-10	1.e-6	1.2805628013701599e-6	2.5598394902777365e-6	1.959770835210416e-8	1.e-6	9.729747982068203e-7	2.170291625696677e-6	7.167335760965019e-7	1.e-6	2.985184711961075e-6	4.1411687911038744e-10	8.744011711598141e-7	1.e-6	8.128322990222691e-7	2.4121888203076005e-6	6.349788806701295e-7	1.e-6	2.763014042734358e-6	6.621352305280565e-11	1.0969197437425887e-6	1.e-6	3.4151871498295205e-8	3.8257739402850645e-6	7.418821663957655e-11	1.e-6	2.9737827114530295e-6	3.347412413794172e-10	8.858825473055907e-7	1.e-6	1.9553310181153064e-6	1.9024346724359473e-6	2.2343094487454215e-9	1.e-6	3.0250909305292893e-6	4.677114072331427e-9	8.302319553983783e-7	1.e-6	3.0314517671827327e-6	4.4102714159266406e-7	3.8752109122464e-7	1.e-6	2.8723186113292517e-6	8.89598171738091e-9	9.78785406953367e-7	1.e-6	2.9871937394583314e-6	8.240963200998762e-9	8.64565297340669e-7	1.e-6	2.8998398622727905e-6	5.1266799771994375e-8	9.088933379552147e-7	1.e-6	2.9822582816374613e-6	5.6584700983777626e-9	8.720832482641599e-7	1.e-6	3.0177043841305173e-6	4.1185286056553343e-7	4.3044275530393535e-7	1.e-6	2.8767846360171764e-6	1.936877966630612e-7	7.895275673197634e-7	1.e-6	3.029962694500255e-6	4.111816740704219e-10	8.296261238256737e-7	1.e-6	2.775766978833322e-6	5.794225616295674e-7	5.048104595371102e-7	1.e-6	3.015369429934612e-6	8.43810475559124e-7	8.200945062633227e-10	1.e-6	1.1474018113809099e-7	3.729682419726423e-6	1.5577399135485278e-8	1.e-6	2.9758144169952588e-6	8.998921370431239e-8	7.941963693004282e-7	1.e-6	5.958194230492693e-7	3.1448074465718993e-6	1.193731303788313e-7	1.e-6	1.7650321269709663e-7	3.644528880516174e-6	3.896790678672926e-8	1.e-6	3.034825852627903e-6	5.352125213456714e-9	8.198220221586401e-7	1.e-6	2.7045377696788823e-6	4.257749122307239e-7	7.296873180903936e-7	1.e-6	3.036931312325576e-6	5.8968796866606e-7	2.3338071900837512e-7	1.e-6	2.8806860976685755e-6	2.0249936388654294e-7	7.768145384448804e-7	1.e-6	2.35521134222789e-6	8.731853171555913e-7	6.316033406165192e-7	1.e-6	6.863862629843341e-7	2.9953506029190908e-6	1.7826313409657483e-7	1.e-6	9.691450652075035e-8	3.745904606228621e-6	1.718088725062764e-8	1.e-6	9.397774708896683e-8	3.7499854044795508e-6	1.603684843148065e-8	1.e-6	8.666604320351684e-8	3.7589495782940773e-6	1.4384378502405578e-8	1.e-6	3.0336838322098707e-6	5.988332059142604e-7	2.274829618758697e-7	1.e-6	3.037853574219363e-6	5.235610298905529e-7	2.9858539589008996e-7	1.e-6	3.013139388657557e-6	3.065118749877106e-10	8.465540994674553e-7	1.e-6	8.933617392814493e-8	3.7495391132507685e-6	2.1124712821085777e-8	1.e-6	5.039847395186484e-8	2.804221127138287e-6	1.0053803989098597e-6	1.e-6	1.8177976222424764e-6	2.0261108193721595e-6	1.6091558385363622e-8	1.e-6	2.8968402250403997e-6	3.3794824246159576e-8	9.293649507134409e-7	1.e-6	3.7931619878207787e-7	3.3440267183157483e-6	1.366570829021734e-7	1.e-6	2.637464772479208e-7	3.546043879098586e-6	5.020964365349368e-8	1.e-6	3.449111276549126e-8	3.788599979167765e-6	3.6908908066743285e-8	1.e-6	5.208904021663804e-7	3.3370915335630193e-6	2.018064270599954e-9	1.e-6	1.3274854872982625e-6	5.054353591126712e-9	2.52746015911061e-6	1.e-6	3.0743352398511084e-6	1.2143470898279217e-8	7.735212892506111e-7
1.2589254117941661e-6	3.4130877697084015e-8	3.825796280408538e-6	7.284189437707795e-11	1.2589254117941661e-6	7.828499720437093e-7	3.076808164101221e-6	3.41863855068556e-10	1.2589254117941661e-6	2.3287704142436466e-6	1.531101736326511e-6	1.2784942984197733e-10	1.2589254117941661e-6	3.157627139166976e-7	3.5393444226263103e-6	4.892863456991409e-9	1.2589254117941661e-6	1.2198129299034017e-6	5.960387593342195e-7	2.044148310762349e-6	1.2589254117941661e-6	1.865139793122111e-6	2.0533282899221817e-10	1.994654874048896e-6	1.2589254117941661e-6	5.491959383904354e-7	1.6988667842476014e-6	1.6119372773619128e-6	1.2589254117941661e-6	2.635796717143343e-7	3.5800659709220723e-6	1.6354357363593055e-8	1.2589254117941661e-6	3.750749198225186e-8	3.638844541195767e-6	1.836479668219806e-7	1.2589254117941661e-6	1.035529577525976e-7	3.652569532193401e-6	1.0387751005399872e-7	1.2589254117941661e-6	3.000320261448962e-7	7.436771852003433e-10	3.559224296669903e-6	1.2589254117941661e-6	3.422535728224598e-8	3.7263050226330208e-6	9.946962008473472e-8	1.2589254117941661e-6	4.838041917919653e-8	3.6707399389927816e-6	1.4087964182802214e-7	1.2589254117941661e-6	6.77748104226641e-8	2.1784400073203705e-6	1.6137851822568112e-6	1.2589254117941661e-6	3.778125247939395e-8	3.4282437609944027e-6	3.93974986526187e-7	1.2589254117941661e-6	1.4286325688268078e-7	2.999031217463618e-10	3.716836839995573e-6	1.2589254117941661e-6	1.0167370368383126e-6	3.6030908038653695e-7	2.4829538827751495e-6	1.2589254117941661e-6	4.184260870282862e-8	1.7750333496350194e-6	2.0431240416618786e-6	1.2589254117941661e-6	2.207004254047244e-6	1.6092545200330105e-6	4.374122591975255e-8	1.2589254117941661e-6	1.7957047225085975e-6	2.552242785137922e-10	2.0640400532128877e-6	1.2589254117941661e-6	2.3684433487640154e-6	1.4911541639895093e-6	4.0248724647501214e-10	1.2589254117941661e-6	1.2805778871886664e-6	2.5598245973127214e-6	1.959751549861285e-8	1.2589254117941661e-6	9.730917145704113e-7	2.1701810847983967e-6	7.167272006311913e-7	1.2589254117941661e-6	2.9853156886885126e-6	4.141133912702124e-10	8.742701979202165e-7	1.2589254117941661e-6	8.128586345819085e-7	2.412166513444085e-6	6.349748519740055e-7	1.2589254117941661e-6	2.7630800049610035e-6	6.621259894133708e-11	1.096853782440055e-6	1.2589254117941661e-6	3.4184062927368824e-8	3.825741748897398e-6	7.418817523261206e-11	1.2589254117941661e-6	2.9739404136305982e-6	3.347401285012077e-10	8.857248462409003e-7	1.2589254117941661e-6	1.9553394561739015e-6	1.902426279765489e-6	2.2342640606088177e-9	1.2589254117941661e-6	3.0253016109103954e-6	4.676941747181537e-9	8.30021447342422e-7	1.2589254117941661e-6	3.031586537941992e-6	4.41021247091563e-7	3.873922149664899e-7	1.2589254117941661e-6	2.872413539133001e-6	8.88988206815633e-9	9.786965787988428e-7	1.2589254117941661e-6	2.9873305251163335e-6	8.240899312188358e-9	8.644285755714773e-7	1.2589254117941661e-6	2.8999555941496206e-6	5.126563038414531e-8	9.087787754662336e-7	1.2589254117941661e-6	2.982390795871436e-6	5.657836330701184e-9	8.719513677978613e-7	1.2589254117941661e-6	3.017860008647386e-6	4.118518236663513e-7	4.302881676862462e-7	1.2589254117941661e-6	2.8770233345827895e-6	1.9363549825781333e-7	7.893411671593986e-7	1.2589254117941661e-6	3.030177691196584e-6	4.111634017869911e-10	8.294111454016282e-7	1.2589254117941661e-6	2.7759374751821786e-6	5.794184063431682e-7	5.046441184746529e-7	1.2589254117941661e-6	3.0153717827705724e-6	8.438087259123358e-7	8.194913170911793e-10	1.2589254117941661e-6	1.1480144234669698e-7	3.7296215391609783e-6	1.5577018492324014e-8	1.2589254117941661e-6	2.9760837317653825e-6	8.998909073135183e-8	7.939271775032651e-7	1.2589254117941661e-6	5.959150757447241e-7	3.144727389904611e-6	1.1935753435066482e-7	1.2589254117941661e-6	1.7665315814767162e-7	3.644380425032649e-6	3.8966416819678845e-8	1.2589254117941661e-6	3.035111242050726e-6	5.351285384055367e-9	8.195374725652179e-7	1.2589254117941661e-6	2.7048412509647496e-6	4.256947767148951e-7	7.294639723203552e-7	1.2589254117941661e-6	3.037089752274286e-6	5.896867132702965e-7	2.3322353445543106e-7	1.2589254117941661e-6	2.880958914156667e-6	2.024827507098469e-7	7.765583351334846e-7	1.2589254117941661e-6	2.3554653215104776e-6	8.731016629155472e-7	6.31433015573976e-7	1.2589254117941661e-6	6.866111743887864e-7	2.9951371045547755e-6	1.7825172105643746e-7	1.2589254117941661e-6	9.70010638871976e-8	3.7458184366261744e-6	1.7180499486627224e-8	1.2589254117941661e-6	9.405889923052355e-8	3.74990460473158e-6	1.6036496037895054e-8	1.2589254117941661e-6	8.67440162474498e-8	3.75887189688542e-6	1.4384086867130206e-8	1.2589254117941661e-6	3.033792804191489e-6	5.988293220591308e-7	2.2737787374938098e-7	1.2589254117941661e-6	3.03798658173094e-6	5.235554186497459e-7	2.984579996193218e-7	1.2589254117941661e-6	3.013312110190682e-6	3.0650300185644135e-10	8.463813868074612e-7	1.2589254117941661e-6	8.9416002013878e-8	3.7494593239578916e-6	2.112467402822981e-8	1.2589254117941661e-6	5.0422186642430014e-8	2.804197744877193e-6	1.0053800684803912e-6	1.2589254117941661e-6	1.8178074204423236e-6	2.0261012901152958e-6	1.6091289442380018e-8	1.2589254117941661e-6	2.8969353578818816e-6	3.379471652537619e-8	9.292699255927421e-7	1.2589254117941661e-6	3.7947390819926846e-7	3.343869270377382e-6	1.3665682142334925e-7	1.2589254117941661e-6	2.638228770083531e-7	3.5459683582568714e-6	5.020876473477581e-8	1.2589254117941661e-6	3.452306082417267e-8	3.7885680394052958e-6	3.690889977053091e-8	1.2589254117941661e-6	5.209151317660149e-7	3.3370668142127966e-6	2.018054021188361e-9	1.2589254117941661e-6	1.3275131762532615e-6	5.052707854863432e-9	2.5274341158918744e-6	1.2589254117941661e-6	3.07452961743941e-6	1.2142987970369066e-8	7.733273945902197e-7
1.584893192461114e-6	3.4170868452552505e-8	3.825756289686485e-6	7.284186096258472e-11	1.584893192461114e-6	7.828762558455682e-7	3.076781917435987e-6	3.4182671844340606e-10	1.584893192461114e-6	2.3287773052883645e-6	1.5310948512920113e-6	1.278434196239823e-10	1.584893192461114e-6	3.157971840248877e-7	3.5393099662669933e-6	4.892849708118285e-9	1.584893192461114e-6	1.219840903392345e-6	5.960343377849116e-7	2.0441247588227056e-6	1.584893192461114e-6	1.8651817957013093e-6	2.053290620561544e-10	1.994612875236634e-6	1.584893192461114e-6	5.492189659413965e-7	1.6988513131452971e-6	1.611929720913242e-6	1.584893192461114e-6	2.636149633712888e-7	3.5800307152523686e-6	1.6354321376342137e-8	1.584893192461114e-6	3.754935678926914e-8	3.6388027324324514e-6	1.8364791077827938e-7	1.584893192461114e-6	1.0359044727045598e-7	3.652532130595275e-6	1.0387742213426553e-7	1.584893192461114e-6	3.000409350339234e-7	7.436221907337891e-10	3.5592154427753423e-6	1.584893192461114e-6	3.426418739298561e-8	3.726266220103329e-6	9.9469592503687e-8	1.584893192461114e-6	4.8418736991018933e-8	3.670701676553107e-6	1.4087958645587407e-7	1.584893192461114e-6	6.779819629965165e-8	2.1784175103774527e-6	1.613784293322703e-6	1.584893192461114e-6	3.7817041827119464e-8	3.4282080922980364e-6	3.9397486587482404e-7	1.584893192461114e-6	1.428675999621828e-7	2.998945374079025e-10	3.7168325055004095e-6	1.584893192461114e-6	1.0167629308536027e-6	3.603061831864337e-7	2.4829308859599624e-6	1.584893192461114e-6	4.186174833797386e-8	1.7750149024364274e-6	2.043123349225256e-6	1.584893192461114e-6	2.2070133097344132e-6	1.6092467508849762e-6	4.373993938061923e-8	1.584893192461114e-6	1.7957455021174647e-6	2.552230365251634e-10	2.063999274846009e-6	1.584893192461114e-6	2.3684499103199278e-6	1.4911476182425798e-6	4.0247143749208833e-10	1.584893192461114e-6	1.2805966722528299e-6	2.5598060522804064e-6	1.959727546676502e-8	1.584893192461114e-6	9.732172493140121e-7	2.170063223751255e-6	7.167195269347325e-7	1.584893192461114e-6	2.985460887188524e-6	4.14110379781418e-10	8.74125002431694e-7	1.584893192461114e-6	8.12891412352583e-7	2.412138752638159e-6	6.349698350092572e-7	1.584893192461114e-6	2.763162097929963e-6	6.621144865902133e-11	1.0967716906213777e-6	1.584893192461114e-6	3.4224104413478573e-8	3.825701707460566e-6	7.418812595554691e-11	1.584893192461114e-6	2.974133236621267e-6	3.347386517826712e-10	8.855320247269502e-7	1.584893192461114e-6	1.955349959518956e-6	1.9024158328742124e-6	2.2342076068307664e-9	1.584893192461114e-6	3.025505137332246e-6	4.676834774724253e-9	8.298180278930284e-7	1.584893192461114e-6	3.031728157137057e-6	4.410124494603518e-7	3.872593934026465e-7	1.584893192461114e-6	2.872530581544063e-6	8.882373688405632e-9	9.785870447675315e-7	1.584893192461114e-6	2.987481068327925e-6	8.240813296766077e-9	8.642781183753078e-7	1.584893192461114e-6	2.9000978221688017e-6	5.126419761077871e-8	9.086379802204192e-7	1.584893192461114e-6	2.9825374404029087e-6	5.657191892605703e-9	8.718053677044842e-7	1.584893192461114e-6	3.0180500075979633e-6	4.118504906408941e-7	4.300995017611232e-7	1.584893192461114e-6	2.877244443898056e-6	1.935937471760367e-7	7.891618089259097e-7	1.584893192461114e-6	3.030383301788231e-6	4.111358887069359e-10	8.292055623230612e-7	1.584893192461114e-6	2.776104536111685e-6	5.794127377139079e-7	5.044827261744067e-7	1.584893192461114e-6	3.0153746713997166e-6	8.438065874932701e-7	8.187411070124823e-10	1.584893192461114e-6	1.1487764456285981e-7	3.7295458097033707e-6	1.5576545733768785e-8	1.584893192461114e-6	2.9763331552560363e-6	8.99893076503544e-8	7.936775370936086e-7	1.584893192461114e-6	5.960329029565038e-7	3.144628755649977e-6	1.1933834139351954e-7	1.584893192461114e-6	1.768362934814144e-7	3.6441991001608387e-6	3.8964606357746455e-8	1.584893192461114e-6	3.0353758569750665e-6	5.350642741445205e-9	8.19273500283488e-7	1.584893192461114e-6	2.705112944630178e-6	4.2563089187811486e-7	7.292561634917071e-7	1.584893192461114e-6	3.0372829663400638e-6	5.89685158145961e-7	2.3303187551399107e-7	1.584893192461114e-6	2.881209077437529e-6	2.0247047985986783e-7	7.763204427026015e-7	1.584893192461114e-6	2.3556911830002965e-6	8.73034000245169e-7	6.312748167545351e-7	1.584893192461114e-6	6.868059730324332e-7	2.994951392762296e-6	1.782426342052701e-7	1.584893192461114e-6	9.71076282966119e-8	3.7457123470742496e-6	1.7180024629137345e-8	1.584893192461114e-6	9.415888737184445e-8	3.7498050485535625e-6	1.60360640745915e-8	1.584893192461114e-6	8.684013118436315e-8	3.758776139513695e-6	1.4383729301942139e-8	1.584893192461114e-6	3.0339096928322042e-6	5.988237080592721e-7	2.2726659910852437e-7	1.584893192461114e-6	3.0381249155913167e-6	5.235471096826879e-7	2.9832797472600576e-7	1.584893192461114e-6	3.013493112029054e-6	3.0648960321993445e-10	8.462003983677258e-7	1.584893192461114e-6	8.95143741585716e-8	3.749360997825374e-6	2.112462801605391e-8	1.584893192461114e-6	5.0451682388507714e-8	2.8041686605952156e-6	1.0053796570162939e-6	1.584893192461114e-6	1.8178196194765233e-6	2.026089425663968e-6	1.609095485950797e-8	1.584893192461114e-6	2.8970525842344538e-6	3.379457884396703e-8	9.291528369215792e-7	1.584893192461114e-6	3.7962579244836715e-7	3.3437174570159263e-6	1.3665675053570606e-7	1.584893192461114e-6	2.639171092102464e-7	3.545875205194993e-6	5.020768559476122e-8	1.584893192461114e-6	3.456279960565486e-8	3.7885283109557545e-6	3.690888943859009e-8	1.584893192461114e-6	5.209459083942333e-7	3.337036050316418e-6	2.0180412893484223e-9	1.584893192461114e-6	1.3275476540541668e-6	5.050661009352132e-9	2.5274016849364804e-6	1.584893192461114e-6	3.074722047654725e-6	1.2142258031915606e-8	7.73135694313358e-7
