Priority	2cpr5p[c]	3ig3p[c]	co2[c]	anth[c]	param_IGPSr_total	param_pH	param_Temp	FileFlag	Target_Data
1	1	0	0	0	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	10.810119905832885
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1	0	0	0	1	7.6	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/absRateFor.txt"	21.62023981166577
1	1.8000000000000016e-6	0	0	0.000175	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.06060606060606066
1	5.692099788303088e-6	0	0	0.000175	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.16016871556802817
1	0.000018000000000000017	0	0	0.000175	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.33333333333333354
1	0.000056920997883030876	0	0	0.000175	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.5064979510986387
1	0.00018000000000000017	0	0	0.000175	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.6060606060606061
1	1.8000000000000016e-6	0	0	0.00035	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.045454545454545484
1	5.692099788303088e-6	0	0	0.00035	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.12012653667602115
1	0.000018000000000000017	0	0	0.00035	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.2500000000000001
1	0.000056920997883030876	0	0	0.00035	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.379873463323979
1	0.00018000000000000017	0	0	0.00035	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.4545454545454546
1	1.8000000000000016e-6	0	0	0.0007	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.03030303030303033
1	5.692099788303088e-6	0	0	0.0007	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.08008435778401408
1	0.000018000000000000017	0	0	0.0007	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.16666666666666677
1	0.000056920997883030876	0	0	0.0007	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.25324897554931936
1	0.00018000000000000017	0	0	0.0007	1	7.5	37	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/relRateFor_2cpr5p.txt"	0.30303030303030304
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
3	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_1.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
5	0	0	0	0	1	7.5	25	"/Users/guest/Desktop/internship stuff/MASSef/examples/fit_IGPSr_Final_typeII/input/customRatio_2.txt"	0.02025938711898991
