ssd,Km_fdp,kcat_f,Kic_dhap,Kincc_g3p,Kincu_g3p,Keq
0,0.00017,10.5,0.00013,0.00003,0.00023,0.00016
3.120443643577417e-8,0.008363567554044889,5.931465266041327e-8,0.0059107508391398585,0.01564535714515957,0.04357069086241559,1.15342034968241e-7
3.1214560262576274e-8,0.008304259361337203,2.2730309655658164e-6,0.006020199564429696,0.01128498223312593,0.04322736913856685,5.308795937575272e-9
3.1224688761633004e-8,0.00829181600375985,7.64051205372934e-7,0.006038778469829342,0.010513897700931684,0.043195947943086184,3.2409852254201835e-9
3.122484598283396e-8,0.008293001556274491,2.2664928727473514e-6,0.006039931373181389,0.010502405169863442,0.04320166536241317,1.019875610558992e-7
3.122492066887458e-8,0.00829041234782679,1.0194100970769189e-6,0.006041956255909326,0.010510154366531273,0.04321075462500605,3.820559049249466e-8
3.128457191869574e-8,0.007563409117867267,0.00003639235383310452,0.007503673628193175,0.011432232225273394,0.044855354565296386,0.00004388591734076152
3.129055369444232e-8,0.008059666210393154,0.000031727697260986954,0.006458709644936249,0.010376578435046878,0.03976556877703364,0.00001337017190619063
3.130318587011941e-8,0.008220512193177433,1.7734261889689237e-7,0.006171922488622111,0.006071895722522538,0.04464036138749595,8.152873382373352e-8
3.133671161715355e-8,0.008204940821929133,8.081425983434764e-7,0.006197759728892898,0.004612347681058742,0.04304034392766328,1.0037553877266164e-7
3.1353869720600335e-8,0.008279352300299636,4.715195429872394e-8,0.006064903552140997,0.012044498249049468,0.06275746258528132,3.590315165395013e-8
3.136126840455077e-8,0.008246616745134867,0.00001612185568113827,0.006138872614102955,0.004589724933301334,0.004395225581517701,0.000010120339777390214
3.1503679357553176e-8,0.008043034385416476,4.6816404890359125e-6,0.0066037162853870655,0.0003919053590313553,0.040389590848736216,2.9114062133621817e-6
3.205408417616637e-8,0.008179692304300216,2.655076954061726e-6,0.0062448479312248025,0.0073819567980535905,0.05486874478041488,8.425736576001852e-8
3.22558018018495e-8,0.007898030883082144,2.4775079765504415e-6,0.006755565649174285,0.01679170462351193,0.04245941260198813,2.258235577159116e-8
3.24446334761266e-8,0.00793023428128761,3.0078261997481427e-7,0.006698220895020419,0.011914757811047498,0.048615864745657225,7.551906894428215e-8
3.2619461351539605e-8,0.007814644385202527,2.2430200934715165e-6,0.006911047120617842,0.02225576040714807,0.04230097664535252,5.850278689766528e-8
3.340817971744176e-8,0.007754161002401904,5.267891604413913e-7,0.007020942696100913,0.021967424072562584,0.05567041678728223,3.754924160232625e-8
3.364272626464903e-8,0.008133737260442402,2.25321863178167e-6,0.006327826447360383,0.010200582743852318,0.07885019899764639,2.5771688927887775e-8
3.505610739080386e-8,0.00805951839718872,2.282221192980874e-6,0.0064531853183221015,0.015611926210984367,0.10070345228271475,8.325973374287419e-7
3.614978160434025e-8,0.008148546853721694,6.0680205326066455e-6,0.00609601470426956,0.015094507187865999,0.08348286297945721,1.3537477074661988e-7
3.625827284564452e-8,0.0081919036449405,0.00010187794780490224,0.0065698414549248425,0.011136242050143245,0.09870539500802207,7.2729273775315445e-6
3.637272393334815e-8,0.00765966208987076,2.338653478280624e-6,0.007197835880592094,0.02112554444545718,0.07300604332815878,0.000017194342890274437
3.654568676982326e-8,0.00845356829070358,0.00024367299247157485,0.006226409389369763,0.013058536476362865,0.08758705166727279,5.0209997055526085e-6
3.7182010250886757e-8,0.007268352687040438,0.0000167589019571865,0.007874773625379266,0.06229206236229621,0.04394367319908085,2.3237516443941164e-6
4.0175537875939564e-8,0.008282061121677882,8.848905185318687e-7,0.006131421363156905,0.015929865995772303,0.09602636242964357,0.00001271512309301164
4.546757350203969e-8,0.006736170167911023,2.859886008433845e-6,0.008779030000978124,0.08931690194267435,0.06778328047241355,3.275214385860475e-6
5.2212515389625474e-8,0.006262985345040354,8.228154073430276e-7,0.009731819865023899,0.11600591104051379,0.06949811037607713,8.206584419185104e-7
5.237872733104702e-8,0.006063169175729908,8.642282233765962e-8,0.010136717919607477,0.1368188312267409,0.03929372414964934,8.425756904792586e-8
5.288615872971218e-8,0.006259310759623337,5.925623589692328e-7,0.009746156833218403,0.11388722658503711,0.08070054245331691,5.6626524216202276e-8
6.206089428549508e-8,0.005850766025903685,0.00001065682177847109,0.010495588680740263,0.14177765054672656,0.0801960169650774,6.000362933031212e-7
8.458741768705825e-8,0.006771230617383577,2.9758046608884837e-6,0.010460021996864865,0.02987800853129765,0.5645554248511238,0.0007685499217999136
9.567686480737598e-8,0.006306729967812696,0.0015410410975154794,0.01451429701755768,0.20903494431175332,0.09945153162978333,0.0006831959270470405
1.0774576735631474e-7,0.004091275663044403,1.1102734562417113e-6,0.013686366017411628,0.2767883790808337,0.035223784085606294,7.974026610725342e-7
1.225786394907802e-7,0.004058694616765916,0.000016980246948199757,0.015406114266571461,0.2507290386396758,0.10435872530696215,0.003457250091458153
1.267014939489427e-7,0.005698022409840433,0.00040193955313278754,0.033837400444328515,0.2697950230908517,0.06484196385546448,0.0002954690940699944
1.7499864569360974e-7,0.00341608598136672,0.00038548880938143223,0.015504450677909343,0.31207393194251315,0.10839697350112887,0.008299493371421565
1.7658083687225753e-7,0.003132388956491123,6.870017122380323e-6,0.018704415089134337,0.32676735492474535,0.12324724144529017,0.002949906932969508
2.6066914502720256e-7,0.0012796024385166747,0.00005959445782569413,0.018778853837964987,0.4341720222387146,0.02744414413303697,0.004831569785760275
4.0821331087560444e-7,0.00029507365352183655,0.000010381444952367062,0.021148420115933878,0.5519315472565284,0.1815448956918745,0.00001244871408715331
4.3902010053303075e-7,0.0014855566859148207,5.956839745278687e-6,0.023854896335016598,0.6468065454230597,0.04075130094042263,2.5694721076849852e-6
4.988631965296095e-7,0.004703410843721838,0.00036721440719946125,0.03371281553976124,0.1676494489607787,0.9623629316775414,0.00006977680616599779
8.900664085006844e-7,0.029813342734382447,0.029426122528079867,0.023778352445850894,0.04626640019646644,0.21411273665543332,0.032176551857750924
1.2371004743011306e-6,0.026727858624960733,0.023717536373370405,0.07607864030002598,0.9740354999636335,0.17542569565743787,0.001892336231882127
1.3477990881380567e-6,0.00886428637022688,0.00009872718593550459,0.004967541749081246,0.08923231890812823,0.5877987838070223,5.34566377505285e-6
4.63001981839196e-6,0.025606698526909197,0.00010406449898628774,0.06795112666840614,2.236388957776285,0.028705739134339315,0.022026924628753195
